Khu vực,Tỉnh/ Thành phố,Mã trường xét tuyển,Mã Trường,Tên Trường,Loại đơn vị,Mã nhóm ngành,Nhóm ngành,Mã phân ngành,Phân ngành,Mã xét tuyển,Tên Ngành,Loại điểm,Tổ hợp,Điểm chuẩn,Ghi chú,Năm
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh doanh và quản lý,73401,Kinh doanh,POHE3,Marketing,THPTQG - Thang 40,D01,37.1,"Truyền thông Marketing, Tốt nghiệp THPT; Tiếng Anh x2",2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh doanh và quản lý,73401,Kinh doanh,POHE3,Marketing,THPTQG - Thang 40,D07,37.1,"Truyền thông Marketing, Tốt nghiệp THPT; Tiếng Anh x2",2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh doanh và quản lý,73401,Kinh doanh,POHE3,Marketing,THPTQG - Thang 40,D09,37.1,"Truyền thông Marketing, Tốt nghiệp THPT; Tiếng Anh x2",2023
Miền Bắc,Hà Nội,HBT,AJC,Học Viện Báo Chí – Tuyên Truyền,Công lập,732.0,Báo chí và thông tin,73201,Báo chí và truyền thông,607,Báo chí,THPTQG - Thang 40,D78,36.98,Tốt nghiệp THPT; Thang điểm 40,2023
Miền Bắc,Hà Nội,HBT,AJC,Học Viện Báo Chí – Tuyên Truyền,Công lập,732.0,Báo chí và thông tin,73201,Báo chí và truyền thông,616,Quan hệ công chúng,THPTQG - Thang 40,D78,36.97,Tốt nghiệp THPT; Thang điểm 40,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh doanh và quản lý,73401,Kinh doanh,POHE5,Quản trị kinh doanh,THPTQG - Thang 40,A01,36.85,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh doanh và quản lý,73401,Kinh doanh,POHE5,Quản trị kinh doanh,THPTQG - Thang 40,D01,36.85,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh doanh và quản lý,73401,Kinh doanh,POHE5,Quản trị kinh doanh,THPTQG - Thang 40,D07,36.85,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh doanh và quản lý,73401,Kinh doanh,POHE5,Quản trị kinh doanh,THPTQG - Thang 40,D09,36.85,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,HBT,AJC,Học Viện Báo Chí – Tuyên Truyền,Công lập,731.0,Khoa học xã hội và hành vi,73102,Khoa học chính trị,610,Quan hệ quốc tế,THPTQG - Thang 40,D78,36.6,Tốt nghiệp THPT; Thang điểm 40,2023
Miền Bắc,Hà Nội,HBT,AJC,Học Viện Báo Chí – Tuyên Truyền,Công lập,731.0,Khoa học xã hội và hành vi,73102,Khoa học chính trị,611,Quan hệ quốc tế,THPTQG - Thang 40,D78,36.52,Tốt nghiệp THPT; Thang điểm 40,2023
Miền Bắc,Hà Nội,HBT,AJC,Học Viện Báo Chí – Tuyên Truyền,Công lập,732.0,Báo chí và thông tin,73201,Báo chí và truyền thông,615,Quan hệ công chúng,THPTQG - Thang 40,D01,36.52,Tốt nghiệp THPT; Thang điểm 40,2023
Miền Bắc,Hà Nội,HBT,AJC,Học Viện Báo Chí – Tuyên Truyền,Công lập,732.0,Báo chí và thông tin,73201,Báo chí và truyền thông,615,Quan hệ công chúng,THPTQG - Thang 40,A01,36.52,Tốt nghiệp THPT; Thang điểm 40,2023
Miền Bắc,Hà Nội,HBT,AJC,Học Viện Báo Chí – Tuyên Truyền,Công lập,732.0,Báo chí và thông tin,73201,Báo chí và truyền thông,7320110,Quảng cáo,THPTQG - Thang 40,D78,36.52,Tốt nghiệp THPT; Thang điểm 40,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh doanh và quản lý,73402,Tài chính - Ngân hàng - Bảo hiểm,EP10,Đầu tư tài chính,THPTQG - Thang 40,A01,36.5,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh doanh và quản lý,73402,Tài chính - Ngân hàng - Bảo hiểm,EP10,Đầu tư tài chính,THPTQG - Thang 40,D01,36.5,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh doanh và quản lý,73402,Tài chính - Ngân hàng - Bảo hiểm,EP10,Đầu tư tài chính,THPTQG - Thang 40,D07,36.5,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh doanh và quản lý,73402,Tài chính - Ngân hàng - Bảo hiểm,EP10,Đầu tư tài chính,THPTQG - Thang 40,D10,36.5,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,751.0,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,EP14,Logistics và Quản lý chuỗi cung ứng,THPTQG - Thang 40,A00,36.4,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,751.0,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,EP14,Logistics và Quản lý chuỗi cung ứng,THPTQG - Thang 40,A01,36.4,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,751.0,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,EP14,Logistics và Quản lý chuỗi cung ứng,THPTQG - Thang 40,D01,36.4,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,751.0,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,EP14,Logistics và Quản lý chuỗi cung ứng,THPTQG - Thang 40,D07,36.4,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,HBT,AJC,Học Viện Báo Chí – Tuyên Truyền,Công lập,732.0,Báo chí và thông tin,73201,Báo chí và truyền thông,604,Báo chí,THPTQG - Thang 40,D78,36.22,Tốt nghiệp THPT; Thang điểm 40,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,731.0,Khoa học xã hội và hành vi,73101,Kinh tế học,7310107,Thống kê kinh tế,THPTQG - Thang 40,A00,36.2,"Tốt nghiệp THPT, môn Toán hệ số 2",2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,731.0,Khoa học xã hội và hành vi,73101,Kinh tế học,7310107,Thống kê kinh tế,THPTQG - Thang 40,A01,36.2,"Tốt nghiệp THPT, môn Toán hệ số 2",2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,731.0,Khoa học xã hội và hành vi,73101,Kinh tế học,7310107,Thống kê kinh tế,THPTQG - Thang 40,D01,36.2,"Tốt nghiệp THPT, môn Toán hệ số 2",2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,731.0,Khoa học xã hội và hành vi,73101,Kinh tế học,7310107,Thống kê kinh tế,THPTQG - Thang 40,D07,36.2,"Tốt nghiệp THPT, môn Toán hệ số 2",2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,738.0,Pháp luật,73801,Luật,POHE4,Luật,THPTQG - Thang 40,A01,36.2,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,738.0,Pháp luật,73801,Luật,POHE4,Luật,THPTQG - Thang 40,D01,36.2,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,738.0,Pháp luật,73801,Luật,POHE4,Luật,THPTQG - Thang 40,D07,36.2,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,738.0,Pháp luật,73801,Luật,POHE4,Luật,THPTQG - Thang 40,D09,36.2,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,HBT,AJC,Học Viện Báo Chí – Tuyên Truyền,Công lập,731.0,Khoa học xã hội và hành vi,73102,Khoa học chính trị,614,Quan hệ quốc tế,THPTQG - Thang 40,D78,36.17,Tốt nghiệp THPT; Thang điểm 40,2023
Miền Bắc,Hà Nội,NHF,HANU,Đại Học Hà Nội,Công lập,722.0,Nhân văn,72202,"Ngôn ngữ, văn học và văn hóa nước ngoài",7220210,Ngôn ngữ Hàn Quốc,THPTQG - Thang 40,D01,36.15,Tốt nghiệp THPT; Điểm ngoại ngữ x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh doanh và quản lý,73404,Quản trị - Quản lý,7340405,Hệ thống thông tin quản lý,THPTQG - Thang 40,A00,36.15,Tốt nghiệp THPT; Điểm toán x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh doanh và quản lý,73404,Quản trị - Quản lý,7340405,Hệ thống thông tin quản lý,THPTQG - Thang 40,A01,36.15,Tốt nghiệp THPT; Điểm toán x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh doanh và quản lý,73404,Quản trị - Quản lý,7340405,Hệ thống thông tin quản lý,THPTQG - Thang 40,D01,36.15,Tốt nghiệp THPT; Điểm toán x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh doanh và quản lý,73404,Quản trị - Quản lý,7340405,Hệ thống thông tin quản lý,THPTQG - Thang 40,D07,36.15,Tốt nghiệp THPT; Điểm toán x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh doanh và quản lý,73490,Kinh doanh và quản lý - Khác,EP01,Khởi nghiệp và phát triển kinh doanh,THPTQG - Thang 40,A01,36.1,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh doanh và quản lý,73490,Kinh doanh và quản lý - Khác,EP01,Khởi nghiệp và phát triển kinh doanh,THPTQG - Thang 40,D01,36.1,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh doanh và quản lý,73490,Kinh doanh và quản lý - Khác,EP01,Khởi nghiệp và phát triển kinh doanh,THPTQG - Thang 40,D07,36.1,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh doanh và quản lý,73490,Kinh doanh và quản lý - Khác,EP01,Khởi nghiệp và phát triển kinh doanh,THPTQG - Thang 40,D09,36.1,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,HBT,AJC,Học Viện Báo Chí – Tuyên Truyền,Công lập,732.0,Báo chí và thông tin,73201,Báo chí và truyền thông,7320107,Truyền thông quốc tế,THPTQG - Thang 40,D01,36.06,Tốt nghiệp THPT; Thang điểm 40,2023
Miền Bắc,Hà Nội,HBT,AJC,Học Viện Báo Chí – Tuyên Truyền,Công lập,732.0,Báo chí và thông tin,73201,Báo chí và truyền thông,7320107,Truyền thông quốc tế,THPTQG - Thang 40,A01,36.06,Tốt nghiệp THPT; Thang điểm 40,2023
Miền Bắc,Hà Nội,HBT,AJC,Học Viện Báo Chí – Tuyên Truyền,Công lập,732.0,Báo chí và thông tin,73201,Báo chí và truyền thông,615,Quan hệ công chúng,THPTQG - Thang 40,D72,36.02,Tốt nghiệp THPT; Thang điểm 40,2023
Miền Bắc,Hà Nội,HBT,AJC,Học Viện Báo Chí – Tuyên Truyền,Công lập,732.0,Báo chí và thông tin,73201,Báo chí và truyền thông,7320110,Quảng cáo,THPTQG - Thang 40,D01,36.02,Tốt nghiệp THPT; Thang điểm 40,2023
Miền Bắc,Hà Nội,HBT,AJC,Học Viện Báo Chí – Tuyên Truyền,Công lập,732.0,Báo chí và thông tin,73201,Báo chí và truyền thông,7320110,Quảng cáo,THPTQG - Thang 40,A01,36.02,Tốt nghiệp THPT; Thang điểm 40,2023
Miền Bắc,Hà Nội,HQT,DAV,Học Viện Ngoại Giao,Công lập,722.0,Nhân văn,72202,"Ngôn ngữ, văn học và văn hóa nước ngoài",HQT02,Ngôn ngữ Anh,THPTQG - Thang 40,A01,35.99,Tốt nghiệp THPT; Điểm môn tiêu chí phụ: >=9.6; Tiếng Anh hệ số 2,2023
Miền Bắc,Hà Nội,HQT,DAV,Học Viện Ngoại Giao,Công lập,722.0,Nhân văn,72202,"Ngôn ngữ, văn học và văn hóa nước ngoài",HQT02,Ngôn ngữ Anh,THPTQG - Thang 40,D01,35.99,Tốt nghiệp THPT; Điểm môn tiêu chí phụ: >=9.6; Tiếng Anh hệ số 2,2023
Miền Bắc,Hà Nội,HQT,DAV,Học Viện Ngoại Giao,Công lập,722.0,Nhân văn,72202,"Ngôn ngữ, văn học và văn hóa nước ngoài",HQT02,Ngôn ngữ Anh,THPTQG - Thang 40,D07,35.99,Tốt nghiệp THPT; Điểm môn tiêu chí phụ: >=9.6; Tiếng Anh hệ số 2,2023
Miền Bắc,Hà Nội,HBT,AJC,Học Viện Báo Chí – Tuyên Truyền,Công lập,732.0,Báo chí và thông tin,73201,Báo chí và truyền thông,602,Báo chí,THPTQG - Thang 40,D78,35.97,Tốt nghiệp THPT,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,731.0,Khoa học xã hội và hành vi,73101,Kinh tế học,7310108,Toán kinh tế,THPTQG - Thang 40,A00,35.95,Tốt nghiệp THPT; Điểm toán x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,731.0,Khoa học xã hội và hành vi,73101,Kinh tế học,7310108,Toán kinh tế,THPTQG - Thang 40,A01,35.95,Tốt nghiệp THPT; Điểm toán x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,731.0,Khoa học xã hội và hành vi,73101,Kinh tế học,7310108,Toán kinh tế,THPTQG - Thang 40,D01,35.95,Tốt nghiệp THPT; Điểm toán x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,731.0,Khoa học xã hội và hành vi,73101,Kinh tế học,7310108,Toán kinh tế,THPTQG - Thang 40,D07,35.95,Tốt nghiệp THPT; Điểm toán x2,2023
Miền Bắc,Hà Nội,QHF,ULIS,Đại Học Ngoại Ngữ – Đại Học Quốc Gia Hà Nội,Công lập,714.0,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140237,Sư phạm Tiếng Hàn Quốc,THPTQG - Thang 40,D01,35.92,"Tốt nghiệp THPT, ngoại ngữ x2",2023
Miền Bắc,Hà Nội,QHF,ULIS,Đại Học Ngoại Ngữ – Đại Học Quốc Gia Hà Nội,Công lập,714.0,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140237,Sư phạm Tiếng Hàn Quốc,THPTQG - Thang 40,D90,35.92,"Tốt nghiệp THPT, ngoại ngữ x2",2023
Miền Bắc,Hà Nội,QHF,ULIS,Đại Học Ngoại Ngữ – Đại Học Quốc Gia Hà Nội,Công lập,714.0,Khoa học giáo dục và đào tạo giáo viên,71402,Đào tạo giáo viên,7140237,Sư phạm Tiếng Hàn Quốc,THPTQG - Thang 40,D78,35.92,"Tốt nghiệp THPT, ngoại ngữ x2",2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,790.0,Khác,-,-,POHE7,Thẩm định giá,THPTQG - Thang 40,A01,35.85,"Tốt nghiệp THPT, tiếng Anh x2",2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,790.0,Khác,-,-,POHE7,Thẩm định giá,THPTQG - Thang 40,D01,35.85,"Tốt nghiệp THPT, tiếng Anh x2",2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,790.0,Khác,-,-,POHE7,Thẩm định giá,THPTQG - Thang 40,D07,35.85,"Tốt nghiệp THPT, tiếng Anh x2",2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,790.0,Khác,-,-,POHE7,Thẩm định giá,THPTQG - Thang 40,D09,35.85,"Tốt nghiệp THPT, tiếng Anh x2",2023
Miền Bắc,Hà Nội,HBT,AJC,Học Viện Báo Chí – Tuyên Truyền,Công lập,732.0,Báo chí và thông tin,73201,Báo chí và truyền thông,608,Báo chí,THPTQG - Thang 40,D78,35.8,Tốt nghiệp THPT; Thang điểm 40,2023
Miền Bắc,Hà Nội,NHF,HANU,Đại Học Hà Nội,Công lập,722.0,Nhân văn,72202,"Ngôn ngữ, văn học và văn hóa nước ngoài",7220204,Ngôn ngữ Trung Quốc,THPTQG - Thang 40,D01,35.75,Tốt nghiệp THPT; Điểm ngoại ngữ x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,781.0,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",EP11,Quản trị khách sạn,THPTQG - Thang 40,A01,35.75,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,781.0,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",EP11,Quản trị khách sạn,THPTQG - Thang 40,D01,35.75,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,781.0,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",EP11,Quản trị khách sạn,THPTQG - Thang 40,D09,35.75,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,781.0,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",EP11,Quản trị khách sạn,THPTQG - Thang 40,D10,35.75,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,HBT,AJC,Học Viện Báo Chí – Tuyên Truyền,Công lập,722.0,Nhân văn,72202,"Ngôn ngữ, văn học và văn hóa nước ngoài",7220201,Ngôn ngữ Anh,THPTQG - Thang 40,D78,35.75,Tốt nghiệp THPT; Thang điểm 40,2023
Miền Bắc,Hà Nội,HBT,AJC,Học Viện Báo Chí – Tuyên Truyền,Công lập,732.0,Báo chí và thông tin,73201,Báo chí và truyền thông,605,Báo chí,THPTQG - Thang 40,D01,35.73,Tốt nghiệp THPT; Thang điểm 40,2023
Miền Bắc,Hà Nội,QHE,VNU - UEB,UEB - Đại Học Kinh Tế – Đại Học Quốc Gia Hà Nội,Công lập,731.0,Khoa học xã hội và hành vi,73101,Kinh tế học,7310106,Kinh tế,THPTQG - Thang 40,A01,35.7,Điểm môn Toán: 8.6; Tốt nghiệp THPT,2023
Miền Bắc,Hà Nội,QHE,VNU - UEB,UEB - Đại Học Kinh Tế – Đại Học Quốc Gia Hà Nội,Công lập,731.0,Khoa học xã hội và hành vi,73101,Kinh tế học,7310106,Kinh tế,THPTQG - Thang 40,D01,35.7,Điểm môn Toán: 8.6; Tốt nghiệp THPT,2023
Miền Bắc,Hà Nội,QHE,VNU - UEB,UEB - Đại Học Kinh Tế – Đại Học Quốc Gia Hà Nội,Công lập,731.0,Khoa học xã hội và hành vi,73101,Kinh tế học,7310106,Kinh tế,THPTQG - Thang 40,D09,35.7,Điểm môn Toán: 8.6; Tốt nghiệp THPT,2023
Miền Bắc,Hà Nội,QHE,VNU - UEB,UEB - Đại Học Kinh Tế – Đại Học Quốc Gia Hà Nội,Công lập,731.0,Khoa học xã hội và hành vi,73101,Kinh tế học,7310106,Kinh tế,THPTQG - Thang 40,D10,35.7,Điểm môn Toán: 8.6; Tốt nghiệp THPT,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,781.0,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",POHE1,Quản trị khách sạn,THPTQG - Thang 40,A00,35.65,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,781.0,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",POHE1,Quản trị khách sạn,THPTQG - Thang 40,A01,35.65,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,781.0,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",POHE1,Quản trị khách sạn,THPTQG - Thang 40,D01,35.65,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,781.0,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",POHE1,Quản trị khách sạn,THPTQG - Thang 40,D07,35.65,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,781.0,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,POHE2,Quản trị dịch vụ du lịch và lữ hành,THPTQG - Thang 40,A00,35.65,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,781.0,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,POHE2,Quản trị dịch vụ du lịch và lữ hành,THPTQG - Thang 40,A01,35.65,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,781.0,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,POHE2,Quản trị dịch vụ du lịch và lữ hành,THPTQG - Thang 40,D01,35.65,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,781.0,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78101,Du lịch,POHE2,Quản trị dịch vụ du lịch và lữ hành,THPTQG - Thang 40,D07,35.65,Tốt nghiệp THPT; Tiếng Anh x2,2023
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh doanh và quản lý,73401,Kinh doanh,POHE6,Quản lý thị trường,THPTQG - Thang 40,A01,35.65,"Tốt nghiệp THPT, Tiếng Anh x2",2023
