Khu vực,Tỉnh/ Thành phố,Mã trường xét tuyển,Mã Trường,Tên Trường,Loại đơn vị,Mã nhóm ngành,Nhóm ngành,Mã phân ngành,Phân ngành,Mã xét tuyển,Tên Ngành,Loại điểm,Tổ hợp,Điểm chuẩn,Ghi chú,Năm
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Tài chính - Ngân hàng - Bảo hiểm,73401,Tài chính - Ngân hàng,7340201,Tài chính - Ngân hàng,THPTQG,D01,27.3,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Tài chính - Ngân hàng - Bảo hiểm,73401,Tài chính - Ngân hàng,7340201,Tài chính - Ngân hàng,THPTQG,D07,27.3,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Tài chính - Ngân hàng - Bảo hiểm,73401,Bảo hiểm,7340204,Bảo hiểm,THPTQG,A00,26.71,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Tài chính - Ngân hàng - Bảo hiểm,73401,Bảo hiểm,7340204,Bảo hiểm,THPTQG,A01,26.71,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Tài chính - Ngân hàng - Bảo hiểm,73401,Bảo hiểm,7340204,Bảo hiểm,THPTQG,D01,26.71,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Tài chính - Ngân hàng - Bảo hiểm,73401,Bảo hiểm,7340204,Bảo hiểm,THPTQG,D07,26.71,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kế toán - Kiểm toán,73401,Kế toán,7340301,Kế toán,THPTQG,A00,27.29,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kế toán - Kiểm toán,73401,Kế toán,7340301,Kế toán,THPTQG,A01,27.29,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kế toán - Kiểm toán,73401,Kế toán,7340301,Kế toán,THPTQG,D01,27.29,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kế toán - Kiểm toán,73401,Kế toán,7340301,Kế toán,THPTQG,D07,27.29,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kế toán - Kiểm toán,73401,Kiểm toán,7340302,Kiểm toán,THPTQG,A00,27.79,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kế toán - Kiểm toán,73401,Kiểm toán,7340302,Kiểm toán,THPTQG,A01,27.79,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kế toán - Kiểm toán,73401,Kiểm toán,7340302,Kiểm toán,THPTQG,D01,27.79,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kế toán - Kiểm toán,73401,Kiểm toán,7340302,Kiểm toán,THPTQG,D07,27.79,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh tế - Quản trị kinh doanh - Thương Mại,73401,Khoa học quản lý,7340401,Khoa học quản lý,THPTQG,A00,27.1,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh tế - Quản trị kinh doanh - Thương Mại,73401,Khoa học quản lý,7340401,Khoa học quản lý,THPTQG,A01,27.1,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh tế - Quản trị kinh doanh - Thương Mại,73401,Khoa học quản lý,7340401,Khoa học quản lý,THPTQG,D01,27.1,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh tế - Quản trị kinh doanh - Thương Mại,73401,Khoa học quản lý,7340401,Khoa học quản lý,THPTQG,D07,27.1,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Văn hóa - Chính trị - Khoa học Xã hội,73401,"Quản lý công, nhà nước",7340403,Quản lý công,THPTQG,A00,26.96,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Văn hóa - Chính trị - Khoa học Xã hội,73401,"Quản lý công, nhà nước",7340403,Quản lý công,THPTQG,A01,26.96,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Văn hóa - Chính trị - Khoa học Xã hội,73401,"Quản lý công, nhà nước",7340403,Quản lý công,THPTQG,D01,26.96,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Văn hóa - Chính trị - Khoa học Xã hội,73401,"Quản lý công, nhà nước",7340403,Quản lý công,THPTQG,D07,26.96,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Nhân sự - Hành chính,73401,Quản trị nhân lực,7340404,Quản trị nhân lực,THPTQG,A00,27.25,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Nhân sự - Hành chính,73401,Quản trị nhân lực,7340404,Quản trị nhân lực,THPTQG,A01,27.25,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Nhân sự - Hành chính,73401,Quản trị nhân lực,7340404,Quản trị nhân lực,THPTQG,D01,27.25,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Nhân sự - Hành chính,73401,Quản trị nhân lực,7340404,Quản trị nhân lực,THPTQG,D07,27.25,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh tế - Quản trị kinh doanh - Thương Mại,73401,Hệ thống thông tin quản lý,7340405,Hệ thống thông tin quản lý,THPTQG - Thang 40,A00,36.36,Môn Toán hệ số 2,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh tế - Quản trị kinh doanh - Thương Mại,73401,Hệ thống thông tin quản lý,7340405,Hệ thống thông tin quản lý,THPTQG - Thang 40,A01,36.36,Môn Toán hệ số 2,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh tế - Quản trị kinh doanh - Thương Mại,73401,Hệ thống thông tin quản lý,7340405,Hệ thống thông tin quản lý,THPTQG - Thang 40,D01,36.36,Môn Toán hệ số 2,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh tế - Quản trị kinh doanh - Thương Mại,73401,Hệ thống thông tin quản lý,7340405,Hệ thống thông tin quản lý,THPTQG - Thang 40,D07,36.36,Môn Toán hệ số 2,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh tế - Quản trị kinh doanh - Thương Mại,73401,"Quản lý, quản trị",7340409,Quản lý dự án,THPTQG,A00,27.15,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh tế - Quản trị kinh doanh - Thương Mại,73401,"Quản lý, quản trị",7340409,Quản lý dự án,THPTQG,A01,27.15,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh tế - Quản trị kinh doanh - Thương Mại,73401,"Quản lý, quản trị",7340409,Quản lý dự án,THPTQG,D01,27.15,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh tế - Quản trị kinh doanh - Thương Mại,73401,"Quản lý, quản trị",7340409,Quản lý dự án,THPTQG,D07,27.15,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Công an - Quân đội,73401,Luật,7380101,Luật,THPTQG,A00,26.91,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Công an - Quân đội,73401,Luật,7380101,Luật,THPTQG,A01,26.91,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Công an - Quân đội,73401,Luật,7380101,Luật,THPTQG,D01,26.91,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Công an - Quân đội,73401,Luật,7380101,Luật,THPTQG,D07,26.91,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Báo chí - Marketing - Quảng cáo - PR,73401,Truyền thông Marketing,7380107,Luật kinh tế,THPTQG,A00,27.05,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Báo chí - Marketing - Quảng cáo - PR,73401,Truyền thông Marketing,7380107,Luật kinh tế,THPTQG,A01,27.05,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Báo chí - Marketing - Quảng cáo - PR,73401,Truyền thông Marketing,7380107,Luật kinh tế,THPTQG,D01,27.05,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Báo chí - Marketing - Quảng cáo - PR,73401,Truyền thông Marketing,7380107,Luật kinh tế,THPTQG,D07,27.05,,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Công nghệ thông tin - Tin học,73401,Khoa học Máy tính,7480101,Khoa học máy tính,THPTQG - Thang 40,A00,35.55,Môn Toán hệ số 2,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Công nghệ thông tin - Tin học,73401,Khoa học Máy tính,7480101,Khoa học máy tính,THPTQG - Thang 40,A01,35.55,Môn Toán hệ số 2,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Công nghệ thông tin - Tin học,73401,Khoa học Máy tính,7480101,Khoa học máy tính,THPTQG - Thang 40,D01,35.55,Môn Toán hệ số 2,2024
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Công nghệ thông tin - Tin học,73401,Khoa học Máy tính,7480101,Khoa học máy tính,THPTQG - Thang 40,D07,35.55,Môn Toán hệ số 2,2024
