Khu vực,Tỉnh/ Thành phố,Mã trường xét tuyển,Mã Trường,Tên Trường,Loại đơn vị,Mã nhóm ngành,Nhóm ngành,Mã phân ngành,Phân ngành,Mã xét tuyển,Tên Ngành,Loại điểm,Tổ hợp,Điểm chuẩn,Ghi chú,Năm
Miền Nam,Hồ Chí Minh,DTT,TDTU,Đại Học Tôn Đức Thắng,Công lập,734.0,Kinh doanh và quản lý,73401,Kinh doanh,7340115,Marketing,THPTQG - Thang 40,D01,36.9,"Điểm TN THPTA00: Toán nhân hệ số 2A01, D01: Anh nhân hệ số 2",2021
Miền Bắc,Hà Nội,HQT,DAV,Học Viện Ngoại Giao,Công lập,722.0,Nhân văn,72202,"Ngôn ngữ, văn học và văn hóa nước ngoài",7220201,Ngôn ngữ Anh,THPTQG - Thang 40,D01,36.9,Điểm thi TN THPT,2021
Miền Bắc,Hà Nội,HBT,AJC,Học Viện Báo Chí – Tuyên Truyền,Công lập,731.0,Khoa học xã hội và hành vi,73102,Khoa học chính trị,611,Quan hệ quốc tế,THPTQG - Thang 40,D78,36.85,Thang 40. Điểm thi TN THPTQuan hệ chính trị và Truyền thông Quốc tế,2021
Miền Bắc,Hà Nội,QHF,ULIS,Đại Học Ngoại Ngữ – Đại Học Quốc Gia Hà Nội,Công lập,722.0,Nhân văn,72202,"Ngôn ngữ, văn học và văn hóa nước ngoài",7220210,Ngôn ngữ Hàn Quốc,THPTQG - Thang 40,D01,36.83,Chất lượng caoĐiểm thi TN THPT (môn ngoại ngữ nhân hệ số 2),2021
Miền Bắc,Hà Nội,QHF,ULIS,Đại Học Ngoại Ngữ – Đại Học Quốc Gia Hà Nội,Công lập,722.0,Nhân văn,72202,"Ngôn ngữ, văn học và văn hóa nước ngoài",7220210,Ngôn ngữ Hàn Quốc,THPTQG - Thang 40,D90,36.83,Chất lượng caoĐiểm thi TN THPT (môn ngoại ngữ nhân hệ số 2),2021
Miền Bắc,Hà Nội,QHF,ULIS,Đại Học Ngoại Ngữ – Đại Học Quốc Gia Hà Nội,Công lập,722.0,Nhân văn,72202,"Ngôn ngữ, văn học và văn hóa nước ngoài",7220210,Ngôn ngữ Hàn Quốc,THPTQG - Thang 40,D78,36.83,Chất lượng caoĐiểm thi TN THPT (môn ngoại ngữ nhân hệ số 2),2021
Miền Bắc,Hà Nội,HBT,AJC,Học Viện Báo Chí – Tuyên Truyền,Công lập,732.0,Báo chí và thông tin,73201,Báo chí và truyền thông,615,Quan hệ công chúng,THPTQG - Thang 40,D01,36.82,Thang 40. Điểm thi TN THPTQuan hệ công chúng chuyên nghiệp,2021
Miền Bắc,Hà Nội,HBT,AJC,Học Viện Báo Chí – Tuyên Truyền,Công lập,732.0,Báo chí và thông tin,73201,Báo chí và truyền thông,7320110,Quảng cáo,THPTQG - Thang 40,D78,36.8,Điểm thi TN THPT,2021
Miền Bắc,Hà Nội,NHF,HANU,Đại Học Hà Nội,Công lập,722.0,Nhân văn,72202,"Ngôn ngữ, văn học và văn hóa nước ngoài",7220201,Ngôn ngữ Anh,THPTQG - Thang 40,D01,36.75,Điểm thi TN THPT,2021
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,790.0,Khác,-,-,POHE,Các chương trình định hướng ứng dụng,THPTQG - Thang 40,A01,36.75,tiếng Anh hệ số 2,2021
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,790.0,Khác,-,-,POHE,Các chương trình định hướng ứng dụng,THPTQG - Thang 40,D01,36.75,tiếng Anh hệ số 2,2021
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,790.0,Khác,-,-,POHE,Các chương trình định hướng ứng dụng,THPTQG - Thang 40,D07,36.75,tiếng Anh hệ số 2,2021
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,790.0,Khác,-,-,POHE,Các chương trình định hướng ứng dụng,THPTQG - Thang 40,D09,36.75,tiếng Anh hệ số 2,2021
Miền Bắc,Hà Nội,NTH,FTU,Đại Học Ngoại Thương (Cơ sở phía Bắc),Công lập,722.0,Nhân văn,72202,"Ngôn ngữ, văn học và văn hóa nước ngoài",NTH05,Ngôn ngữ Pháp,THPTQG - Thang 40,D01,36.75,Điểm thi TN THPT (môn ngoại ngữ nhân hệ số 2).\nTổ hợp D03 chênh lệch giảm 2 điểm,2021
Miền Bắc,Hà Nội,HBT,AJC,Học Viện Báo Chí – Tuyên Truyền,Công lập,722.0,Nhân văn,72202,"Ngôn ngữ, văn học và văn hóa nước ngoài",7220201,Ngôn ngữ Anh,THPTQG - Thang 40,D78,36.65,Điểm thi TN THPT,2021
Miền Bắc,Hà Nội,HBT,AJC,Học Viện Báo Chí – Tuyên Truyền,Công lập,722.0,Nhân văn,72202,"Ngôn ngữ, văn học và văn hóa nước ngoài",7220201,Ngôn ngữ Anh,THPTQG - Thang 40,D72,36.65,Điểm thi TN THPT,2021
Miền Bắc,Hà Nội,NHF,HANU,Đại Học Hà Nội,Công lập,734.0,Kinh doanh và quản lý,73401,Kinh doanh,7340115,Marketing,THPTQG - Thang 40,D01,36.63,Điểm thi TN THPT (dạy bằng tiếng anh),2021
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,781.0,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",EP11,Quản trị khách sạn,THPTQG - Thang 40,A01,36.6,tiếng Anh hệ số 2,2021
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,781.0,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",EP11,Quản trị khách sạn,THPTQG - Thang 40,D01,36.6,tiếng Anh hệ số 2,2021
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,781.0,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",EP11,Quản trị khách sạn,THPTQG - Thang 40,D09,36.6,tiếng Anh hệ số 2,2021
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,781.0,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",78102,"Khách sạn, nhà hàng",EP11,Quản trị khách sạn,THPTQG - Thang 40,D10,36.6,tiếng Anh hệ số 2,2021
Miền Bắc,Hà Nội,QHF,ULIS,Đại Học Ngoại Ngữ – Đại Học Quốc Gia Hà Nội,Công lập,722.0,Nhân văn,72202,"Ngôn ngữ, văn học và văn hóa nước ngoài",7220209,Ngôn ngữ Nhật,THPTQG - Thang 40,D01,36.53,Chất lượng caoĐiểm thi TN THPT (môn ngoại ngữ nhân hệ số 2),2021
Miền Bắc,Hà Nội,QHF,ULIS,Đại Học Ngoại Ngữ – Đại Học Quốc Gia Hà Nội,Công lập,722.0,Nhân văn,72202,"Ngôn ngữ, văn học và văn hóa nước ngoài",7220209,Ngôn ngữ Nhật,THPTQG - Thang 40,D90,36.53,Chất lượng caoĐiểm thi TN THPT (môn ngoại ngữ nhân hệ số 2),2021
Miền Bắc,Hà Nội,QHF,ULIS,Đại Học Ngoại Ngữ – Đại Học Quốc Gia Hà Nội,Công lập,722.0,Nhân văn,72202,"Ngôn ngữ, văn học và văn hóa nước ngoài",7220209,Ngôn ngữ Nhật,THPTQG - Thang 40,D78,36.53,Chất lượng caoĐiểm thi TN THPT (môn ngoại ngữ nhân hệ số 2),2021
Miền Bắc,Hà Nội,QHE,VNU - UEB,UEB - Đại Học Kinh Tế – Đại Học Quốc Gia Hà Nội,Công lập,731.0,Khoa học xã hội và hành vi,73101,Kinh tế học,QHE43,Kinh tế,THPTQG - Thang 40,A01,36.53,Điểm thi TN THPT ( thang điểm 40 - với toán 8 từ NV1) - CTĐT CLC,2021
Miền Bắc,Hà Nội,QHE,VNU - UEB,UEB - Đại Học Kinh Tế – Đại Học Quốc Gia Hà Nội,Công lập,731.0,Khoa học xã hội và hành vi,73101,Kinh tế học,QHE43,Kinh tế,THPTQG - Thang 40,D01,36.53,Điểm thi TN THPT ( thang điểm 40 - với toán 8 từ NV1) - CTĐT CLC,2021
Miền Bắc,Hà Nội,QHE,VNU - UEB,UEB - Đại Học Kinh Tế – Đại Học Quốc Gia Hà Nội,Công lập,731.0,Khoa học xã hội và hành vi,73101,Kinh tế học,QHE43,Kinh tế,THPTQG - Thang 40,D09,36.53,Điểm thi TN THPT ( thang điểm 40 - với toán 8 từ NV1) - CTĐT CLC,2021
Miền Bắc,Hà Nội,QHE,VNU - UEB,UEB - Đại Học Kinh Tế – Đại Học Quốc Gia Hà Nội,Công lập,731.0,Khoa học xã hội và hành vi,73101,Kinh tế học,QHE43,Kinh tế,THPTQG - Thang 40,D10,36.53,Điểm thi TN THPT ( thang điểm 40 - với toán 8 từ NV1) - CTĐT CLC,2021
Miền Bắc,Hà Nội,HBT,AJC,Học Viện Báo Chí – Tuyên Truyền,Công lập,732.0,Báo chí và thông tin,73201,Báo chí và truyền thông,7320107,Truyền thông quốc tế,THPTQG - Thang 40,D01,36.51,Điểm thi TN THPT,2021
Miền Bắc,Hà Nội,NHF,HANU,Đại Học Hà Nội,Công lập,722.0,Nhân văn,72202,"Ngôn ngữ, văn học và văn hóa nước ngoài",7220210 CLC,Ngôn ngữ Hàn Quốc,THPTQG - Thang 40,D01,36.47,Điểm thi TN THPT,2021
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh doanh và quản lý,73490,Kinh doanh và quản lý - Khác,EP01,Khởi nghiệp và phát triển kinh doanh,THPTQG - Thang 40,A01,36.45,tiếng Anh hệ số 2,2021
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh doanh và quản lý,73490,Kinh doanh và quản lý - Khác,EP01,Khởi nghiệp và phát triển kinh doanh,THPTQG - Thang 40,D01,36.45,tiếng Anh hệ số 2,2021
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh doanh và quản lý,73490,Kinh doanh và quản lý - Khác,EP01,Khởi nghiệp và phát triển kinh doanh,THPTQG - Thang 40,D07,36.45,tiếng Anh hệ số 2,2021
Miền Bắc,Hà Nội,KHA,NEU,Đại Học Kinh Tế Quốc Dân,Công lập,734.0,Kinh doanh và quản lý,73490,Kinh doanh và quản lý - Khác,EP01,Khởi nghiệp và phát triển kinh doanh,THPTQG - Thang 40,D09,36.45,tiếng Anh hệ số 2,2021
Miền Bắc,Hà Nội,NHF,HANU,Đại Học Hà Nội,Công lập,722.0,Nhân văn,72202,"Ngôn ngữ, văn học và văn hóa nước ngoài",7220209,Ngôn ngữ Nhật,THPTQG - Thang 40,D01,36.43,Điểm thi TN THPT,2021
Miền Bắc,Hà Nội,NHF,HANU,Đại Học Hà Nội,Công lập,722.0,Nhân văn,72202,"Ngôn ngữ, văn học và văn hóa nước ngoài",7220204 CLC,Ngôn ngữ Trung Quốc,THPTQG - Thang 40,D01,36.42,Điểm thi TN THPT,2021
Miền Bắc,Hà Nội,HBT,AJC,Học Viện Báo Chí – Tuyên Truyền,Công lập,732.0,Báo chí và thông tin,73201,Báo chí và truyền thông,616,Quan hệ công chúng,THPTQG - Thang 40,D01,36.32,Thang 40. Điểm thi TN THPTTruyền thông Marketing (CLC),2021
Miền Bắc,Hà Nội,HBT,AJC,Học Viện Báo Chí – Tuyên Truyền,Công lập,732.0,Báo chí và thông tin,73201,Báo chí và truyền thông,615,Quan hệ công chúng,THPTQG - Thang 40,D72,36.32,Thang 40. Điểm thi TN THPTQuan hệ công chúng chuyên nghiệp,2021
Miền Nam,Hồ Chí Minh,DTT,TDTU,Đại Học Tôn Đức Thắng,Công lập,734.0,Kinh doanh và quản lý,73401,Kinh doanh,7340120,Kinh doanh quốc tế,THPTQG - Thang 40,A00,36.3,"Điểm TN THPTA00: Toán nhân hệ số 2A01, D01: Anh nhân hệ số 2",2021
Miền Nam,Hồ Chí Minh,DTT,TDTU,Đại Học Tôn Đức Thắng,Công lập,734.0,Kinh doanh và quản lý,73401,Kinh doanh,7340120,Kinh doanh quốc tế,THPTQG - Thang 40,A01,36.3,"Điểm TN THPTA00: Toán nhân hệ số 2A01, D01: Anh nhân hệ số 2",2021
Miền Nam,Hồ Chí Minh,DTT,TDTU,Đại Học Tôn Đức Thắng,Công lập,734.0,Kinh doanh và quản lý,73401,Kinh doanh,7340120,Kinh doanh quốc tế,THPTQG - Thang 40,D01,36.3,"Điểm TN THPTA00: Toán nhân hệ số 2A01, D01: Anh nhân hệ số 2",2021
Miền Bắc,Hà Nội,HBT,AJC,Học Viện Báo Chí – Tuyên Truyền,Công lập,732.0,Báo chí và thông tin,73201,Báo chí và truyền thông,7320110,Quảng cáo,THPTQG - Thang 40,D01,36.3,Điểm thi TN THPT,2021
Miền Bắc,Hà Nội,HTC,AOF,Học Viện Tài Chính,Công lập,751.0,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,7340201C06,Hải quan & Logistics,THPTQG - Thang 40,A01,36.22,Điểm thi TN THPTĐiểm môn Toán: 8.4NV1-2,2021
Miền Bắc,Hà Nội,HTC,AOF,Học Viện Tài Chính,Công lập,751.0,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,7340201C06,Hải quan & Logistics,THPTQG - Thang 40,D01,36.22,Điểm thi TN THPTĐiểm môn Toán: 8.4NV1-2,2021
