SBD,Sở GD,Toán,Văn,Sử,Địa,Lí,Hóa,Sinh,Ngoại ngữ,GDCD,Năm thi
2014638,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,5.75,,,5.75,6.0,6.25,6.4,,2023
2014639,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,7.25,6.25,,,,4.6,9.0,2023
2014640,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.75,6.0,6.25,,,,7.6,9.5,2023
2014641,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,5.75,4.75,6.75,,,,6.8,8.5,2023
2014642,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.75,6.75,6.5,,,,7.2,8.75,2023
2014643,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.75,,,3.75,5.75,6.0,7.8,,2023
2014644,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.8,6.0,3.5,4.75,,,,4.4,6.5,2023
2014645,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,,,7.25,6.5,7.0,8.6,,2023
2014646,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.0,,,7.0,6.75,7.0,7.4,,2023
2014647,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,4.5,5.5,5.0,,,,4.2,8.0,2023
2014648,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,5.75,,,8.5,8.75,7.25,7.0,,2023
2014649,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,4.5,,,7.75,7.0,7.75,7.4,,2023
2014650,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.0,,,6.5,5.0,7.5,6.8,,2023
2014651,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.5,,,3.25,5.75,6.25,4.8,,2023
2014652,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.0,,,6.75,6.5,7.75,9.4,,2023
2014653,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.5,,,6.75,6.0,5.5,7.0,,2023
2014654,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.0,,,5.5,3.0,6.25,8.2,,2023
2014655,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.0,,,3.75,7.75,7.5,4.0,,2023
2014656,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,8.5,,,7.0,7.0,8.0,8.6,,2023
2014657,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.5,6.0,6.75,,,,6.4,8.5,2023
2014658,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,4.25,,,7.25,4.5,4.25,6.8,,2023
2014659,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.5,,,8.0,4.5,6.75,8.0,,2023
2014660,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.0,,,6.75,8.75,7.75,7.0,,2023
2014661,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.5,,,5.0,5.75,6.25,8.8,,2023
2014662,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,,,5.75,3.75,6.25,8.8,,2023
2014663,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.25,,,6.25,7.25,7.0,8.4,,2023
2014664,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5.75,,,4.25,5.5,6.0,8.2,,2023
2014665,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.5,,,7.75,7.75,6.5,5.2,,2023
2014666,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,,,6.25,8.5,8.25,7.8,,2023
2014667,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.0,,,7.0,8.75,8.0,,,2023
2014668,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.25,,,8.0,7.75,7.25,7.6,,2023
2014669,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.75,,,5.25,6.5,4.75,4.4,,2023
2014670,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,5.25,6.75,5.75,,,,6.0,8.25,2023
2014671,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6.5,9.0,7.75,,,,4.2,9.75,2023
2014672,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,8.75,5.5,7.0,,,,7.8,9.25,2023
2014673,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.0,,,7.5,5.0,5.75,5.4,,2023
2014674,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,,,7.75,9.5,7.25,7.8,,2023
2014675,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,6.25,7.25,7.0,7.6,,2023
2014676,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.25,,,7.5,8.25,8.0,8.0,,2023
2014677,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.0,,,7.25,7.25,6.25,8.2,,2023
2014678,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,4.5,5.25,6.5,,,,8.0,9.25,2023
2014679,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.25,,,8.25,8.75,8.25,8.4,,2023
2014680,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,5.5,,,5.0,6.75,8.0,8.2,,2023
2014681,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,5.25,,,6.75,5.0,4.0,6.6,,2023
2014682,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,,,8.25,7.25,7.0,6.6,,2023
2014683,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.0,,,5.5,4.0,5.5,6.0,,2023
2014684,Sở GD&ĐT Thành Phố Hồ Chí Minh,,,,,,,,,,2023
2014685,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,5.25,4.75,6.75,,,,5.0,10.0,2023
2014686,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.5,,,6.0,6.75,4.5,6.8,,2023
2014687,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.25,,,5.75,5.25,5.25,8.0,,2023
2014688,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,3.75,,,8.0,5.5,5.5,9.0,,2023
2014689,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,6.25,,,7.5,5.5,6.5,9.6,,2023
2014690,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.0,,,6.0,7.0,6.75,6.0,,2023
2014691,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,5.25,,,8.0,6.75,7.5,7.0,,2023
2014692,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,7.5,7.5,7.25,5.6,,2023
2014693,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.0,,,6.75,7.25,7.0,6.6,,2023
2014694,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.75,,,5.5,6.75,6.5,6.6,,2023
2014695,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,,,5.0,6.5,6.25,8.6,,2023
2014696,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,5.25,6.75,,,,7.0,9.5,2023
2014697,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,,,8.25,8.25,7.5,6.0,,2023
2014698,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,7.0,4.75,4.5,,,,3.4,9.25,2023
2014699,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.0,,,8.75,8.0,6.0,8.2,,2023
2014700,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,7.0,,,6.25,8.5,8.0,7.2,,2023
2014701,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.75,,,7.0,6.5,8.25,8.4,,2023
2014702,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,,,8.5,5.5,7.25,9.2,,2023
2014703,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,6.25,5.75,7.75,9.2,,2023
2014704,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,,,7.5,6.25,7.0,7.6,,2023
2014705,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,7.5,7.0,,,,9.2,9.0,2023
2014706,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,4.5,5.25,6.0,,,,6.4,8.75,2023
2014707,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.0,,,8.0,7.25,6.25,8.0,,2023
2014708,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,4.5,6.75,6.75,4.4,,2023
2014709,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,4.5,7.0,4.75,,,,9.0,7.5,2023
2014710,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.5,,,4.0,6.0,7.0,6.6,,2023
2014711,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.0,,,8.75,6.75,8.5,7.0,,2023
2014712,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.0,,,8.0,6.5,5.25,6.4,,2023
2014713,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,7.25,,,5.5,5.25,5.75,5.8,,2023
2014714,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,,,6.75,8.0,7.0,9.0,,2023
2014715,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.0,7.75,6.75,,,,7.2,9.0,2023
2014716,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.8,6.0,5.25,4.5,,,,5.4,8.5,2023
2014717,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,4.75,,,6.5,6.25,5.5,7.6,,2023
2014718,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,,,5.25,7.0,8.0,7.4,,2023
2014719,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.75,6.75,8.25,,,,6.2,9.75,2023
2014720,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.0,,,7.0,7.5,5.25,7.0,,2023
2014721,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.0,5.25,6.0,,,,7.8,8.5,2023
2014722,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.0,,,6.75,7.0,7.0,8.8,,2023
2014723,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.0,,,8.0,6.25,7.75,8.8,,2023
2014724,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.5,,,5.25,5.5,7.0,5.8,,2023
2014725,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,,,5.25,7.0,4.5,5.4,,2023
2014726,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.75,,,5.0,6.5,6.0,6.2,,2023
2014727,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,5.0,,,3.5,6.0,4.75,5.4,,2023
2014728,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.5,6.75,5.75,,,,6.6,8.0,2023
2014729,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,6.0,7.25,7.0,,,,7.6,9.5,2023
2014730,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.4,4.25,,,5.5,3.25,2.75,8.6,,2023
2014731,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.25,,,6.25,7.0,6.5,4.8,,2023
2014732,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,5.25,6.5,6.75,,,,8.2,9.5,2023
2014733,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.25,,,8.0,6.75,7.5,9.2,,2023
2014734,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.5,,,4.25,6.5,5.5,7.4,,2023
2014735,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,6.0,,,5.0,5.5,8.0,5.6,,2023
2014736,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,4.25,,,5.0,6.25,7.0,5.4,,2023
2014737,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.25,,,4.5,8.25,6.75,6.4,,2023
2014738,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.25,,,8.0,6.25,6.25,9.2,,2023
2014739,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.0,7.25,6.0,4.5,,,,5.2,9.0,2023
2014740,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.75,,,8.5,8.25,7.25,8.4,,2023
2014741,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,5.5,,,7.25,5.0,6.25,7.8,,2023
2014742,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5.25,6.25,4.75,,,,8.0,8.75,2023
2014743,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.0,,,4.75,6.0,6.75,4.8,,2023
2014744,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5.75,,,8.75,6.75,7.0,8.4,,2023
2014745,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,5.75,,,7.5,6.5,6.75,5.4,,2023
2014746,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,5.5,5.25,6.5,,,,7.0,8.5,2023
2014747,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.25,,,6.25,8.5,7.25,7.4,,2023
2014748,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.5,,,5.0,8.75,8.0,8.2,,2023
2014749,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.0,5.25,7.0,,,,5.8,7.5,2023
2014750,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.0,7.0,6.25,,,,6.2,8.75,2023
2014751,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.75,,,6.0,6.25,8.75,6.8,,2023
2014752,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.75,,,6.25,5.5,5.75,4.2,,2023
2014753,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.5,,,7.5,8.0,6.75,6.8,,2023
2014754,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,7.0,7.0,,,,7.4,9.25,2023
2014755,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.25,,,6.0,6.75,7.5,8.6,,2023
2014756,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.0,,,6.5,5.25,6.5,9.6,,2023
2014757,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.5,,,5.75,5.5,7.5,7.2,,2023
2014758,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,5.75,,,6.25,6.0,6.25,8.0,,2023
2014759,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.25,8.25,6.5,,,,7.8,8.75,2023
2014760,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.5,,,8.75,8.25,8.0,8.0,,2023
2014761,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.0,,,5.5,4.0,5.75,8.2,,2023
2014762,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.0,,,6.25,5.25,5.75,9.0,,2023
2014763,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.0,6.75,5.75,,,,4.0,9.25,2023
2014764,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.25,,,6.75,7.25,8.5,5.4,,2023
2014765,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.5,,,8.25,6.75,5.5,8.8,,2023
2014766,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.25,,,5.75,9.0,7.0,8.6,,2023
2014767,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.0,,,6.75,7.25,7.0,8.0,,2023
2014768,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.0,,,7.0,8.0,7.0,3.2,,2023
2014769,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,4.5,,,6.25,7.75,5.75,6.6,,2023
2014770,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.0,,,7.5,7.5,6.75,6.6,,2023
2014771,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,5.5,,,3.75,5.5,4.75,5.4,,2023
2014772,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,5.75,6.75,7.5,5.4,,2023
2014773,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,6.0,,,6.0,5.0,5.5,6.6,,2023
2014774,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.75,,,5.75,5.25,5.25,6.6,,2023
2014775,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.0,,,7.75,7.5,8.5,8.8,,2023
2014776,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.0,,,5.0,6.5,7.25,8.2,,2023
2014777,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.75,,,6.25,6.75,4.75,4.0,,2023
2014778,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,4.5,8.0,7.25,,,,7.6,9.25,2023
2014779,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.75,8.75,8.75,,,,5.8,9.75,2023
2014780,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,5.5,,,7.5,7.5,6.25,6.6,,2023
2014781,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,5.25,4.5,5.5,,,,6.2,8.5,2023
2014782,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,8.25,9.0,8.0,,,,8.0,9.0,2023
2014783,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.25,7.0,7.75,,,,8.8,9.75,2023
2014784,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,5.0,,,5.5,5.25,5.25,7.6,,2023
2014785,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.0,,,8.75,7.0,7.0,9.2,,2023
2014786,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.5,4.75,6.75,,,,4.4,7.5,2023
2014787,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,8.25,5.5,5.0,,,,4.4,8.25,2023
2014788,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.0,,,7.0,8.5,4.75,7.4,,2023
2014789,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.75,,,4.75,7.75,7.75,6.8,,2023
2014790,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,6.75,9.25,7.5,7.8,,2023
2014791,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.0,,,5.5,6.75,6.25,8.0,,2023
2014792,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.75,,,7.75,8.0,7.75,5.2,,2023
2014793,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,5.25,6.0,6.25,7.6,,2023
2014794,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.6,6.25,5.5,6.0,,,,6.4,9.0,2023
2014795,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,5.5,5.5,3.25,,,,5.4,9.0,2023
2014796,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.75,6.75,5.75,,,,6.2,9.5,2023
2014797,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.75,,,4.5,6.0,7.0,5.2,,2023
2014798,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.75,,,5.5,7.0,5.75,8.0,,2023
2014799,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.75,,,7.25,6.5,7.5,8.4,,2023
2014800,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,6.25,6.75,,,,7.8,8.25,2023
2014801,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,6.0,,,5.25,7.25,6.75,5.6,,2023
2014802,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.5,6.5,7.0,,,,4.0,8.0,2023
2014803,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.0,,,7.5,3.25,5.75,8.6,,2023
2014804,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6.5,4.75,7.0,,,,8.4,9.0,2023
2014805,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,8.0,,,8.0,8.25,8.5,8.6,,2023
2014806,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,8.25,,,5.25,7.25,6.5,5.2,,2023
2014807,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,,,5.0,7.25,6.75,5.0,,2023
2014808,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,,,2.25,8.75,8.25,2.6,,2023
2014809,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.0,,,8.0,7.0,7.5,2.8,,2023
2014810,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,4.75,,,7.75,7.0,4.5,5.8,,2023
2014811,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.75,,,7.5,8.25,8.25,7.4,,2023
2014812,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.0,,,7.0,6.0,6.5,5.8,,2023
2014813,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.0,,,5.25,7.75,7.25,7.0,,2023
2014814,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.0,,,8.0,6.5,6.75,8.6,,2023
2014815,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.0,,,7.0,7.25,7.5,6.6,,2023
2014816,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,5.0,,,6.25,6.5,5.75,2.4,,2023
2014817,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,,,6.25,5.25,6.5,6.6,,2023
2014818,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.75,,,5.0,5.0,3.5,5.6,,2023
2014819,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.0,,,5.25,7.75,7.5,,,2023
2014820,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,,,6.5,5.5,7.5,7.4,,2023
2014821,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,7.0,,,5.25,6.75,5.75,8.2,,2023
2014822,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,8.5,7.75,6.0,7.2,,2023
2014823,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.75,,,7.25,8.5,8.5,9.4,,2023
2014824,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.0,,,4.25,4.0,5.5,5.2,,2023
2014825,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,,,8.5,8.25,7.25,9.6,,2023
2014826,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,,,8.5,7.0,7.0,9.6,,2023
2014827,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,8.5,,,5.75,7.5,6.5,8.4,,2023
2014828,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.8,6.25,,,4.0,5.75,5.75,4.2,,2023
2014829,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.0,,,7.75,7.25,6.5,7.8,,2023
2014830,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,,,5.5,5.0,5.0,8.4,,2023
2014831,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6.25,,,3.25,4.5,4.75,7.4,,2023
2014832,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,6.75,,,5.25,7.25,6.75,6.4,,2023
2014833,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.75,,,5.25,7.0,5.5,3.6,,2023
2014834,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.75,,,7.0,7.5,7.5,8.8,,2023
2014835,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.0,,,7.0,6.5,7.25,6.4,,2023
2014836,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.25,,,7.25,4.75,7.0,8.6,,2023
2014837,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,7.25,,,5.5,6.5,6.5,7.6,,2023
2014838,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,5.5,,,4.75,4.25,5.25,7.8,,2023
2014839,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,,,5.5,6.0,6.75,7.4,,2023
2014840,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,4.0,7.5,6.25,7.4,,2023
2014841,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,6.5,6.25,5.5,7.4,,2023
2014842,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.75,,,5.0,8.0,8.25,5.0,,2023
2014843,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,7.25,,,5.5,5.75,4.75,6.0,,2023
2014844,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,,,5.5,5.25,7.0,7.8,,2023
2014845,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.0,,,6.25,5.5,5.25,5.2,,2023
2014846,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.5,,,5.25,7.25,5.0,5.2,,2023
2014847,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,8.0,,,3.5,3.75,4.75,8.0,,2023
2014848,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.75,8.75,7.75,,,,9.0,10.0,2023
2014849,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.0,5.5,7.0,,,,6.2,9.5,2023
2014850,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.25,,,5.5,7.0,7.5,5.0,,2023
2014851,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,6.75,7.0,,,,8.2,9.5,2023
2014852,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,8.0,6.25,5.25,,,,9.0,8.0,2023
2014853,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,7.5,6.75,,,,7.4,10.0,2023
2014854,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.0,,,8.75,7.25,7.0,7.6,,2023
2014855,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,7.0,5.0,6.5,,,,5.8,7.75,2023
2014856,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,4.25,,,6.5,6.5,5.75,5.4,,2023
2014857,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.75,8.25,6.5,,,,5.2,9.25,2023
2014858,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,8.0,,,5.5,6.25,6.25,6.4,,2023
2014859,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,5.25,,,5.25,8.5,9.5,,,2023
2014860,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.5,,,6.75,7.75,7.0,7.8,,2023
2014861,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,7.5,7.0,,,,7.4,10.0,2023
2014862,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,3.5,6.75,7.25,4.6,,2023
2014863,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,6.75,,,4.75,6.0,4.5,5.4,,2023
2014864,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.0,4.5,6.25,,,,8.8,9.75,2023
2014865,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,9.25,8.25,,,,7.0,10.0,2023
