SBD,Sở GD,Toán,Văn,Sử,Địa,Lí,Hóa,Sinh,Ngoại ngữ,GDCD,Năm thi
2004800,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.5,,,6.75,7.25,8.75,8.0,,2021
2004801,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,4.0,7.75,,,,9.0,8.75,2021
2004802,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.25,,,6.5,5.0,5.25,8.4,,2021
2004803,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.5,,,7.0,7.5,6.5,9.8,,2021
2004804,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,,,6.0,8.5,8.25,9.8,,2021
2004805,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.5,,,7.25,8.75,10.0,9.6,,2021
2004806,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.75,7.5,7.0,,,,10.0,7.5,2021
2004807,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.75,8.5,8.0,,,,9.8,9.5,2021
2004808,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.0,,,7.0,7.0,7.25,9.8,,2021
2004809,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.75,7.25,7.5,,,,10.0,8.25,2021
2004810,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,,,6.0,7.5,8.0,,,2021
2004811,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.0,,,5.5,8.75,9.75,9.8,,2021
2004812,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.4,6.25,,,7.5,7.5,7.5,9.6,,2021
2004813,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.5,,,7.5,9.0,9.25,,,2021
2004814,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,7.0,,,5.25,8.75,10.0,,,2021
2004815,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,6.75,7.75,,,,9.0,7.5,2021
2004816,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,8.5,6.5,7.5,,,,10.0,9.25,2021
2004817,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,8.25,7.75,8.25,,,,9.8,9.75,2021
2004818,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,6.5,,,6.25,8.25,6.0,9.2,,2021
2004819,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,,,7.25,7.75,5.75,9.4,,2021
2004820,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,5.5,8.5,,,,9.6,7.25,2021
2004822,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.75,,,8.5,7.0,7.0,9.8,,2021
2004823,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.5,,,8.25,9.0,7.5,9.6,,2021
2004824,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.6,6.75,,,9.0,8.75,8.25,9.8,,2021
2004825,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,,,7.75,8.5,6.0,8.0,,2021
2004826,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,,,8.0,6.0,6.75,9.8,,2021
2004827,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.0,,,8.5,7.0,6.5,9.2,,2021
2004828,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.0,,,7.0,6.75,7.75,9.6,,2021
2004829,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.5,,,8.75,6.5,4.75,9.4,,2021
2004830,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,,,8.0,8.5,6.75,9.6,,2021
2004831,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.5,,,6.75,8.75,9.5,,,2021
2004832,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.5,,,7.75,8.0,7.75,9.4,,2021
2004834,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.75,,,8.25,7.5,6.0,10.0,,2021
2004835,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.0,,,7.75,4.0,4.75,9.8,,2021
2004836,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.25,,,7.5,7.5,8.25,10.0,,2021
2004837,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,5.75,,,8.0,8.25,7.25,8.6,,2021
2004839,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.0,,,8.0,6.25,6.25,9.4,,2021
2004840,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,6.25,,,8.0,8.0,8.75,,,2021
2004841,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.0,,,5.75,8.0,8.5,9.2,,2021
2004842,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.5,7.5,8.5,,,,9.2,8.5,2021
2004843,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,7.0,5.75,7.75,,,,9.4,9.0,2021
2004844,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.0,5.75,7.0,,,,8.6,8.25,2021
2004845,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,6.75,8.5,,,,,9.25,2021
2004846,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.25,,,6.75,8.25,7.5,9.2,,2021
2004847,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.25,9.0,7.75,,,,8.8,8.0,2021
2004848,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.25,,,5.25,8.75,10.0,9.6,,2021
2004849,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.0,,,7.5,9.25,9.5,,,2021
2004850,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.5,,,7.0,8.75,7.25,9.6,,2021
2004851,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.5,,,9.0,8.0,8.5,9.4,,2021
2004852,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.75,,,7.5,7.75,6.25,8.6,,2021
2004853,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.6,7.5,,,8.0,9.5,9.25,9.6,,2021
2004854,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,5.5,,,9.0,5.75,5.25,9.6,,2021
2004855,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.75,,,6.75,7.0,5.75,9.2,,2021
2004856,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.5,,,5.75,7.5,7.5,9.8,,2021
2004857,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.0,,,4.75,8.75,8.75,,,2021
2004858,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.4,7.25,,,8.75,8.25,7.75,9.2,,2021
2004860,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,7.0,8.75,,,,9.8,9.5,2021
2004861,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.4,6.0,,,8.5,7.0,5.25,10.0,,2021
2004862,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.5,,,7.25,6.5,5.5,9.8,,2021
2004863,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,4.5,,,8.5,5.25,5.5,10.0,,2021
2004864,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,,,3.75,9.25,9.5,9.2,,2021
2004865,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.0,,,9.0,7.0,7.25,9.8,,2021
2004866,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.0,,,7.75,8.75,9.5,,,2021
2004867,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,6.75,7.0,,,,,8.25,2021
2004868,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.25,6.5,8.75,,,,10.0,8.75,2021
2004869,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.25,,,6.5,8.25,8.75,,,2021
2004870,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,,,8.0,7.0,6.5,9.2,,2021
2004871,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.5,6.0,7.5,,,,10.0,8.75,2021
2004872,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.0,7.25,7.5,,,,10.0,9.25,2021
2004873,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,8.0,8.0,8.0,,,,9.8,9.5,2021
2004874,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.4,7.5,,,6.5,7.75,9.0,9.4,,2021
2004875,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.0,,,6.0,5.75,6.0,8.8,,2021
2004876,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,8.0,7.0,6.75,,,,10.0,9.75,2021
2004877,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,5.5,,,8.0,6.5,4.75,9.8,,2021
2004878,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.5,,,6.0,7.75,9.25,,,2021
2004879,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.75,,,7.25,6.5,7.25,8.8,,2021
2004880,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,6.5,,,7.0,7.5,5.75,9.2,,2021
2004881,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8.0,6.5,7.0,,,,9.0,9.0,2021
2004882,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,8.0,,,6.75,7.0,6.5,,,2021
2004883,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,8.25,,,7.5,8.25,6.25,8.6,,2021
2004884,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.5,,,6.5,8.75,9.75,9.2,,2021
2004885,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,6.75,,,5.5,9.25,9.5,9.2,,2021
2004886,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,,,8.25,7.25,7.75,9.4,,2021
2004887,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,5.25,,,9.0,7.75,6.5,9.8,,2021
2004888,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.4,6.5,,,8.25,7.25,6.75,9.8,,2021
2004889,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,,,6.0,7.25,6.5,9.4,,2021
2004890,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.0,,,7.5,8.0,5.75,8.8,,2021
2004891,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.5,,,7.0,5.25,6.25,,,2021
2004892,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.4,6.5,,,5.5,9.75,9.75,,,2021
2004893,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.8,7.75,,,8.5,8.75,5.75,9.2,,2021
2004894,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.75,,,6.75,7.75,7.25,,,2021
2004896,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.0,,,7.25,6.25,4.25,10.0,,2021
2004897,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,,,8.25,4.5,6.75,9.8,,2021
2004898,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,7.5,,,6.75,8.75,6.75,9.0,,2021
2004899,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,8.5,,,7.5,7.5,7.25,9.0,,2021
2004900,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.5,,,7.5,8.25,4.0,7.0,,2021
2004901,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.75,,,8.0,9.0,7.0,10.0,,2021
2004902,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.5,,,8.0,9.25,7.25,9.8,,2021
2004903,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.5,,,7.5,5.0,5.0,9.2,,2021
2004904,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.0,,,5.75,7.75,6.25,,,2021
2004905,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,8.0,,,6.0,8.75,9.75,8.4,,2021
2004906,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,6.75,,,9.25,6.0,7.5,10.0,,2021
2004907,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,6.75,,,5.75,9.25,8.75,9.6,,2021
2004908,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.5,,,4.25,6.5,8.5,,,2021
2004909,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.5,,,7.25,7.0,7.75,10.0,,2021
2004910,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.25,,,6.25,8.0,7.0,9.8,,2021
2004911,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,5.0,7.5,,,,9.4,8.0,2021
2004912,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.25,,,8.25,8.75,8.75,9.0,,2021
2004913,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,,,8.0,6.5,6.75,9.0,,2021
2004914,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.75,,,6.75,7.5,8.5,10.0,,2021
2004915,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,8.0,,,6.0,8.5,8.5,8.2,,2021
2004916,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,7.0,,,6.75,7.75,7.75,9.6,,2021
2004917,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8.0,5.0,7.5,,,,9.6,7.25,2021
2004918,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.5,,,7.5,8.0,8.0,,,2021
2004919,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.0,,,6.25,4.5,5.5,9.4,,2021
2004920,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,,,7.25,7.5,5.0,9.4,,2021
2004921,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.0,7.25,8.5,,,,9.4,9.25,2021
2004922,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,6.75,,,7.75,7.5,6.75,8.2,,2021
2004923,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.0,,,7.25,5.0,6.5,10.0,,2021
2004924,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.4,6.5,,,9.0,5.75,4.25,9.4,,2021
2004925,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8.25,5.0,7.25,,,,8.4,7.25,2021
2004926,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.0,,,8.0,5.75,7.25,9.0,,2021
2004927,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.0,,,6.0,8.75,9.5,,,2021
2004928,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,4.25,8.0,,,,,8.5,2021
2004929,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.0,,,5.0,7.75,9.0,8.4,,2021
2004931,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.0,,,7.25,6.0,5.75,9.2,,2021
2004932,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.75,8.0,8.5,,,,9.4,9.5,2021
2004933,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.5,,,9.0,9.0,5.25,9.2,,2021
2004934,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,9.0,,,6.75,6.25,5.75,10.0,,2021
2004935,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,8.0,7.5,6.75,,,,9.2,9.0,2021
2004936,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.5,,,8.0,6.0,5.5,9.6,,2021
2004937,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.25,6.0,7.5,,,,8.2,9.5,2021
2004938,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.5,,,5.5,9.0,7.25,9.4,,2021
2004939,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5.25,,,8.25,7.0,5.25,10.0,,2021
2004940,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.5,,,9.0,8.5,6.75,9.4,,2021
2004941,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.5,,,8.5,5.75,5.25,9.4,,2021
2004942,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,7.75,,,8.75,9.25,5.75,,,2021
2004943,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,,,6.25,6.75,6.0,9.0,,2021
2004944,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,6.0,,,8.0,7.0,5.25,9.2,,2021
2004945,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.4,8.25,,,9.25,7.75,6.25,9.6,,2021
2004946,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,8.0,,,5.5,9.5,9.75,,,2021
2004947,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.6,6.25,,,6.5,9.0,9.75,,,2021
2004948,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,9.0,4.75,7.5,,,,9.2,8.25,2021
2004949,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.75,4.0,6.25,,,,9.8,9.5,2021
2004950,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,7.25,5.75,8.25,,,,9.0,7.5,2021
2004951,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8.0,7.0,7.5,,,,9.2,9.25,2021
2004952,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,8.0,,,8.0,8.0,6.5,9.4,,2021
2004953,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.25,7.25,7.25,,,,9.6,8.75,2021
2004954,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.0,,,8.5,8.25,5.25,9.6,,2021
2004955,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,5.75,,,8.5,8.0,7.25,9.6,,2021
2004956,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,,,8.0,9.25,9.25,,,2021
2004957,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.5,8.5,8.0,,,,9.4,9.75,2021
2004958,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,5.5,8.0,,,,9.6,10.0,2021
2004959,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,,,8.0,5.0,7.0,9.4,,2021
2004960,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,9.0,7.25,7.25,,,,9.2,9.0,2021
2004961,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.25,,,5.5,6.75,5.25,7.6,,2021
2004962,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.0,,,5.75,9.0,9.75,,,2021
2004963,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.4,7.25,,,4.25,8.75,9.25,,,2021
2004964,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.5,6.0,7.75,,,,9.0,9.25,2021
2004965,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,8.25,,,5.75,8.5,9.5,9.0,,2021
2004966,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,8.0,,,8.5,8.5,8.0,9.2,,2021
2004967,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.5,7.5,7.75,,,,9.2,9.0,2021
2004968,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8.25,5.5,6.25,,,,9.0,7.75,2021
2004969,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,8.0,,,7.0,8.5,5.5,,,2021
2004970,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.5,6.25,7.75,,,,9.8,8.25,2021
2004971,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,7.25,,,7.5,6.75,6.25,9.0,,2021
2004972,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,6.5,,,7.75,8.25,7.25,9.4,,2021
2004973,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,,,7.0,6.75,6.5,,,2021
2004974,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,3.5,,,7.75,7.25,6.0,,,2021
2004975,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.0,,,8.0,7.75,7.25,10.0,,2021
2004976,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.75,5.5,7.25,,,,9.0,9.5,2021
2004977,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.5,,,8.5,8.75,5.75,9.2,,2021
2004978,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.5,,,7.0,7.0,7.0,9.2,,2021
2004979,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.75,,,7.25,8.0,6.25,9.8,,2021
2004980,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.25,,,6.25,9.0,9.25,9.0,,2021
2004981,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.0,6.25,8.5,,,,8.8,8.0,2021
2004982,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,6.75,,,8.0,6.75,8.0,9.2,,2021
2004983,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.4,7.5,,,8.0,7.25,5.5,9.6,,2021
2004984,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,,,8.75,6.25,5.25,,,2021
2004985,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,8.5,7.5,,,,9.0,9.25,2021
2004986,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.4,6.75,,,7.25,9.75,9.75,,,2021
2004987,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.75,7.0,7.25,,,,9.4,9.25,2021
2004988,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.0,,,4.5,7.25,8.0,,,2021
2004989,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.75,6.0,6.75,,,,10.0,8.0,2021
2004990,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.0,,,7.25,8.5,9.0,8.0,,2021
2004991,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.0,,,5.5,9.0,9.75,9.6,,2021
2004992,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,4.25,,,5.75,8.5,9.5,,,2021
2004993,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.75,7.25,7.0,,,,9.6,9.25,2021
2004994,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.0,,,5.5,7.5,5.75,9.0,,2021
2004995,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.5,8.25,8.5,,,,9.6,9.25,2021
2004996,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.0,,,7.25,7.5,6.0,,,2021
2004997,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.75,,,6.75,7.0,8.5,10.0,,2021
2004998,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,,,8.75,9.25,7.75,,,2021
2004999,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.5,,,6.25,7.5,6.75,8.8,,2021
2005000,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.4,5.5,,,8.5,7.0,6.75,9.8,,2021
2005001,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,5.0,,,5.0,7.75,9.75,,,2021
2005002,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,7.0,7.5,,,,8.6,8.5,2021
2005003,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,7.25,7.75,,,,10.0,9.25,2021
2005004,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,8.0,9.25,9.0,,,,9.8,10.0,2021
2005005,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,,,7.25,6.75,7.0,9.4,,2021
2005006,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.25,,,7.75,8.25,9.25,8.6,,2021
2005007,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,3.75,,,8.25,8.5,7.25,9.0,,2021
2005008,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,8.0,6.5,7.5,,,,10.0,9.25,2021
2005009,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.4,7.5,,,6.5,8.5,9.0,,,2021
2005010,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.75,8.5,7.0,,,,9.8,7.75,2021
2005011,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.5,,,6.25,7.75,6.75,9.4,,2021
2005012,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.25,,,7.5,5.25,4.75,9.2,,2021
2005013,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.4,8.5,6.0,7.0,,,,9.6,8.75,2021
2005014,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.5,,,7.0,7.75,6.75,9.8,,2021
2005015,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.5,,,7.75,8.75,9.5,10.0,,2021
2005016,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.0,,,6.0,9.25,8.25,9.2,,2021
2005017,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.0,,,5.25,8.25,9.0,8.8,,2021
2005018,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,,,6.25,5.5,4.0,9.4,,2021
2005019,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.0,,,6.0,5.5,6.0,9.2,,2021
2005020,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.0,,,8.0,8.75,8.5,,,2021
2005022,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,8.5,8.0,8.0,,,,9.8,9.0,2021
2005023,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.5,,,8.5,9.0,7.25,9.2,,2021
2005024,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,7.25,,,7.75,6.5,6.5,9.6,,2021
2005025,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.0,,,6.75,7.25,7.0,8.8,,2021
2005026,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,,,7.75,7.25,5.75,8.2,,2021
2005027,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,8.0,,,6.75,9.25,9.0,9.0,,2021
2005028,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.4,7.0,,,8.0,8.0,8.75,,,2021
2005029,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.25,,,7.0,6.0,5.25,8.8,,2021
2005030,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.25,7.25,8.25,,,,8.8,8.75,2021
2005031,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.0,,,8.0,7.25,5.25,9.6,,2021
2005032,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.25,,,7.5,6.5,6.0,9.0,,2021
2005033,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.0,6.75,7.25,,,,9.2,8.75,2021
2005034,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,6.25,,,8.5,7.0,7.0,10.0,,2021
2005035,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,,,5.5,6.25,5.0,5.8,,2021
2005036,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.6,8.0,,,8.5,8.25,7.75,9.4,,2021
