SBD,Sở GD,Toán,Văn,Sử,Địa,Lí,Hóa,Sinh,Ngoại ngữ,GDCD,Năm thi
2002097,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.0,,,6.5,5.0,4.5,5.2,,2021
2002098,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,4.75,8.0,7.25,,,,8.4,9.0,2021
2002099,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,2.25,6.0,,,,6.8,9.25,2021
2002100,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,5.0,2.75,6.25,,,,3.8,7.0,2021
2002101,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,5.75,3.0,5.25,,,,7.4,8.25,2021
2002102,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.0,,,4.5,4.25,4.5,5.2,,2021
2002103,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5.75,,,6.0,4.5,4.0,3.4,,2021
2002104,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.0,,,7.25,8.25,4.25,5.4,,2021
2002105,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.0,,,6.5,7.25,6.0,7.8,,2021
2002106,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.0,,,6.25,5.0,4.5,7.6,,2021
2002107,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.0,,,6.0,6.0,5.25,8.6,,2021
2002108,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5.0,,,6.75,5.5,3.5,8.8,,2021
2002109,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.75,,,6.0,5.75,6.25,9.4,,2021
2002110,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,3.5,,,6.0,4.25,3.75,8.4,,2021
2002111,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,4.0,,,7.5,7.0,5.25,8.8,,2021
2002112,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,5.0,,,6.5,6.0,5.25,6.2,,2021
2002113,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.0,,,5.75,5.75,6.0,8.0,,2021
2002114,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.0,,,6.0,3.25,4.25,7.8,,2021
2002115,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.0,,,7.0,7.0,7.75,9.4,,2021
2002116,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.75,,,5.25,3.5,3.5,6.6,,2021
2002117,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,6.75,,,8.0,7.5,6.5,9.8,,2021
2002118,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.0,,,6.0,5.5,7.5,8.8,,2021
2002119,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6.25,,,7.0,2.75,6.5,6.8,,2021
2002120,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5.75,,,7.0,6.25,6.5,9.6,,2021
2002122,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,4.25,,,6.25,7.75,5.25,7.6,,2021
2002123,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,4.5,,,7.75,7.25,7.5,8.8,,2021
2002124,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,5.25,,,6.0,8.25,3.75,5.0,,2021
2002125,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,,,4.25,6.5,5.5,8.8,,2021
2002126,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.0,5.75,,,5.25,3.25,3.5,5.2,,2021
2002127,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.0,,,6.75,8.25,6.25,9.0,,2021
2002128,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,,,6.0,6.25,6.25,8.2,,2021
2002129,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,,,4.0,4.5,4.25,9.8,,2021
2002130,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.5,,,4.0,5.0,4.75,9.2,,2021
2002131,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,6.0,5.5,4.75,4.4,,2021
2002132,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.75,3.75,5.0,,,,5.2,8.5,2021
2002133,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.42,4.5,7.0,,,,5.2,8.25,2021
2002134,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,7.0,4.5,7.25,,,,6.2,9.0,2021
2002135,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,3.0,6.25,,,,7.4,8.25,2021
2002136,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.25,,,4.25,3.0,5.25,6.4,,2021
2002137,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.4,7.75,6.75,6.5,,,,7.8,7.75,2021
2002138,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,7.5,4.5,6.25,,,,8.0,7.75,2021
2002139,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.5,,,5.75,8.0,5.75,7.4,,2021
2002140,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.5,,,7.25,6.75,5.0,8.2,,2021
2002141,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,6.0,5.75,6.0,6.4,,2021
2002142,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.0,6.0,7.0,,,,6.0,7.25,2021
2002143,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,,,6.0,4.5,4.25,9.4,,2021
2002144,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,4.75,3.5,7.0,,,,4.6,7.25,2021
2002145,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.75,,,7.0,5.75,5.75,9.0,,2021
2002146,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,,,5.75,7.25,6.75,9.4,,2021
2002147,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.8,5.25,,,5.75,4.75,5.5,6.0,,2021
2002148,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,5.0,4.0,6.75,,,,3.0,7.75,2021
2002149,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.25,,,4.0,6.25,5.25,9.4,,2021
2002150,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.4,4.5,4.5,6.5,,,,6.4,7.25,2021
2002151,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,4.5,3.25,7.5,,,,4.6,6.75,2021
2002152,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,4.0,,,7.0,5.5,4.25,4.4,,2021
2002153,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,5.25,4.75,3.75,9.4,,2021
2002154,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,4.75,,,7.0,6.75,4.0,7.8,,2021
2002155,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5.75,,,5.5,3.5,2.25,7.8,,2021
2002156,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.0,6.25,3.5,5.75,,,,4.0,7.5,2021
2002157,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.25,,,5.75,4.25,3.5,8.6,,2021
2002158,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.2,5.5,,,4.25,5.0,3.75,4.0,,2021
2002159,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.25,,,4.75,5.25,7.0,8.0,,2021
2002160,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,5.0,2.25,5.75,,,,5.4,7.75,2021
2002161,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,4.5,,,7.75,7.75,5.25,3.4,,2021
2002162,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,5.5,6.0,5.75,,,,6.4,8.75,2021
2002163,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.25,6.0,7.25,,,,6.4,9.75,2021
2002164,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.0,4.75,7.25,,,,8.6,9.5,2021
2002165,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,7.25,5.5,7.0,,,,6.0,9.5,2021
2002166,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8.25,5.0,7.25,,,,5.8,9.75,2021
2002167,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.0,5.25,4.75,7.0,,,,3.4,7.5,2021
2002168,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.08,,,5.75,8.0,4.5,7.0,,2021
2002169,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.25,,,6.0,8.0,7.25,7.8,,2021
2002170,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.0,,,6.25,7.5,7.0,7.6,,2021
2002171,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,,,5.75,3.5,3.5,7.2,,2021
2002172,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.0,5.75,7.0,,,,6.0,8.25,2021
2002173,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,2.75,6.5,,,,8.2,9.25,2021
2002174,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,8.0,,,4.5,6.25,3.25,6.6,,2021
2002175,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.5,,,6.25,7.0,5.5,8.2,,2021
2002176,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.75,,,6.25,5.0,5.25,9.4,,2021
2002177,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.0,,,7.25,8.5,6.25,8.2,,2021
2002178,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.75,6.0,7.0,,,,6.8,9.5,2021
2002179,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,5.5,,,4.75,5.5,3.75,8.4,,2021
2002180,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.5,4.0,7.75,,,,6.0,9.75,2021
2002181,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.75,,,6.5,5.5,5.5,8.4,,2021
2002182,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,5.0,,,4.5,4.0,3.0,8.0,,2021
2002183,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.75,3.25,6.0,,,,6.4,9.0,2021
2002184,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.25,,,7.5,8.25,5.25,7.2,,2021
2002185,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,3.0,6.75,,,,4.2,8.75,2021
2002186,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,2.5,6.25,,,,6.0,7.5,2021
2002187,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.25,,,8.75,9.0,7.25,9.0,,2021
2002188,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.5,4.75,6.75,,,,4.0,7.75,2021
2002189,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.0,,,8.5,8.75,6.5,9.0,,2021
2002190,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.5,,,5.75,3.0,5.25,4.0,,2021
2002191,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.0,,,8.25,5.5,3.75,9.4,,2021
2002192,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,,,5.75,7.5,6.25,8.8,,2021
2002193,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,5.0,4.25,5.75,,,,4.6,7.5,2021
2002194,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,5.5,,,7.0,6.25,6.75,7.6,,2021
2002195,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.25,,,5.5,6.75,5.0,8.2,,2021
2002196,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.0,,,4.25,5.75,5.0,7.4,,2021
2002197,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.5,5.5,7.25,,,,8.2,9.75,2021
2002198,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,5.25,7.0,6.5,5.6,,2021
2002199,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.0,3.5,6.75,,,,5.8,8.0,2021
2002200,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.0,6.5,4.25,7.75,,,,6.8,7.0,2021
2002201,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.0,,,5.5,4.75,4.75,9.2,,2021
2002202,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,4.5,,,5.25,5.5,6.75,8.2,,2021
2002203,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.8,5.25,7.25,7.0,,,,9.6,9.5,2021
2002204,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,6.25,2.0,5.25,,,,6.4,8.25,2021
2002205,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,6.75,5.5,5.25,9.0,,2021
2002206,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,,,6.5,7.75,5.0,7.6,,2021
2002207,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.0,,,7.5,6.5,5.75,5.6,,2021
2002208,Sở GD&ĐT Thành Phố Hồ Chí Minh,3.8,5.0,2.75,6.5,,,,3.4,8.0,2021
2002209,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,8.0,3.0,6.5,,,,6.0,8.75,2021
2002210,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.5,,,6.0,6.75,5.5,8.8,,2021
2002211,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,3.0,4.75,,,,7.2,9.25,2021
2002212,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.25,5.25,6.75,,,,5.2,8.5,2021
2002213,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.0,5.5,5.5,6.5,,,,2.4,8.75,2021
2002214,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.8,4.75,3.0,5.75,,,,3.6,7.5,2021
2002215,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,6.5,4.25,4.0,8.8,,2021
2002216,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.0,,,7.0,3.0,4.75,5.4,,2021
2002217,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.25,,,5.75,8.0,5.25,6.6,,2021
2002218,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,3.5,6.5,,,,6.6,7.0,2021
2002219,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.75,3.75,6.5,,,,5.0,7.0,2021
2002220,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.5,4.75,4.75,,,,7.8,8.25,2021
2002221,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.5,,,4.0,7.5,5.5,3.4,,2021
2002222,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,8.5,,,6.75,6.5,6.0,8.4,,2021
2002223,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.25,3.5,6.0,,,,9.2,8.5,2021
2002224,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,,,8.0,8.0,5.25,7.8,,2021
2002225,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.2,6.25,,,3.25,6.25,3.25,4.4,,2021
2002226,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.0,,,7.25,7.75,6.0,8.0,,2021
2002227,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,9.0,4.0,7.0,,,,8.6,9.0,2021
2002228,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.4,6.0,3.25,6.5,,,,3.0,6.25,2021
2002229,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,8.0,4.5,7.0,,,,8.8,8.5,2021
2002230,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.5,,,4.75,6.25,4.75,7.2,,2021
2002231,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,4.5,3.75,4.0,8.6,,2021
2002232,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,7.5,4.75,5.25,,,,5.6,7.25,2021
2002233,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.25,,,4.0,4.25,5.25,4.4,,2021
2002234,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.75,,,5.75,4.25,5.0,6.4,,2021
2002235,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,7.75,5.5,6.75,,,,6.2,6.25,2021
2002236,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.5,,,8.5,7.25,6.5,8.8,,2021
2002237,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.5,4.25,5.75,,,,1.2,6.5,2021
2002238,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,6.25,,,5.0,4.75,4.0,7.2,,2021
2002239,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,6.0,5.5,6.25,,,,8.4,7.75,2021
2002240,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,,,5.25,6.75,5.75,9.4,,2021
2002241,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.0,,,5.5,5.75,6.0,9.0,,2021
2002242,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,5.0,,,5.0,6.0,4.75,9.4,,2021
2002243,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.2,6.0,6.75,7.0,,,,4.0,9.5,2021
2002244,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,4.5,,,4.75,5.25,6.25,4.6,,2021
2002245,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,,,6.25,6.75,4.75,7.2,,2021
2002246,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6.75,4.75,6.25,,,,3.8,4.75,2021
2002247,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,5.25,6.0,4.75,7.4,,2021
2002248,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.0,,,4.75,6.75,5.25,7.6,,2021
2002249,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.0,7.0,7.5,,,,9.0,9.25,2021
2002250,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.5,,,3.5,7.25,4.0,6.8,,2021
2002251,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.0,,,5.5,2.25,4.25,6.8,,2021
2002252,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,4.0,,,5.75,5.75,4.25,9.0,,2021
2002253,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.5,,,7.25,5.25,5.5,9.0,,2021
2002254,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,7.0,,,7.5,8.75,6.75,8.6,,2021
2002255,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.25,,,7.75,9.25,7.25,9.4,,2021
2002256,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.25,4.75,6.0,,,,8.6,7.5,2021
2002257,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.0,7.25,,,6.25,5.25,3.75,7.6,,2021
2002258,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.6,6.0,3.5,5.0,,,,5.0,7.0,2021
2002259,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.5,,,4.5,4.25,3.25,7.6,,2021
2002260,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.0,4.75,7.25,,,,6.6,8.75,2021
2002261,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.8,6.75,4.75,6.25,,,,8.2,9.0,2021
2002262,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.0,3.5,6.5,,,,6.8,8.25,2021
2002263,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,4.25,6.0,,,,5.0,7.25,2021
2002264,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,7.0,8.75,,,,8.8,9.75,2021
2002265,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.25,4.0,7.75,,,,7.2,8.5,2021
2002266,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.25,5.5,8.5,,,,9.0,9.75,2021
2002267,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.75,3.0,5.75,,,,6.6,7.75,2021
2002268,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.5,5.75,6.75,,,,6.4,9.25,2021
2002269,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.0,4.5,7.25,,,,8.8,10.0,2021
2002270,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.25,5.5,7.5,,,,7.0,9.75,2021
2002271,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.75,4.75,7.0,,,,9.4,9.75,2021
2002272,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,5.75,7.75,,,,8.6,9.25,2021
2002273,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.0,7.75,7.75,,,,9.4,9.75,2021
2002274,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.0,3.25,6.25,,,,6.0,8.5,2021
2002275,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.75,,,5.75,7.25,6.25,8.4,,2021
2002276,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,4.0,2.0,6.0,,,,6.4,8.0,2021
2002277,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.25,3.75,7.25,,,,6.6,9.25,2021
2002278,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.25,,,4.25,7.0,4.5,5.6,,2021
2002279,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8.0,2.75,5.25,,,,6.6,8.5,2021
2002280,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,8.25,4.75,7.25,,,,9.4,9.25,2021
2002281,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.0,,,6.25,6.0,7.75,8.8,,2021
2002282,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.25,,,6.25,5.75,5.0,9.0,,2021
2002283,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,6.5,2.75,6.25,,,,5.2,7.25,2021
2002284,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.0,,,7.0,7.75,8.25,5.4,,2021
2002285,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,,,4.0,5.5,4.5,7.0,,2021
2002286,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.8,6.75,2.75,6.25,,,,6.6,5.75,2021
2002287,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.75,,,6.75,7.5,5.5,8.8,,2021
2002288,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,5.25,6.5,7.75,9.4,,2021
2002289,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.0,,,7.0,6.5,6.75,9.4,,2021
2002290,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.75,,,5.25,6.0,7.25,9.2,,2021
2002291,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,3.75,7.25,,,,7.4,7.75,2021
2002292,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,,,6.0,6.75,5.0,6.6,,2021
2002293,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.6,6.5,,,3.0,3.0,3.0,4.4,,2021
2002294,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5.0,,,3.25,3.75,4.0,7.6,,2021
2002295,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.75,,,6.75,4.5,5.75,8.8,,2021
2002296,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.75,2.75,7.25,,,,6.2,9.0,2021
2002297,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,6.75,8.25,,,,7.2,9.75,2021
2002298,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.4,5.25,2.5,5.75,,,,4.8,7.5,2021
2002299,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,,,5.75,6.5,5.75,9.4,,2021
2002300,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.0,3.5,5.0,,,,2.8,7.5,2021
2002301,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.25,,,5.25,5.0,4.5,5.2,,2021
2002302,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,5.5,7.25,,,,8.2,9.25,2021
2002303,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,5.0,,,6.25,6.75,6.5,8.8,,2021
2002304,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.5,,,7.0,7.25,6.0,7.0,,2021
2002305,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,5.25,,,4.0,5.5,5.25,8.2,,2021
2002306,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.0,,,5.0,4.75,4.75,5.4,,2021
2002307,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,,,6.5,6.5,5.75,7.6,,2021
2002308,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.25,,,4.25,6.25,6.75,8.6,,2021
2002309,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,8.25,,,8.0,6.25,7.25,9.2,,2021
2002310,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.75,,,6.5,8.0,6.25,7.6,,2021
2002311,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.0,,,6.75,6.0,3.0,5.8,,2021
2002312,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.5,,,4.75,4.25,5.5,7.6,,2021
2002313,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,,,7.5,6.0,5.75,8.8,,2021
2002314,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,8.0,6.5,5.75,,,,8.6,7.0,2021
2002315,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,6.25,8.5,,,,8.0,9.0,2021
2002316,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8.5,8.0,7.75,,,,9.0,9.5,2021
2002317,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,8.0,,,6.75,8.0,7.75,9.0,,2021
2002318,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,8.0,7.0,8.25,,,,8.6,9.75,2021
2002319,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,5.5,6.25,5.25,5.8,,2021
2002320,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.0,,,7.25,7.5,5.5,8.4,,2021
2002321,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.75,7.25,8.25,,,,9.0,10.0,2021
2002322,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.5,,,7.5,6.25,7.75,10.0,,2021
2002323,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.0,,,7.25,8.5,7.5,8.6,,2021
2002324,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5.5,,,4.75,8.5,4.5,9.2,,2021
2002325,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.0,7.75,7.75,,,,9.4,9.0,2021
