SBD,Sở GD,Toán,Văn,Sử,Địa,Lí,Hoá,Sinh,Ngoại ngữ,GDCD,Năm thi
2003066,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.0,,,3.25,,3.25,7.0,,2022
2003067,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.5,,,6.0,,4.25,6.8,,2022
2003068,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,6.5,,8.75,7.4,,2022
2003069,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.75,,,6.5,,4.25,7.4,,2022
2003070,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,7.0,7.0,7.0,,,,8.2,7.0,2022
2003071,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.0,,,7.75,,5.5,7.8,,2022
2003072,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.0,,,4.75,,4.5,8.0,,2022
2003073,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.5,,,6.0,,3.0,2.6,,2022
2003074,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,,,5.0,,4.5,7.8,,2022
2003075,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.0,,,6.75,,5.0,8.2,,2022
2003076,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,5.75,,,5.25,,4.25,5.0,,2022
2003077,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.25,,,8.5,,2.75,6.0,,2022
2003078,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.0,,,5.75,,4.25,6.0,,2022
2003079,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.25,,,5.75,,4.75,7.4,,2022
2003080,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,5.0,,,6.75,,6.5,8.8,,2022
2003081,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,4.5,,,6.25,,3.25,8.8,,2022
2003082,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,4.5,,,6.75,,3.0,7.6,,2022
2003083,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.75,,,8.25,,4.25,6.6,,2022
2003084,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,6.25,,,4.0,,4.75,8.6,,2022
2003085,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.0,,,5.75,,3.25,7.2,,2022
2003086,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.25,,,7.0,,5.25,3.6,,2022
2003087,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,4.75,,,4.0,,7.5,8.4,,2022
2003088,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,,,6.5,,5.25,9.4,,2022
2003089,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,,,5.75,,8.25,8.4,,2022
2003090,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,,,7.5,,5.5,8.6,,2022
2003091,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,7.0,,4.75,9.4,,2022
2003092,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.5,,,6.0,,4.0,8.0,,2022
2003093,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.0,,,6.0,,7.0,5.6,,2022
2003094,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.0,,,7.0,,6.25,7.2,,2022
2003095,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.75,,,8.5,,6.0,8.4,,2022
2003096,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,7.5,,5.0,6.6,,2022
2003097,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,7.75,,7.25,6.4,,2022
2003098,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.75,,,5.5,,5.5,7.0,,2022
2003099,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.0,,,5.5,,4.75,6.2,,2022
2003100,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,8.0,,6.5,,,2022
2003101,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.25,,,3.0,,4.25,8.8,,2022
2003102,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.75,,,6.0,,5.5,5.0,,2022
2003103,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.25,,,7.5,,3.5,6.0,,2022
2003104,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.25,,,5.5,,4.25,5.4,,2022
2003105,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,5.75,,,7.75,,5.5,7.6,,2022
2003106,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.25,,,6.5,,5.0,7.8,,2022
2003107,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,4.5,,,6.25,,4.5,8.8,,2022
2003108,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.75,,,6.5,,5.5,8.2,,2022
2003109,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.0,,,5.75,,5.25,9.0,,2022
2003110,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.25,,,5.5,,4.0,7.2,,2022
2003111,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,,,6.5,,5.0,7.0,,2022
2003112,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.5,,,5.5,,8.25,8.2,,2022
2003113,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,7.0,,3.75,4.0,,2022
2003114,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,4.25,,7.0,6.8,,2022
2003115,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,5.5,,,6.5,,5.5,8.0,,2022
2003116,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.25,,,4.75,,3.75,6.2,,2022
2003117,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,5.5,,,7.25,,2.5,4.0,,2022
2003118,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,5.5,,,5.25,,4.0,7.6,,2022
2003119,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,5.0,,,7.25,,3.75,6.6,,2022
2003120,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,8.25,,4.0,7.4,,2022
2003121,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.25,,,5.25,,3.25,6.8,,2022
2003122,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.83,,,5.5,,3.0,9.4,,2022
2003123,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.25,,,6.5,,5.0,5.8,,2022
2003124,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,8.75,,4.25,7.2,,2022
2003125,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,7.5,,5.0,7.4,,2022
2003126,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.25,,,8.5,,5.5,8.6,,2022
2003127,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.0,,,7.75,,5.5,7.4,,2022
2003128,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.0,,,5.5,,5.0,6.8,,2022
2003129,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5.25,,,7.25,,2.25,8.0,,2022
2003130,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,8.0,,5.75,8.0,,2022
2003131,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.0,,,8.5,,4.25,9.2,,2022
2003132,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.25,,,7.25,,4.0,7.4,,2022
2003133,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5.0,,,6.5,,4.0,7.2,,2022
2003134,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5.25,,,6.0,,5.5,9.0,,2022
2003135,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.0,,,7.25,,5.0,,,2022
2003136,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.25,,,6.25,,4.0,8.8,,2022
2003137,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.0,,,6.75,,5.75,8.0,,2022
2003138,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,5.75,,,7.0,,4.5,5.8,,2022
2003139,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,6.17,,,3.0,,3.5,5.4,,2022
2003140,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.75,,,7.5,,4.75,8.4,,2022
2003141,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,,,8.75,,5.5,9.0,,2022
2003142,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,3.75,,,6.75,,3.75,8.6,,2022
2003143,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5.5,,,5.75,,4.0,8.2,,2022
2003144,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6.25,,,5.0,,4.0,7.2,,2022
2003145,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,,,5.25,,2.75,6.0,,2022
2003146,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.0,,,7.0,,6.75,9.0,,2022
2003147,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.0,,,8.0,,2.75,5.8,,2022
2003148,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,3.75,,,7.25,,3.5,8.2,,2022
2003149,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.0,,,5.75,,4.25,7.0,,2022
2003150,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.0,,,5.75,,5.0,7.0,,2022
2003151,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,,,7.25,,5.75,7.6,,2022
2003152,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.0,,,6.25,,3.0,8.2,,2022
2003153,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.0,,,5.25,,4.25,7.4,,2022
2003154,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.0,8.0,6.75,,,,8.6,8.75,2022
2003155,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,7.25,4.5,5.5,,,,6.2,6.0,2022
2003156,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.4,5.75,5.5,6.25,,,,3.4,6.0,2022
2003157,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.0,7.0,7.5,6.5,,,,6.8,6.75,2022
2003158,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,8.0,7.75,8.5,,,,8.2,9.0,2022
2003159,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.75,6.0,5.25,,,,9.0,8.75,2022
2003160,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.0,,,4.25,,3.75,7.0,,2022
2003161,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.0,,,5.75,,4.25,6.4,,2022
2003162,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.5,,,6.25,,6.25,9.2,,2022
2003163,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,4.5,,5.0,8.4,,2022
2003164,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.33,7.0,5.25,,,,8.6,8.25,2022
2003165,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.08,,,6.5,,4.5,7.0,,2022
2003166,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,8.75,,,6.0,,5.0,6.8,,2022
2003167,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,6.25,6.5,,,,9.2,8.5,2022
2003168,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.0,,,5.75,,4.25,7.0,,2022
2003169,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,6.5,7.25,,,,7.8,9.5,2022
2003170,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,6.0,7.5,,,,6.8,9.0,2022
2003171,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.25,6.75,7.25,,,,6.0,7.75,2022
2003172,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.75,,,6.5,,3.25,9.4,,2022
2003173,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,,,6.5,,4.25,9.2,,2022
2003174,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,4.75,,,7.0,,2.5,7.2,,2022
2003175,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.25,3.5,5.5,,,,7.6,8.25,2022
2003176,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.0,,,5.5,,4.75,7.0,,2022
2003177,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,5.0,6.25,6.5,,,,8.4,8.5,2022
2003178,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,,,6.25,,4.0,4.6,,2022
2003179,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.75,,,7.0,,4.75,5.2,,2022
2003180,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.25,,,7.5,,6.0,8.6,,2022
2003181,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.0,,,5.75,,4.0,4.6,,2022
2003182,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.33,5.0,5.25,,,,7.4,8.25,2022
2003183,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.75,5.25,5.75,,,,7.4,8.75,2022
2003184,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,7.25,7.75,,,,8.8,8.25,2022
2003185,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8.0,8.0,8.0,,,,8.4,9.5,2022
2003186,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.75,8.5,7.0,,,,4.6,8.5,2022
2003187,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,7.0,6.75,,,,7.0,7.25,2022
2003188,Sở GD&ĐT Thành Phố Hồ Chí Minh,3.6,6.5,5.75,5.25,,,,5.2,7.5,2022
2003189,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.75,6.0,6.25,,,,7.2,8.75,2022
2003190,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.25,6.5,7.0,,,,7.4,9.25,2022
2003191,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8.0,8.25,6.0,,,,8.6,9.25,2022
2003192,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.4,4.75,3.75,5.0,,,,2.2,5.5,2022
2003193,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.5,7.5,6.25,,,,7.8,8.25,2022
2003194,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.75,6.25,6.75,,,,5.6,9.0,2022
2003195,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.0,8.75,8.5,,,,9.0,8.5,2022
2003196,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.25,6.75,6.25,,,,5.2,8.25,2022
2003197,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.0,7.75,7.75,,,,7.8,8.5,2022
2003198,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.92,5.25,6.75,,,,4.6,7.5,2022
2003199,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.0,6.75,7.75,,,,9.0,8.5,2022
2003200,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,6.75,8.25,,,,6.2,8.0,2022
2003201,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.25,8.5,7.5,,,,7.6,9.75,2022
2003202,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.0,7.25,7.75,,,,9.8,9.0,2022
2003203,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,5.5,5.75,7.5,,,,8.0,8.0,2022
2003204,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,5.0,5.25,7.0,,,,8.0,6.5,2022
2003205,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.25,7.0,6.5,,,,9.0,7.75,2022
2003206,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,7.5,6.0,5.0,,,,3.4,8.0,2022
2003207,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,6.25,6.5,,,,7.2,7.75,2022
2003208,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.0,7.75,7.75,,,,7.8,8.75,2022
2003209,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,5.25,7.25,,,,7.0,8.25,2022
2003210,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,6.25,7.0,,,,7.4,9.0,2022
2003211,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5.75,6.0,8.25,,,,7.6,7.25,2022
2003212,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,8.0,7.0,,,,3.4,8.0,2022
2003213,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,6.75,7.25,7.25,,,,8.2,8.5,2022
2003214,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.0,7.25,6.5,,,,5.0,8.25,2022
2003215,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.6,6.0,7.0,7.5,,,,8.6,8.25,2022
2003216,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.0,7.0,7.75,,,,9.4,8.75,2022
2003217,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,8.5,6.0,,,,6.2,8.25,2022
2003218,Sở GD&ĐT Thành Phố Hồ Chí Minh,3.2,5.67,3.5,5.5,,,,6.6,6.75,2022
2003219,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,5.25,7.5,7.75,,,,7.6,8.75,2022
2003220,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.75,8.0,7.5,,,,5.2,8.75,2022
2003221,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.0,6.25,7.0,,,,9.0,8.5,2022
2003222,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,7.25,7.25,,,,8.6,9.0,2022
2003223,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.75,8.25,7.75,,,,8.4,9.0,2022
2003224,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.8,5.5,3.5,6.75,,,,2.2,6.5,2022
2003225,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.0,8.5,6.75,,,,8.4,9.0,2022
2003226,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.0,7.5,6.75,,,,9.4,9.0,2022
2003227,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.75,7.25,7.75,,,,6.8,9.25,2022
2003228,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.0,6.0,7.0,,,,6.6,7.25,2022
2003229,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,5.75,7.5,7.25,,,,4.4,8.75,2022
2003230,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.25,6.25,6.5,,,,6.4,7.5,2022
2003231,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.75,5.5,5.75,,,,6.2,7.75,2022
2003232,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.75,,,7.25,,3.5,5.8,,2022
2003233,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.42,,,6.75,,4.5,9.0,,2022
2003234,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.67,,,4.5,,2.75,7.4,,2022
2003235,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,,,6.25,,3.75,4.8,,2022
2003236,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,,,6.5,,2.5,,,2022
2003237,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.25,,,6.0,,5.0,9.0,,2022
2003238,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.0,4.75,7.0,,,,5.2,8.0,2022
2003239,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.0,,,7.25,,4.0,4.4,,2022
2003240,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.0,,,7.5,,5.75,7.8,,2022
2003241,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.0,7.75,6.75,,,,7.4,8.25,2022
2003242,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.25,,,3.0,,3.75,7.2,,2022
2003243,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.5,,,6.25,,6.0,8.6,,2022
2003244,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,5.92,,,7.25,,3.0,8.8,,2022
2003245,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.5,8.75,8.0,,,,5.8,8.75,2022
2003246,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,3.5,,,5.5,,7.5,9.2,,2022
2003247,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.0,,,7.0,,4.5,7.8,,2022
2003248,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.0,4.5,7.5,,,,7.6,8.25,2022
2003249,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,8.25,8.0,7.0,,,,5.4,7.25,2022
2003250,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,6.0,,,3.5,,5.75,3.8,,2022
2003251,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.75,,,6.0,,3.5,5.6,,2022
2003252,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,8.0,,5.25,8.2,,2022
2003253,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.0,,,7.25,,5.75,8.4,,2022
2003254,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.25,6.75,6.5,,,,9.2,8.25,2022
2003255,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.5,,,7.0,,4.0,6.8,,2022
2003256,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,3.75,,,7.0,,3.25,8.4,,2022
2003257,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,,,4.25,,5.0,6.6,,2022
2003258,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,7.25,4.0,5.5,,,,4.8,7.0,2022
2003259,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,7.25,,2.75,7.6,,2022
2003260,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,,,6.25,,4.5,4.8,,2022
2003261,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.25,,,4.25,,2.75,7.6,,2022
2003262,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,7.75,,8.0,,,2022
2003263,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,8.0,,,7.25,,4.75,7.6,,2022
2003264,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.0,,,6.0,,4.75,8.0,,2022
2003265,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.17,,,7.5,,4.25,7.0,,2022
2003266,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.83,6.25,6.25,,,,8.4,9.5,2022
2003267,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.75,5.75,7.25,,,,7.8,8.5,2022
2003268,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.5,,,5.25,,2.75,6.0,,2022
2003269,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.0,7.25,6.75,,,,6.0,9.0,2022
2003270,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.75,8.25,8.75,,,,9.0,9.5,2022
2003271,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.25,,,7.75,,5.0,6.2,,2022
2003272,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,5.75,,,6.5,,3.5,8.8,,2022
2003273,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.0,,,7.75,,2.75,5.8,,2022
2003274,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,4.5,,,6.5,,2.0,4.0,,2022
2003275,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.0,,,7.0,,5.0,8.4,,2022
2003276,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.25,6.5,7.25,,,,7.8,6.5,2022
2003277,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.0,7.25,6.5,7.25,,,,8.0,8.0,2022
2003278,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.0,4.75,8.25,,,,6.4,8.0,2022
2003279,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,7.25,,3.75,7.4,,2022
2003280,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.0,7.25,6.75,,,,8.4,8.25,2022
2003281,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,5.5,,,5.25,,8.25,6.8,,2022
2003282,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,5.25,6.75,7.0,,,,8.0,7.5,2022
2003283,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.5,6.0,7.5,,,,7.6,8.25,2022
2003284,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.75,,,7.0,,4.0,5.4,,2022
2003285,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.0,5.75,5.25,,,,6.6,7.0,2022
2003286,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.75,,,7.25,,4.0,7.0,,2022
2003287,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,6.5,,6.25,8.8,,2022
2003288,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,8.25,8.0,8.0,,,,7.8,8.75,2022
2003289,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,6.5,6.5,6.5,,,,5.4,8.25,2022
2003290,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.75,7.5,6.75,,,,9.8,9.0,2022
2003291,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,8.5,7.25,,,,5.4,8.5,2022
2003292,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.0,7.5,7.5,,,,8.2,9.25,2022
2003293,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.5,8.5,8.25,,,,7.4,8.75,2022
2003294,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.25,5.25,7.5,,,,8.8,7.75,2022
2003295,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.0,,,5.75,,4.0,5.2,,2022
2003296,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.5,7.75,6.75,,,,6.6,9.5,2022
2003297,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5.5,4.5,6.25,,,,6.0,7.25,2022
2003298,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,5.5,8.0,,,,6.8,8.75,2022
2003299,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,5.25,,,3.5,,6.0,4.6,,2022
2003300,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,5.75,5.5,7.25,,,,6.0,7.25,2022
