SBD,Sở GD,Toán,Văn,Sử,Địa,Lí,Hoá,Sinh,Ngoại ngữ,GDCD,Năm thi
2005896,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5.5,,,6.25,,5.5,5.0,,2021
2005897,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,,,5.5,,4.75,9.8,,2021
2005898,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,8.0,6.25,7.5,,,,9.2,8.75,2021
2005899,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.75,,,7.0,,4.75,7.4,,2021
2005900,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,7.25,3.0,6.0,,,,7.2,8.5,2021
2005901,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.5,,,5.5,,9.25,9.6,,2021
2005902,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5.0,,,9.0,,6.25,9.6,,2021
2005903,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,4.0,,,8.25,,8.0,9.6,,2021
2005904,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,6.25,,,8.5,,5.5,10.0,,2021
2005905,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.0,6.0,4.75,7.25,,,,5.2,8.5,2021
2005906,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.0,,,7.0,,5.75,9.6,,2021
2005907,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,5.75,,,9.0,,7.25,9.8,,2021
2005908,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,8.0,,5.75,9.6,,2021
2005909,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.4,7.75,,,7.75,,7.5,9.2,,2021
2005910,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,5.25,,,9.5,,7.25,8.8,,2021
2005911,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.58,,,7.25,,4.25,6.6,,2021
2005912,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.8,8.0,,,7.0,,9.25,,,2021
2005913,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.5,,,7.0,,5.5,9.6,,2021
2005914,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,7.5,6.0,7.5,,,,6.4,8.25,2021
2005915,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,5.75,,,7.0,,5.0,5.0,,2021
2005916,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,4.25,,,4.25,,10.0,9.2,,2021
2005917,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.0,,,6.0,,7.25,10.0,,2021
2005918,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,5.5,4.5,8.0,,,,9.6,8.0,2021
2005919,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.75,,,6.5,,8.5,,,2021
2005920,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,7.0,,,5.5,,9.75,9.8,,2021
2005921,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.0,6.75,5.0,7.0,,,,7.2,8.25,2021
2005922,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,,,7.75,,7.75,9.2,,2021
2005923,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.25,,,8.25,,6.75,10.0,,2021
2005924,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.25,,,9.0,,7.5,9.2,,2021
2005925,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,5.5,,,7.25,,5.25,10.0,,2021
2005926,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.25,7.75,7.25,,,,,8.5,2021
2005927,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.75,,,8.0,,5.0,7.2,,2021
2005928,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,6.25,,,8.5,,8.0,10.0,,2021
2005929,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.0,,,6.25,,5.75,7.8,,2021
2005930,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,6.0,,,6.25,,7.25,9.4,,2021
2005931,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,4.0,,,8.75,,7.25,9.2,,2021
2005932,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,,,4.75,,4.75,4.6,,2021
2005933,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.0,,,6.5,,4.75,5.2,,2021
2005934,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.0,,,6.5,,5.0,8.8,,2021
2005935,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.5,7.75,9.0,,,,9.6,9.5,2021
2005936,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.5,,,5.75,,9.75,10.0,,2021
2005937,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.0,,,4.25,,3.5,5.4,,2021
2005938,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.0,,,9.0,,6.0,9.0,,2021
2005939,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.25,8.5,8.25,,,,8.4,9.0,2021
2005940,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,5.5,,,5.75,,10.0,8.6,,2021
2005941,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,8.0,,,7.0,,6.5,10.0,,2021
2005942,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.75,,,7.0,,6.75,,,2021
2005943,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,8.0,5.75,7.25,,,,9.2,8.25,2021
2005944,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.5,4.5,5.75,,,,8.0,8.5,2021
2005945,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.0,,,6.75,,5.5,9.2,,2021
2005946,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,,,4.75,,8.5,9.0,,2021
2005947,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.25,7.25,7.75,,,,9.6,9.25,2021
2005948,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.0,,,7.25,,7.0,9.6,,2021
2005949,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,5.25,,,8.5,,6.5,9.4,,2021
2005950,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,5.75,3.5,6.25,,,,7.8,6.75,2021
2005951,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5.5,,,5.25,,4.0,9.2,,2021
2005952,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.0,,,5.75,,4.75,8.0,,2021
2005953,Sở GD&ĐT Thành Phố Hồ Chí Minh,3.4,4.5,4.25,7.0,,,,4.6,7.5,2021
2005954,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.25,5.75,6.75,,,,6.6,9.25,2021
2005955,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.5,,,7.5,,7.25,9.6,,2021
2005956,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,8.25,9.25,9.0,,,,10.0,9.25,2021
2005957,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,5.5,,,7.75,,4.0,9.8,,2021
2005958,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,5.75,,,8.0,,4.5,8.8,,2021
2005959,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.75,,,5.75,,5.25,6.4,,2021
2005961,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,5.75,,,8.0,,5.25,9.2,,2021
2005962,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6.5,,,5.75,,5.75,5.8,,2021
2005963,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.0,,,5.5,,5.25,8.2,,2021
2005964,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.6,7.25,,,9.0,,6.75,9.2,,2021
2005965,Sở GD&ĐT Thành Phố Hồ Chí Minh,3.4,5.75,2.75,5.75,,,,7.8,8.0,2021
2005966,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,5.75,,,5.75,,9.75,9.0,,2021
2005967,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.0,5.5,,,3.5,,4.0,3.0,,2021
2005968,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,8.0,,,7.25,,7.5,9.4,,2021
2005970,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.75,3.25,5.75,,,,4.4,7.0,2021
2005971,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.25,,,7.25,,5.5,9.8,,2021
2005972,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.75,,,7.0,,8.25,9.4,,2021
2005973,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.0,5.5,7.5,,,,9.6,9.75,2021
2005974,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,5.5,,,8.75,,7.25,,,2021
2005975,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,6.5,,,6.5,,4.5,7.8,,2021
2005976,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.8,6.75,3.5,6.0,,,,6.4,7.0,2021
2005977,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.5,,,7.0,,9.0,8.6,,2021
2005978,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,6.0,7.25,7.75,,,,6.8,9.75,2021
2005979,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.4,6.75,,,8.25,,7.0,9.6,,2021
2005980,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6.75,,,4.5,,3.5,7.2,,2021
2005981,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.0,,,5.0,,9.0,7.2,,2021
2005982,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,8.25,,,7.75,,7.25,10.0,,2021
2005983,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,6.0,,,4.25,,6.5,6.2,,2021
2005984,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.0,,,4.75,,4.25,7.0,,2021
2005985,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.25,4.5,7.0,,,,9.2,7.5,2021
2005988,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,8.0,,,7.5,,7.75,9.2,,2021
2005989,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.5,,,8.25,,7.25,9.8,,2021
2005990,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.0,,,6.75,,6.25,9.8,,2021
2005991,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.75,,,6.5,,6.0,5.8,,2021
2005992,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,5.75,7.75,,,,9.4,8.25,2021
2005993,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.75,,,6.0,,5.5,8.8,,2021
2005994,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.0,,,6.75,,5.75,8.6,,2021
2005995,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.5,,,5.75,,6.0,7.4,,2021
2005996,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5.0,,,3.25,,3.75,6.6,,2021
2005997,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,3.25,,,7.5,,5.0,9.6,,2021
2005998,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.25,,,4.75,,9.25,9.4,,2021
2005999,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.5,7.0,7.75,,,,,9.75,2021
2006000,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.5,,,7.5,,7.0,9.4,,2021
2006001,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.75,7.0,7.0,,,,,8.5,2021
2006002,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.6,7.0,,,7.25,,7.5,9.0,,2021
2006003,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.0,,,4.75,,6.5,,,2021
2006004,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,7.5,,,6.5,,10.0,,,2021
2006005,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,3.0,,,8.25,,5.75,,,2021
2006006,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.6,6.0,,,7.5,,8.0,,,2021
2006007,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,6.25,,,6.0,,9.0,,,2021
2006008,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.0,,,8.0,,7.75,,,2021
2006009,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.0,,,5.25,,9.0,,,2021
2006010,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,4.5,,,5.75,,7.75,,,2021
2006011,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.75,,,5.0,,8.75,,,2021
2006012,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,6.25,,8.0,,,2021
2006013,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,7.5,,,6.0,,6.0,6.4,,2021
2006014,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,7.5,,,6.75,,7.5,8.0,,2021
2006015,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.5,,,7.25,,7.0,9.0,,2021
2006016,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.0,,,5.5,,7.25,9.0,,2021
2006017,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.5,,,6.5,,4.25,5.8,,2021
2006018,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.0,,,8.25,,7.5,10.0,,2021
2006019,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,4.75,,,6.5,,4.5,4.4,,2021
2006020,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5.75,4.25,7.0,,,,7.8,9.5,2021
2006021,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.0,4.5,7.0,,,,5.8,7.75,2021
2006022,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.0,,,6.5,,7.0,6.0,,2021
2006023,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,6.0,5.0,7.25,,,,9.4,9.5,2021
2006024,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.0,4.0,6.75,,,,5.6,7.0,2021
2006025,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,4.5,5.5,6.0,,,,4.4,8.5,2021
2006026,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.0,,,6.0,,5.75,9.4,,2021
2006027,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.0,,,6.25,,5.75,4.4,,2021
2006028,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.75,7.0,7.5,,,,5.8,8.5,2021
2006029,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,5.5,3.75,5.25,,,,1.4,7.25,2021
2006030,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,5.75,,,5.75,,5.75,4.8,,2021
2006031,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.0,5.0,8.0,,,,9.4,8.75,2021
2006032,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.0,5.5,9.0,,,,3.4,6.75,2021
2006033,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.5,,,5.75,,4.0,6.8,,2021
2006035,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.5,,,6.0,,5.75,3.2,,2021
2006036,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.5,,,5.25,,4.5,4.0,,2021
2006037,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,7.25,6.75,7.25,,,,8.4,8.75,2021
2006038,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,2.0,,,4.5,,4.0,4.4,,2021
2006039,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.5,6.75,8.25,,,,9.2,9.25,2021
2006040,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,,,4.75,,5.75,7.4,,2021
2006041,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,5.75,,,5.5,,4.5,5.2,,2021
2006042,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.75,5.75,7.5,,,,,9.5,2021
2006043,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.0,,,7.25,,6.0,8.6,,2021
2006044,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6.0,5.25,6.75,,,,9.4,8.5,2021
2006045,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.25,,,7.0,,4.75,8.6,,2021
2006047,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,5.42,,,6.0,,5.25,5.2,,2021
2006048,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,6.75,6.5,,,,5.2,8.5,2021
2006049,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.5,3.5,7.25,,,,2.8,8.0,2021
2006050,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.75,,,6.5,,5.25,5.0,,2021
2006051,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,7.0,8.0,7.5,,,,4.8,8.5,2021
2006052,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.25,,,5.5,,6.75,5.6,,2021
2006053,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,2.75,7.25,,,,9.0,8.25,2021
2006054,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.25,,,6.25,,7.5,5.0,,2021
2006055,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.0,5.5,6.25,,,,7.0,7.5,2021
2006056,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.0,8.0,9.0,,,,7.0,10.0,2021
2006057,Sở GD&ĐT Thành Phố Hồ Chí Minh,3.0,7.0,3.0,5.25,,,,2.8,8.5,2021
2006058,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.0,,,7.25,,6.5,6.2,,2021
2006059,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.0,,,7.0,,4.0,6.0,,2021
2006060,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6.75,7.5,8.0,,,,3.2,9.25,2021
2006061,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,,,5.75,,3.25,10.0,,2021
2006062,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.25,,,6.75,,6.75,7.8,,2021
2006063,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,8.0,8.75,,,,9.6,9.75,2021
2006064,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.0,,,5.5,,4.75,8.8,,2021
2006065,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.0,7.75,7.75,,,,7.2,9.25,2021
2006066,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.0,,,6.0,,5.75,6.6,,2021
2006067,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.5,8.5,8.5,,,,5.4,9.75,2021
2006068,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.0,5.75,3.75,6.75,,,,7.6,8.5,2021
2006069,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.5,8.75,9.0,,,,5.8,9.25,2021
2006070,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.75,,,6.75,,4.75,5.0,,2021
2006071,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.0,4.0,6.75,,,,3.0,8.5,2021
2006072,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.25,4.25,6.0,,,,5.8,9.25,2021
2006073,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.0,8.25,8.0,,,,,9.25,2021
2006074,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.25,,,6.5,,4.5,,,2021
2006075,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,8.25,8.0,8.75,,,,8.4,9.5,2021
2006076,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,7.75,4.25,5.5,,,,5.6,7.25,2021
2006077,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.0,,,3.5,,3.5,7.4,,2021
2006078,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.4,6.75,2.25,6.5,,,,3.8,6.5,2021
2006079,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.5,4.5,6.5,,,,8.4,8.5,2021
2006080,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,6.75,8.5,,,,8.8,9.25,2021
2006081,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,7.0,4.5,7.5,,,,4.8,9.5,2021
2006082,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.5,2.0,7.0,,,,6.0,7.0,2021
2006084,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5.5,,,5.0,,7.5,8.4,,2021
2006086,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.0,7.0,9.0,,,,4.4,9.25,2021
2006087,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.0,,,5.25,,6.5,6.6,,2021
2006088,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,6.5,3.75,7.0,,,,6.8,8.5,2021
2006089,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.25,,,5.5,,5.75,5.2,,2021
2006090,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,6.0,8.25,,,,3.6,8.5,2021
2006091,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,5.0,5.0,5.75,,,,6.2,8.5,2021
2006092,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.5,5.5,7.0,,,,9.6,9.25,2021
2006093,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.0,5.5,2.75,6.0,,,,3.2,7.5,2021
2006094,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,,,5.0,,4.0,8.4,,2021
2006095,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,,,5.0,,8.75,8.2,,2021
2006096,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,7.25,3.5,6.5,,,,3.6,9.5,2021
2006097,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,6.25,5.0,7.0,,,,2.6,9.25,2021
2006098,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,,,6.75,,6.75,6.0,,2021
2006099,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,5.0,4.5,5.5,,,,3.8,6.25,2021
2006100,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.4,5.25,,,7.75,,5.25,9.4,,2021
2006101,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.8,6.25,5.5,7.5,,,,3.6,8.75,2021
2006102,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,5.25,,,5.5,,4.25,4.2,,2021
2006103,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.0,,,7.5,,8.0,8.4,,2021
2006104,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.6,6.5,2.5,7.25,,,,4.4,7.75,2021
2006105,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.0,,,5.0,,5.75,8.8,,2021
2006106,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.5,5.25,7.5,,,,9.4,9.5,2021
2006107,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.25,,,6.75,,4.5,9.0,,2021
2006108,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,5.5,8.0,,,,4.0,9.75,2021
2006109,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.25,,,7.75,,6.5,8.4,,2021
2006110,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.5,,,6.0,,6.0,4.4,,2021
2006111,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.75,3.5,7.25,,,,2.8,9.5,2021
2006112,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.0,4.5,6.5,,,,3.0,8.5,2021
2006113,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,4.5,,,5.75,,4.5,3.0,,2021
2006114,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.25,4.5,6.5,,,,7.2,8.25,2021
2006115,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,7.75,6.75,8.25,,,,5.6,9.5,2021
2006116,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.25,4.25,6.5,,,,4.8,8.0,2021
2006117,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,8.0,,,5.75,,5.0,4.6,,2021
2006118,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,6.0,,,7.0,,5.75,7.8,,2021
2006120,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.0,,,5.75,,4.0,7.2,,2021
2006121,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.5,,,6.25,,6.5,7.6,,2021
2006122,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.75,6.75,7.5,,,,10.0,8.75,2021
2006123,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,7.0,8.25,9.75,,,,3.8,9.0,2021
2006124,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,4.75,,,8.75,,4.5,7.6,,2021
2006125,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.75,,,7.0,,6.5,7.2,,2021
2006126,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.25,7.75,8.25,,,,7.2,9.25,2021
2006127,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,6.25,3.0,6.5,,,,3.0,8.75,2021
2006128,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,5.75,7.5,,,,10.0,9.75,2021
2006129,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,6.75,6.75,7.75,,,,2.0,9.25,2021
2006130,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.25,,,6.0,,6.5,6.8,,2021
2006131,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.0,5.5,7.25,7.25,,,,3.4,9.5,2021
2006132,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,7.75,5.75,6.75,,,,5.4,7.75,2021
2006133,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.75,6.75,7.0,,,,3.4,9.0,2021
2006134,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.0,,,6.25,,5.5,6.4,,2021
2006135,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,6.0,,6.0,6.0,,2021
2006136,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.0,4.0,5.0,,,,7.6,8.25,2021
2006137,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.5,8.25,7.5,,,,8.6,9.75,2021
2006138,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,5.0,4.5,7.0,,,,2.0,8.5,2021
2006139,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.5,4.5,9.0,,,,7.0,9.75,2021
2006140,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,7.5,,5.75,2.4,,2021
