Trường đào tạo,Mã ngành,Tên ngành,Tổ hợp môn,Điểm chuẩn,Ghi chú
KHA - Đại Học Kinh Tế Quốc Dân,EP17,Kỹ thuật phần mềm,A00; A01; D01; D07,34.06,Môn Toán hệ số 2
KHA - Đại Học Kinh Tế Quốc Dân,EP18,Quản trị giải trí và sự kiện,A01; D01; D09; D10,36.55,Môn Tiếng Anh hệ số 2
KHA - Đại Học Kinh Tế Quốc Dân,EPMP,Quản lý công và Chính sách (E-PMP)/ngành Kinh tế,A00; A01; D01; D07,26.7,
KHA - Đại Học Kinh Tế Quốc Dân,POHE1,Quản trị khách sạn,A01; D01; D07; D09,35.8,Môn Tiếng Anh hệ số 2
KHA - Đại Học Kinh Tế Quốc Dân,POHE2,Quản trị lữ hành,A01; D01; D07; D09,35.75,Môn Tiếng Anh hệ số 2
KHA - Đại Học Kinh Tế Quốc Dân,POHE3,Truyền thông Marketing,A01; D01; D07; D09,37.49,Môn Tiếng Anh hệ số 2
KHA - Đại Học Kinh Tế Quốc Dân,POHE4,Luật kinh doanh,A01; D01; D07; D09,35.26,Môn Tiếng Anh hệ số 2
KHA - Đại Học Kinh Tế Quốc Dân,POHE5,Quản trị kinh doanh thương mại,A01; D01; D07; D09,36.59,Môn Tiếng Anh hệ số 2
KHA - Đại Học Kinh Tế Quốc Dân,POHE6,Quản lý thị trường,A01; D01; D07; D09,35.88,Môn Tiếng Anh hệ số 2
KHA - Đại Học Kinh Tế Quốc Dân,POHE7,Thẩm định giá,A01; D01; D07; D09,36.05,Môn Tiếng Anh hệ số 2
BKA - Đại Học Bách Khoa Hà Nội,BF-E12,Kỹ thuật Thực phẩm (CT tiên tiến),A00; B00; D07,22,
BKA - Đại Học Bách Khoa Hà Nội,BF-E19,Kỹ thuật sinh học (CT tiên tiến),A00; B00; D07,22,
BKA - Đại Học Bách Khoa Hà Nội,BF1,Kỹ thuật Sinh học,A00; B00; D07,24,
BKA - Đại Học Bách Khoa Hà Nội,BF2,Kỹ thuật Thực phẩm,A00; B00; D07,24.54,
BKA - Đại Học Bách Khoa Hà Nội,CH-E11,Kỹ thuật Hóa dược (CT tiên tiến),A00; A01; D07,24.34,
BKA - Đại Học Bách Khoa Hà Nội,CH1,Kỹ thuật Hóa học,A00; B00; D07,24.38,
BKA - Đại Học Bách Khoa Hà Nội,CH2,Hóa học,A00; B00; D07,23.81,
BKA - Đại Học Bách Khoa Hà Nội,ED2,Công nghệ Giáo dục,A00; A01; D01,25.3,
BKA - Đại Học Bách Khoa Hà Nội,ED3,Quản lý giáo dục,A00; A01; D01,24.78,
BKA - Đại Học Bách Khoa Hà Nội,EE-E18,Hệ thống điện và năng lượng tái tạo (CT tiên tiến),A00; A01,25.8,
BKA - Đại Học Bách Khoa Hà Nội,EE-E8,Kỹ thuật Điều khiển - Tự động hoá (CT tiên tiến),A00; A01,27.54,
BKA - Đại Học Bách Khoa Hà Nội,EE-EP,Tin học công nghiệp và Tự động hóa (Chương trình Việt - Pháp PFIEV),A00; A01; D29,26.22,
BKA - Đại Học Bách Khoa Hà Nội,EE1,Kỹ thuật điện,A00; A01,26.81,
BKA - Đại Học Bách Khoa Hà Nội,EE2,Kỹ thuật điều khiển - Tự động hóa,A00; A01,28.16,
BKA - Đại Học Bách Khoa Hà Nội,EM-E13,Phân tích kinh doanh (CT tiên tiến),A01; D01; D07,25.5,
BKA - Đại Học Bách Khoa Hà Nội,EM-E14,Logistics và Quản lý chuỗi cung ứng (CT tiên tiến),A01; D01; D07,26.06,
BKA - Đại Học Bách Khoa Hà Nội,EM1,Quản lý năng lượng,A00; A01; D01,25.4,
BKA - Đại Học Bách Khoa Hà Nội,EM2,Quản lý Công nghiệp,A00; A01; D01,25.6,
BKA - Đại Học Bách Khoa Hà Nội,EM3,Quản trị Kinh doanh,A00; A01; D01,25.77,
BKA - Đại Học Bách Khoa Hà Nội,EM4,Kế toán,A00; A01; D01,25.8,
BKA - Đại Học Bách Khoa Hà Nội,EM5,Tài chính - Ngân hàng,A00; A01; D01,25.91,
BKA - Đại Học Bách Khoa Hà Nội,ET-E16,Truyền thông số và Kỹ thuật đa phương tiện (CT tiên tiến),A00; A01,26.61,
BKA - Đại Học Bách Khoa Hà Nội,ET-E4,Kỹ thuật Điện tử - Viễn thông (CT tiên tiến),A00; A01,27.03,
BKA - Đại Học Bách Khoa Hà Nội,ET-E5,Kỹ thuật Y sinh (CT tiên tiến),A00; A01,25.08,
BKA - Đại Học Bách Khoa Hà Nội,ET-E9,Hệ thống nhúng thông minh và IoT (CT tiên tiến),A00; A01; D28,27.21,
BKA - Đại Học Bách Khoa Hà Nội,ET-LUH,Điện tử - Viễn thông - ĐH Leibniz Hannover (CHLB Đức),A00; A01; D26,25.65,
BKA - Đại Học Bách Khoa Hà Nội,ET1,Kỹ thuật Điện tử - Viễn thông,A00; A01,27.41,
BKA - Đại Học Bách Khoa Hà Nội,ET2,Kỹ thuật Y sinh,A00; A01; B00,25.8,
BKA - Đại Học Bách Khoa Hà Nội,EV1,Kỹ thuật Môi trường,A00; B00; D07,22.1,
BKA - Đại Học Bách Khoa Hà Nội,EV2,Quản lý Tài nguyên và Môi trường,A00; B00; D07,21.78,
BKA - Đại Học Bách Khoa Hà Nội,FL1,Tiếng Anh KHKT và Công nghệ,D01,25,
BKA - Đại Học Bách Khoa Hà Nội,FL2,Tiếng Anh chuyên nghiệp quốc tế,D01,23.81,
BKA - Đại Học Bách Khoa Hà Nội,HE1,Kỹ thuật Nhiệt,A00; A01,25.2,
BKA - Đại Học Bách Khoa Hà Nội,IT-E10,Khoa học dữ liệu và Trí tuệ nhân tạo (CT tiên tiến),A00; A01,28.22,
BKA - Đại Học Bách Khoa Hà Nội,IT-E15,An toàn không gian số - Cyber security (CT tiên tiến),A00; A01,27.9,
BKA - Đại Học Bách Khoa Hà Nội,IT-E6,Công nghệ Thông tin (Việt – Nhật),A00; A01; D28,27.35,
BKA - Đại Học Bách Khoa Hà Nội,IT-E7,Công nghệ Thông tin (Global ICT),A00; A01,28.01,
BKA - Đại Học Bách Khoa Hà Nội,IT-EP,Công nghệ Thông tin (Việt-Pháp),A00; A01; D29,27.35,
BKA - Đại Học Bách Khoa Hà Nội,IT1,CNTT: Khoa học Máy tính,A00; A01,28.53,
BKA - Đại Học Bách Khoa Hà Nội,IT2,CNTT: Kỹ thuật Máy tính,A00; A01,28.48,
BKA - Đại Học Bách Khoa Hà Nội,ME-E1,Kỹ thuật Cơ điện tử (CT tiên tiến),A00; A01,26.38,
BKA - Đại Học Bách Khoa Hà Nội,ME-GU,Cơ khí Chế tạo máy – hợp tác với trường ĐH Griffith (Úc),A00; A01,24.89,
BKA - Đại Học Bách Khoa Hà Nội,ME-LUH,Cơ điện tử - hợp tác với ĐH Leibniz Hannover (CHLB Đức),A00; A01; D26,25.24,
BKA - Đại Học Bách Khoa Hà Nội,ME-NUT,Cơ điện tử - hợp tác với ĐHCN Nagaoka (Nhật Bản),A00; A01; D28,25.11,
BKA - Đại Học Bách Khoa Hà Nội,ME1,Kỹ thuật Cơ điện tử,A00; A01,27.49,
BKA - Đại Học Bách Khoa Hà Nội,ME2,Kỹ thuật Cơ khí,A00; A01,25.8,
BKA - Đại Học Bách Khoa Hà Nội,MI1,Toán - Tin,A00; A01,27.35,
BKA - Đại Học Bách Khoa Hà Nội,MI2,Hệ thống Thông tin quản lý,A00; A01,27.34,
BKA - Đại Học Bách Khoa Hà Nội,MS-E3,Khoa học và Kỹ thuật Vật liệu (CT tiên tiến),A00; A01; D07,24,
BKA - Đại Học Bách Khoa Hà Nội,MS1,Kỹ thuật Vật liệu,A00; A01; D07,24.9,
BKA - Đại Học Bách Khoa Hà Nội,MS2,Kỹ thuật Vi điện tử và Công nghệ nano,A00; A01; D07,27.64,
BKA - Đại Học Bách Khoa Hà Nội,MS3,Công nghệ vật liệu Polyme và Compozit,A00; A01; D07,25,
BKA - Đại Học Bách Khoa Hà Nội,MS5,Kỹ thuật in,A00; A01; D07,24,
BKA - Đại Học Bách Khoa Hà Nội,PH1,Vật lý Kỹ thuật,A00; A01,25.87,
BKA - Đại Học Bách Khoa Hà Nội,PH2,Kỹ thuật Hạt nhân,A00; A01; A02,24.64,
BKA - Đại Học Bách Khoa Hà Nội,PH3,Vật lý Y khoa,A00; A01; A02,25.31,
BKA - Đại Học Bách Khoa Hà Nội,TE-E2,Kỹ thuật Ô tô (CT tiên tiến),A00; A01,25.9,
BKA - Đại Học Bách Khoa Hà Nội,TE-EP,Cơ khí hàng không (Chương trình Việt - Pháp PFIEV),A00; A01; D29,24.86,
BKA - Đại Học Bách Khoa Hà Nội,TE1,Kỹ thuật Ô tô,A00; A01,26.99,
BKA - Đại Học Bách Khoa Hà Nội,TE2,Kỹ thuật Cơ khí động lực,A00; A01,26.12,
BKA - Đại Học Bách Khoa Hà Nội,TE3,Kỹ thuật Hàng không,A00; A01,26.22,
BKA - Đại Học Bách Khoa Hà Nội,TROY-BA,Quản trị Kinh doanh - Hợp tác với ĐH Troy (Hoa Kỳ),A00; A01; D01,21,
BKA - Đại Học Bách Khoa Hà Nội,TROY-IT,Khoa học Máy tính - hợp tác với ĐH Troy (Hoa Kỳ),A00; A01; D01,21,
BKA - Đại Học Bách Khoa Hà Nội,TX1,Công nghệ Dệt May,A00; A01; D07,22.5,
HTC - Học Viện Tài chính,7220201,Ngôn ngữ Anh,A01; D01; D07,34.73,Tiếng Anh hệ số 2
HTC - Học Viện Tài chính,7310101,Kinh tế,A01; D01; D07,26.13,
HTC - Học Viện Tài chính,7340101,Quản trị kinh doanh,A00; A01; D01; D07,26.22,
HTC - Học Viện Tài chính,73402011,Tài chính - Ngân hàng 1,A00; A01; D01; D07,26.38,
HTC - Học Viện Tài chính,73402012,Tài chính - Ngân hàng 2,A00; A01; D01; D07,26.85,
HTC - Học Viện Tài chính,73402013,Tài chính - Ngân hàng 3,A00; A01; D01; D07,26.22,
HTC - Học Viện Tài chính,7340201C06,Hải quan và Logistics (theo định hướng FIATA),A01; D01; D07,36.15,"CT định hướng CCQT, Tiếng Anh hệ số 2"
HTC - Học Viện Tài chính,7340201C09,Phân tích tài chính (theo định hướng ICAEW),A01; D01; D07,35.36,"CT định hướng CCQT, Tiếng Anh hệ số 2"
HTC - Học Viện Tài chính,7340201C11,Tài chính doanh nghiệp (theo định hướng ACCA),A01; D01; D07,35.4,"CT định hướng CCQT, Tiếng Anh hệ số 2"
HTC - Học Viện Tài chính,7340301,Kế toán,A00; A01; D01; D07,26.45,
HTC - Học Viện Tài chính,7340301C21,Kế toán doanh nghiệp (theo định hướng ACCA),A01; D01; D07,34.35,"CT định hướng CCQT, Tiếng Anh hệ số 2"
HTC - Học Viện Tài chính,7340301C22,Kiểm toán (theo định hướng ICAEW),A01; D01; D07,35.7,"CT định hướng CCQT, Tiếng Anh hệ số 2"
HTC - Học Viện Tài chính,7340401C35,Digital Marketing (theo định hướng ICDL),A01; D01; D07,35.31,"CT định hướng CCQT, Tiếng Anh hệ số 2"
HTC - Học Viện Tài chính,7340405,Hệ thống thông tin quản lý,A00; A01; D01; D07,26.03,
NHH - Học Viện Ngân Hàng,ACT01,Kế toán (Chương trình Chất lượng cao),A00; A01; D01; D07,34,"Thang điểm 40, Toán x2"
NHH - Học Viện Ngân Hàng,ACT02,Kế toán,A00; A01; D01; D07,26.25,
NHH - Học Viện Ngân Hàng,ACT03,"Kế toán (Liên kết với ĐH Sunderland, Anh quốc. Cấp song bằng)",A00; A01; D01; D07,24,
NHH - Học Viện Ngân Hàng,ACT04,Kiểm toán,A00; A01; D01; D07,26.5,
NHH - Học Viện Ngân Hàng,BANK01,Ngân hàng (Chương trình Chất lượng cao),A00; A01; D01; D07,34,"Thang điểm 40, Toán x2"
NHH - Học Viện Ngân Hàng,BANK02,Ngân hàng,A00; A01; D01; D07,26.2,
NHH - Học Viện Ngân Hàng,BANK03,Ngân hàng số,A00; A01; D01; D07,26.13,
NHH - Học Viện Ngân Hàng,BANK04,"Tài chính-Ngân hàng (Liên kết với ĐH Sunderland, Anh quốc. Cấp song bằng)",A00; A01; D01; D07,24.5,
NHH - Học Viện Ngân Hàng,BANK05,"Ngân hàng và Tài chính quốc té (Liên kết với ĐH Coventry, Anh quốc. Cấp song bằng)",A00; A01; D01; D07,24,
NHH - Học Viện Ngân Hàng,BANK06,Ngân hàng và Tài chính quốc tế (Chương trình Chất lượng cao),A00; A01; D01; D07,33.8,"Thang điểm 40, Toán x2"
NHH - Học Viện Ngân Hàng,BUS01,Quản trị kinh doanh (Chương trình Chất lượng cao),A00; A01; D01; D07,33.9,"Thang điểm 40, Toán x2"
NHH - Học Viện Ngân Hàng,BUS02,Quản trị kinh doanh,A00; A01; D01; D07,26.33,
NHH - Học Viện Ngân Hàng,BUS03,Quản trị du lịch,A01; D01; D07; D09,25.6,
NHH - Học Viện Ngân Hàng,BUS04,"Quản trị kinh doanh (Liên kết với ĐH CityU, Hoa kỳ. Cấp song bằng)",A00; A01; D01; D07,23,
NHH - Học Viện Ngân Hàng,BUS05,"Marketing số (Liên kết với ĐH Coventry, Anh quốc. Cấp một bằng của đối tác)",A00; A01; D01; D07,24.8,
NHH - Học Viện Ngân Hàng,BUS06,Marketing số (Chương trình Chất lượng cao),A00; A01; D01; D07,34,"Thang điểm 40, Toán x2"
NHH - Học Viện Ngân Hàng,ECON01,Kinh tế đầu tư,A01; D01; D07; D09,26.05,
NHH - Học Viện Ngân Hàng,ECON02,Kinh tế đầu tư (Chương trình Chất lượng cao),A01; D01; D07; D09,34,"Thang điểm 40, Toán x2"
NHH - Học Viện Ngân Hàng,FIN01,Tài chính (Chương trình Chất lượng cao),A00; A01; D01; D07,34.2,"Thang điểm 40, Toán x2"
NHH - Học Viện Ngân Hàng,FIN02,Tài chính,A00; A01; D01; D07,26.45,
NHH - Học Viện Ngân Hàng,FIN03,Công nghệ tài chính,A00; A01; D01; D07,26,
NHH - Học Viện Ngân Hàng,FL01,Ngôn ngữ Anh,A01; D01; D07; D09,25.8,
NHH - Học Viện Ngân Hàng,IB01,Kinh doanh quốc tế,A01; D01; D07; D09,27,
NHH - Học Viện Ngân Hàng,IB02,Logistics và quản lý chuỗi cung ứng,A01; D01; D07; D09,26.5,
NHH - Học Viện Ngân Hàng,IB03,"Kinh doanh quốc tế (Liên kết với ĐH Coventry, Anh quốc. Cấp song bằng)",A00; A01; D01; D07,24.2,
NHH - Học Viện Ngân Hàng,IB04,Kinh doanh quốc tế (Chương trình Chất lượng cao),A01; D01; D07; D09,33.9,"Thang điểm 40, Toán x2"
NHH - Học Viện Ngân Hàng,IT01,Công nghệ thông tin,A00; A01; D01; D07,25.8,
NHH - Học Viện Ngân Hàng,LAW01,Luật kinh tế,A00; A01; D01; D07,25.9,
NHH - Học Viện Ngân Hàng,LAW02,Luật kinh tế,C00; C03; D14; D15,28.13,
NHH - Học Viện Ngân Hàng,MIS01,Hệ thống thông tin quản lý,A00; A01; D01; D07,26,
NTH - Trường Đại học Ngoại thương,KDQH1.1,Chương trình tiêu chuẩn Kinh doanh quốc tế,A01; D01; D02; D03; D04; D06; D07,27.6,
NTH - Trường Đại học Ngoại thương,KDQH1.1,Chương trình tiêu chuẩn Kinh doanh quốc tế,A00,28.1,
NTH - Trường Đại học Ngoại thương,KDQH2.1,Chương trình CLC Kinh doanh quốc tế,A01; D01; D02; D03; D04; D06; D07,27.6,
NTH - Trường Đại học Ngoại thương,KDQH2.1,Chương trình CLC Kinh doanh quốc tế,A00,28.1,
NTH - Trường Đại học Ngoại thương,KDQH2.2,Chương trình ĐHNNQT Logistics và Quản lý chuỗi cung ứng,A01; D01; D02; D03; D04; D06; D07,27.6,
NTH - Trường Đại học Ngoại thương,KDQH2.2,Chương trình ĐHNNQT Logistics và Quản lý chuỗi cung ứng,A00,28.1,
NTH - Trường Đại học Ngoại thương,KDQH2.3,Chương trình ĐHNNQT Kinh doanh quốc tế theo mô hình tiên tiến Nhật Bản,A01; D01; D02; D03; D04; D06; D07,27.6,
NTH - Trường Đại học Ngoại thương,KDQH2.3,Chương trình ĐHNNQT Kinh doanh quốc tế theo mô hình tiên tiến Nhật Bản,A00,28.1,
NTH - Trường Đại học Ngoại thương,KDQH2.4,Chương trình ĐHNNQT Kinh doanh số,A01; D01; D02; D03; D04; D06; D07,27.6,
NTH - Trường Đại học Ngoại thương,KDQH2.4,Chương trình ĐHNNQT Kinh doanh số,A00,28.1,
NTH - Trường Đại học Ngoại thương,KDQH4.1,Chương trình tiên tiến i-Hons hợp tác với Đại học Queensland về Kinh doanh quốc tế và Phân tích dữ liệu kinh doanh,A00,28.1,
NTH - Trường Đại học Ngoại thương,KDQH4.1,Chương trình tiên tiến i-Hons hợp tác với Đại học Queensland về Kinh doanh quốc tế và Phân tích dữ liệu kinh doanh,A01; D01; D02; D03; D04; D06; D07,27.6,
NTH - Trường Đại học Ngoại thương,KHMH2.1,Chương trình ĐHNNQT Khoa học máy tính và dữ liệu trong kinh tế và kinh doanh,A00; A01; D07,27.2,
NTH - Trường Đại học Ngoại thương,KTCH2.1,Chương trình ĐHPTQT Kinh tế chính trị quốc tế,A00,27.2,
NTH - Trường Đại học Ngoại thương,KTCH2.1,Chương trình ĐHPTQT Kinh tế chính trị quốc tế,A01; D01; D07,26.7,
NTH - Trường Đại học Ngoại thương,KTEH1.1,Chương trình tiêu chuẩn Kinh tế đối ngoại,A00,28,
NTH - Trường Đại học Ngoại thương,KTEH1.1,Chương trình tiêu chuẩn Kinh tế đối ngoại,A01; D01; D02; D03; D04; D06; D07,27.5,
NTH - Trường Đại học Ngoại thương,KTEH1.2,Chương trình tiêu chuẩn Thương mại quốc tế,A00,28,
NTH - Trường Đại học Ngoại thương,KTEH1.2,Chương trình tiêu chuẩn Thương mại quốc tế,A01; D01; D02; D03; D04; D06; D07,27.5,
NTH - Trường Đại học Ngoại thương,KTEH2.1,Chương trình CLC Kinh tế đối ngoại,A01; D01; D02; D03; D04; D06; D07,27.5,
NTH - Trường Đại học Ngoại thương,KTEH2.1,Chương trình CLC Kinh tế đối ngoại,A00,28,
NTH - Trường Đại học Ngoại thương,KTEH4.1,Chương trình tiên tiến Kinh tế đối ngoại,A01; D01; D02; D03; D04; D06; D07,27.5,
NTH - Trường Đại học Ngoại thương,KTEH4.1,Chương trình tiên tiến Kinh tế đối ngoại,A00,28,
NTH - Trường Đại học Ngoại thương,KTKH1.1,Chương trình tiêu chuẩn Kế toán - Kiểm toán,A00,27.8,
NTH - Trường Đại học Ngoại thương,KTKH1.1,Chương trình tiêu chuẩn Kế toán - Kiểm toán,A01; D01; D02; D03; D04; D06; D07,27.3,
NTH - Trường Đại học Ngoại thương,KTKH2.1,Chương trình ĐHNNQT Kế toán - Kiểm toán theo định hướng ACCA,A00,27.8,
NTH - Trường Đại học Ngoại thương,KTKH2.1,Chương trình ĐHNNQT Kế toán - Kiểm toán theo định hướng ACCA,A01; D01; D02; D03; D04; D06; D07,27.3,
NTH - Trường Đại học Ngoại thương,KTKQ1.1,Chương trình tiêu chuẩn Kế toán - Kiểm toán,A00,27.8,
NTH - Trường Đại học Ngoại thương,KTKQ1.1,Chương trình tiêu chuẩn Kế toán - Kiểm toán,A01; D01; D02; D03; D04; D06; D07,27.3,
NTH - Trường Đại học Ngoại thương,KTQH1.1,Chương trình tiêu chuẩn Kinh tế quốc tế,A00,28,
NTH - Trường Đại học Ngoại thương,KTQH1.1,Chương trình tiêu chuẩn Kinh tế quốc tế,A01; D01; D02; D03; D04; D06; D07,27.5,
NTH - Trường Đại học Ngoại thương,KTQH1.2,Chương trình tiêu chuẩn Kinh tế và Phát triển quốc tế,A00,28,
NTH - Trường Đại học Ngoại thương,KTQH1.2,Chương trình tiêu chuẩn Kinh tế và Phát triển quốc tế,A01; D01; D02; D03; D04; D06; D07,27.5,
NTH - Trường Đại học Ngoại thương,KTQH2.1,Chương trình CLC Kinh tế quốc tế,A00,28,
NTH - Trường Đại học Ngoại thương,KTQH2.1,Chương trình CLC Kinh tế quốc tế,A01; D01; D02; D03; D04; D06; D07,27.5,
NTH - Trường Đại học Ngoại thương,LAWH1.1,Chương trình tiêu chuẩn Luật thương mại quốc tế,A01; D01; D02; D03; D04; D06; D07,27,
NTH - Trường Đại học Ngoại thương,LAWH1.1,Chương trình tiêu chuẩn Luật thương mại quốc tế,A00,27.5,
NTH - Trường Đại học Ngoại thương,LAWH2.1,Chương trình ĐHNNQT Luật Kinh doanh quốc tế theo mô hình thực hành nghề nghiệp,A00,27.5,
NTH - Trường Đại học Ngoại thương,LAWH2.1,Chương trình ĐHNNQT Luật Kinh doanh quốc tế theo mô hình thực hành nghề nghiệp,A01; D01; D02; D03; D04; D06; D07,27,
NTH - Trường Đại học Ngoại thương,MKTH2.1,Chương trình ĐHNNQT Marketing số,A00,28.1,
NTH - Trường Đại học Ngoại thương,MKTH2.1,Chương trình ĐHNNQT Marketing số,A01; D01; D02; D03; D04; D06; D07,27.6,
NTH - Trường Đại học Ngoại thương,NNAH1.1,Chương trình tiêu chuẩn Tiếng Anh Thương mại,D01,27,
NTH - Trường Đại học Ngoại thương,NNAH2.1,Chương trình CLC Tiếng Anh Thương mại,D01,27,
NTH - Trường Đại học Ngoại thương,NNNH1.1,Chương trình tiêu chuẩn Tiếng Nhật thương mại,D06,25.25,
NTH - Trường Đại học Ngoại thương,NNNH1.1,Chương trình tiêu chuẩn Tiếng Nhật thương mại,D01,26,
NTH - Trường Đại học Ngoại thương,NNNH2.1,Chương trình CLC ngành Tiếng Nhật thương mại,D01,26,
NTH - Trường Đại học Ngoại thương,NNNH2.1,Chương trình CLC ngành Tiếng Nhật thương mại,D06,25.25,
NTH - Trường Đại học Ngoại thương,NNPH1.1,Chương trình tiêu chuẩn Tiếng Pháp thương mại,D01,26,
NTH - Trường Đại học Ngoại thương,NNPH1.1,Chương trình tiêu chuẩn Tiếng Pháp thương mại,D03,25.25,
NTH - Trường Đại học Ngoại thương,NNPH2.1,Chương trình CLC Tiếng Pháp thương mại,D01,26,
NTH - Trường Đại học Ngoại thương,NNPH2.1,Chương trình CLC Tiếng Pháp thương mại,D03,25.25,
NTH - Trường Đại học Ngoại thương,NNTH1.1,Chương trình tiêu chuẩn Tiếng Trung Thương mại,D01,28.5,
NTH - Trường Đại học Ngoại thương,NNTH1.1,Chương trình tiêu chuẩn Tiếng Trung Thương mại,D04,27.75,
NTH - Trường Đại học Ngoại thương,NNTH2.1,Chương trình CLC Tiếng Trung Thương mại,D01,28.5,
NTH - Trường Đại học Ngoại thương,NNTH2.1,Chương trình CLC Tiếng Trung Thương mại,D04,27.75,
NTH - Trường Đại học Ngoại thương,NTH01-01,Ngành Luật,A00,27.5,
NTH - Trường Đại học Ngoại thương,NTH01-01,Ngành Luật,A01; D01; D02; D03; D04; D06; D07,27,
NTH - Trường Đại học Ngoại thương,NTH01-02,Ngành Kinh tế,A00,28,
NTH - Trường Đại học Ngoại thương,NTH01-02,Ngành Kinh tế,A01; D01; D02; D03; D04; D06; D07,27.5,
NTH - Trường Đại học Ngoại thương,NTH02,Ngành Quản trị kinh doanh Ngành Kinh doanh quốc tế Ngành quản trị khách sạn Ngành Marketing,A01; D01; D02; D03; D04; D06; D07,27.6,
NTH - Trường Đại học Ngoại thương,NTH02,Ngành Quản trị kinh doanh Ngành Kinh doanh quốc tế Ngành quản trị khách sạn Ngành Marketing,A00,28.1,
NTH - Trường Đại học Ngoại thương,NTH03,Ngành Kế toán Ngành Tài chính - Ngân hàng,A00,27.8,
NTH - Trường Đại học Ngoại thương,NTH03,Ngành Kế toán Ngành Tài chính - Ngân hàng,A01; D01; D02; D03; D04; D06; D07,27.3,
NTH - Trường Đại học Ngoại thương,NTH04,Ngành Ngôn ngữ Anh,D01,27,
NTH - Trường Đại học Ngoại thương,NTH05,Ngành Ngôn ngữ Pháp,D01,26,
NTH - Trường Đại học Ngoại thương,NTH05,Ngành Ngôn ngữ Pháp,D03,25.25,
NTH - Trường Đại học Ngoại thương,NTH06,Ngành Ngôn ngữ Trung,D01,28.5,
NTH - Trường Đại học Ngoại thương,NTH06,Ngành Ngôn ngữ Trung,D04,27.75,
NTH - Trường Đại học Ngoại thương,NTH07,Ngành Ngôn ngữ Nhật,D06,25.25,
NTH - Trường Đại học Ngoại thương,NTH07,Ngành Ngôn ngữ Nhật,D01,26,
NTH - Trường Đại học Ngoại thương,NTH09,Ngành Kinh tế chính trị,A00,27.2,
NTH - Trường Đại học Ngoại thương,NTH09,Ngành Kinh tế chính trị,A01; D01; D07,26.7,
NTH - Trường Đại học Ngoại thương,NTH10,Ngành Khoa học máy tính,A00; A01; D07,27.2,
NTH - Trường Đại học Ngoại thương,QKSH2.1,Chương trình ĐHNNQT Quản trị khách sạn,A00,28.1,
NTH - Trường Đại học Ngoại thương,QKSH2.1,Chương trình ĐHNNQT Quản trị khách sạn,A01; D01; D02; D03; D04; D06; D07,27.6,
NTH - Trường Đại học Ngoại thương,QTKH1.1,Chương trình tiêu chuẩn Quản trị kinh doanh quốc tế,A01; D01; D02; D03; D04; D06; D07,27.6,
NTH - Trường Đại học Ngoại thương,QTKH1.1,Chương trình tiêu chuẩn Quản trị kinh doanh quốc tế,A00,28.1,
NTH - Trường Đại học Ngoại thương,QTKH2.1,Chương trình CLC Quản trị kinh doanh quốc tế,A00,28.1,
NTH - Trường Đại học Ngoại thương,QTKH2.1,Chương trình CLC Quản trị kinh doanh quốc tế,A01; D01; D02; D03; D04; D06; D07,27.6,
NTH - Trường Đại học Ngoại thương,QTKH4.1,Chương trình tiên tiến Quản trị kinh doanh quốc tế,A00,28.1,
NTH - Trường Đại học Ngoại thương,QTKH4.1,Chương trình tiên tiến Quản trị kinh doanh quốc tế,A01; D01; D02; D03; D04; D06; D07,27.6,
NTH - Trường Đại học Ngoại thương,TCHH1.1,Chương trình tiêu chuẩn Tài chính quốc tế,A01; D01; D02; D03; D04; D06; D07,27.3,
NTH - Trường Đại học Ngoại thương,TCHH1.1,Chương trình tiêu chuẩn Tài chính quốc tế,A00,27.8,
NTH - Trường Đại học Ngoại thương,TCHH1.2,Chương trình tiêu chuẩn Ngân hàng,A00,27.8,
NTH - Trường Đại học Ngoại thương,TCHH1.2,Chương trình tiêu chuẩn Ngân hàng,A01; D01; D02; D03; D04; D06; D07,27.3,
NTH - Trường Đại học Ngoại thương,TCHH1.3,Chương trình tiêu chuẩn Phân tích và đầu tư tài chính,A00,27.8,
NTH - Trường Đại học Ngoại thương,TCHH1.3,Chương trình tiêu chuẩn Phân tích và đầu tư tài chính,A01; D01; D02; D03; D04; D06; D07,27.3,
NTH - Trường Đại học Ngoại thương,TCHH2.1,Chương trình CLC Ngân hàng và Tài chính quốc tế,A00,27.8,
NTH - Trường Đại học Ngoại thương,TCHH2.1,Chương trình CLC Ngân hàng và Tài chính quốc tế,A01; D01; D02; D03; D04; D06; D07,27.3,
NTH - Trường Đại học Ngoại thương,TCHH4.1,Chương trình tiên tiến Tài chính - Ngân hàng,A00,27.8,
NTH - Trường Đại học Ngoại thương,TCHH4.1,Chương trình tiên tiến Tài chính - Ngân hàng,A01; D01; D02; D03; D04; D06; D07,27.3,
QSB - Trường Đại Học Bách Khoa HCM,106,Khoa học Máy tính,A00; A01,84.16,Xét tuyển kết hợp
QSB - Trường Đại Học Bách Khoa HCM,107,Kỹ thuật Máy tính,A00; A01,82.87,Xét tuyển kết hợp
QSB - Trường Đại Học Bách Khoa HCM,108,Điện - Điện tử - Viễn thông - Tự động hóa -Thiết kế Vi mạch (Nhóm ngành),A00; A01,80.03,Xét tuyển kết hợp
QSB - Trường Đại Học Bách Khoa HCM,109,Kỹ thuật Cơ khí,A00; A01,73.89,Xét tuyển kết hợp
