SBD,Năm thi,Best_Combo,Best_Combo_Score
2001985,2023,A01,21.8
2001986,2023,D01,20.4
2001987,2023,D01,17.05
2001988,2023,D01,22.85
2001989,2023,A01,17.1
2001990,2023,A01,24.0
2001991,2023,A01,23.9
2001992,2023,D01,21.5
2001993,2023,A01,22.700000000000003
2001994,2023,D01,18.25
2001995,2023,D01,18.15
2001996,2023,D01,21.2
2001997,2023,D01,21.6
2001998,2023,C19,22.5
2001999,2023,C19,23.75
2002000,2023,D01,24.45
2002001,2023,D01,20.450000000000003
2002002,2023,D01,18.3
2000001,2022,A01,24.950000000000003
2000002,2022,A01,25.3
2000003,2022,A01,19.1
2000004,2022,A01,25.85
2000005,2022,D01,23.85
2000006,2022,A01,23.799999999999997
2000007,2022,D01,19.85
2000008,2022,A01,23.9
2000009,2022,C19,23.75
2000010,2022,D01,22.6
2000011,2022,D01,23.9
2000012,2022,A01,22.15
2000013,2022,D01,19.8
2000014,2022,A01,24.95
2000015,2022,D14,23.75
2000016,2022,D01,21.9
2000017,2022,D14,23.4
2000018,2022,A01,26.5
2000019,2022,A01,20.5
2000020,2022,D01,24.2
2000021,2022,A01,25.5
2000022,2022,A01,23.75
2000023,2022,A01,23.4
2000024,2022,A01,21.45
2000025,2022,D01,25.45
2000026,2022,D01,23.200000000000003
2000027,2022,D01,23.85
2000028,2022,A01,25.200000000000003
2000029,2022,D01,22.85
2000030,2022,D01,23.1
2000031,2022,D01,21.5
2000032,2022,A01,18.9
2000033,2022,D14,24.15
2000034,2022,D14,21.75
2000035,2022,D01,24.700000000000003
2000036,2022,D14,21.85
2000037,2022,D01,20.2
2000038,2022,A01,20.85
2000039,2022,C19,22.25
2000040,2022,A01,25.25
2000041,2022,C19,23.0
2000042,2022,D01,24.25
2000043,2022,A01,24.15
2000044,2022,D01,21.85
2000045,2022,D01,18.55
2000046,2022,C19,23.75
2000047,2022,A01,25.25
2000048,2022,D01,25.1
2000049,2022,D01,23.15
2000050,2022,D01,20.85
2000051,2022,A01,22.0
2000052,2022,D14,24.35
2000053,2022,C19,23.5
2000054,2022,D01,20.65
2000055,2022,D01,24.8
2000056,2022,D01,21.549999999999997
2000057,2022,D01,23.6
2000058,2022,D01,22.15
2000059,2022,D01,23.700000000000003
2000060,2022,D14,25.05
2000061,2022,C19,23.0
2000062,2022,A01,23.85
2000063,2022,A01,24.65
2000064,2022,C19,26.0
2000065,2022,C19,22.75
2000066,2022,A01,23.799999999999997
2000067,2022,A01,24.1
2000068,2022,A01,25.35
2000069,2022,D01,22.5
2000070,2022,D01,22.299999999999997
2000071,2022,D01,20.75
2000072,2022,D01,21.6
2000073,2022,A01,21.4
2000074,2022,A01,21.45
2000075,2022,A01,25.549999999999997
2000076,2022,D01,20.85
2000077,2022,D01,22.5
2000078,2022,A01,20.700000000000003
2000079,2022,D01,24.75
2000080,2022,D01,17.15
2000081,2022,A01,22.8
2000082,2022,D01,24.450000000000003
2000083,2022,D01,24.7
2000084,2022,D01,22.8
2000085,2022,D01,21.4
2000086,2022,A01,20.85
2000087,2022,A01,25.5
2000088,2022,A01,22.8
2000089,2022,D01,25.1
2000090,2022,D01,23.65
2000091,2022,D01,21.4
2000092,2022,A01,25.35
2000093,2022,,
2000094,2022,D01,22.95
2000095,2022,A01,25.049999999999997
2000096,2022,D01,22.95
2000097,2022,A01,24.35
2000098,2022,D01,20.0
2000099,2022,A01,23.5
2000100,2022,D01,22.25
2000101,2022,D01,23.200000000000003
2000102,2022,A01,24.95
2000103,2022,A01,24.65
2000104,2022,D01,22.6
2000105,2022,C19,25.5
2000106,2022,A01,24.25
2000107,2022,D01,20.8
2000108,2022,D01,24.15
2000109,2022,D01,21.0
2000110,2022,A01,24.900000000000002
2000111,2022,D01,21.4
2000112,2022,D01,24.15
2000113,2022,A01,23.299999999999997
2000114,2022,D01,21.9
2000115,2022,D01,20.8
2000116,2022,D01,23.3
2000117,2022,A01,24.299999999999997
2000118,2022,D01,19.05
2000119,2022,D14,25.65
2000120,2022,A01,27.5
2000121,2022,D01,22.3
2000122,2022,C19,22.75
2000123,2022,A01,20.200000000000003
2000124,2022,D01,21.200000000000003
2000125,2022,A01,23.55
2000126,2022,A01,24.5
2000127,2022,A01,24.6
2000128,2022,A01,22.6
2000129,2022,A01,27.7
2000130,2022,D01,24.65
2000131,2022,A01,23.25
2000132,2022,,
2000133,2022,C19,24.25
2000134,2022,C19,26.5
2000135,2022,D14,24.35
2000136,2022,D14,26.3
2000137,2022,C19,23.0
2000138,2022,A01,24.75
2000139,2022,C19,25.25
2000140,2022,A01,25.25
2000141,2022,D01,23.65
2000142,2022,A01,22.85
2000143,2022,A01,23.7
2000144,2022,A01,23.85
2000145,2022,D01,13.5
2000146,2022,A01,22.15
2000147,2022,A01,22.299999999999997
2000148,2022,D14,22.3
2000149,2022,A01,24.4
2000150,2022,D01,22.8
2000151,2022,A01,24.700000000000003
2000152,2022,D01,22.1
2000153,2022,A01,25.15
2000154,2022,A01,25.8
2000155,2022,D01,21.45
2000156,2022,A01,27.4
2000157,2022,D01,23.75
2000158,2022,C19,23.25
2000159,2022,D14,23.6
2000160,2022,D01,23.4
2000161,2022,D01,24.8
2000162,2022,C19,23.0
2000163,2022,C19,24.25
2000164,2022,A01,24.7
2000165,2022,D01,24.75
2000166,2022,D01,23.700000000000003
2000167,2022,D01,22.200000000000003
2000168,2022,A01,25.650000000000002
2000169,2022,,
2000170,2022,A01,25.65
2000171,2022,A01,22.6
2000172,2022,C19,24.0
2000173,2022,D01,24.5
2000174,2022,A01,23.9
2000175,2022,A01,27.150000000000002
2000176,2022,C19,23.5
2000177,2022,C00,21.75
2000178,2022,A01,24.700000000000003
2000179,2022,D01,22.299999999999997
2000180,2022,A01,21.549999999999997
2000181,2022,A01,20.9
2000182,2022,A01,24.35
2000183,2022,D01,20.85
2000184,2022,A01,23.5
2000185,2022,A01,22.9
2000186,2022,A01,24.049999999999997
2000187,2022,D01,23.4
2000188,2022,D01,21.700000000000003
2000189,2022,D01,21.35
2000190,2022,A01,26.4
2000191,2022,A01,18.85
2000192,2022,C19,24.25
2000193,2022,C19,22.75
2000194,2022,A01,25.0
2000195,2022,A01,24.349999999999998
2000196,2022,D01,22.05
2000197,2022,C19,22.5
2000198,2022,D01,25.35
2000199,2022,D01,23.2
2000200,2022,D14,25.8
2000201,2022,D01,24.5
2000202,2022,D01,20.549999999999997
2000203,2022,A01,24.25
2000204,2022,A01,24.25
2000205,2022,A01,21.2
2000206,2022,D01,20.8
2000207,2022,A01,25.6
2000208,2022,A01,24.15
2000209,2022,A01,21.25
2000210,2022,D01,23.450000000000003
2000211,2022,A01,24.2
2000212,2022,C19,21.0
2000213,2022,A01,24.3
2000214,2022,A01,24.35
2000215,2022,A01,24.55
2000216,2022,A01,22.6
2000217,2022,D01,22.25
2000218,2022,A01,23.85
2000219,2022,D01,20.85
2000220,2022,C00,22.0
2000221,2022,C19,22.0
2000222,2022,D01,21.6
2000223,2022,A01,22.5
2000224,2022,D01,22.95
2000225,2022,D01,23.4
2000226,2022,A01,24.4
2000227,2022,D01,22.950000000000003
2000228,2022,C00,24.5
2000229,2022,A01,23.2
2000230,2022,D01,22.2
2000231,2022,D01,24.2
2000232,2022,C19,23.75
2000233,2022,D01,21.7
2000234,2022,A01,24.15
2000235,2022,A01,21.4
2000236,2022,A01,24.3
2000237,2022,A01,25.150000000000002
2000238,2022,D14,25.05
2000239,2022,A01,25.400000000000002
2000240,2022,A01,22.5
2000241,2022,A01,26.349999999999998
2000242,2022,D01,18.6
2000243,2022,A01,23.4
2000244,2022,,
2000245,2022,A01,24.700000000000003
2000246,2022,D01,22.95
2000247,2022,C19,23.75
2000248,2022,A01,24.200000000000003
2000249,2022,A01,25.55
2000250,2022,A01,25.15
2000251,2022,D01,22.35
2000252,2022,D01,24.35
2000253,2022,A01,23.6
2000254,2022,D01,22.5
2000255,2022,D01,20.75
2000256,2022,A01,21.35
2000257,2022,A01,23.700000000000003
2000258,2022,C19,21.25
2000259,2022,A01,23.15
2000260,2022,A01,24.150000000000002
2000261,2022,A01,25.799999999999997
2000262,2022,A01,25.200000000000003
2000263,2022,D01,22.7
2000264,2022,C19,21.0
2000265,2022,D01,23.75
2000266,2022,D01,25.599999999999998
2000267,2022,A01,20.8
2000268,2022,A01,20.1
2000269,2022,D01,20.25
2000270,2022,C19,24.0
2000271,2022,C19,23.5
2000272,2022,C19,22.25
2000273,2022,D01,23.4
2000274,2022,D01,20.75
2000275,2022,,
2000276,2022,D14,24.75
2000277,2022,A01,22.05
2000278,2022,A01,22.4
2000279,2022,C19,22.5
2000280,2022,D14,25.95
2000281,2022,D01,23.0
2000282,2022,A01,23.45
2000283,2022,D01,21.8
2000284,2022,A01,23.85
2000285,2022,D01,24.05
2000286,2022,C19,19.25
2000287,2022,A01,21.2
2000288,2022,C19,21.0
2000289,2022,D01,23.15
2000290,2022,D01,25.55
2000291,2022,D01,23.0
2000292,2022,D01,23.4
2000293,2022,D01,23.6
2000294,2022,D01,22.6
2000295,2022,C19,25.75
2000296,2022,C00,23.75
2000297,2022,D01,22.85
2000298,2022,,
2000299,2022,A01,20.9
2000300,2022,A01,22.65
2000301,2022,D01,25.55
2000302,2022,A01,23.65
2000303,2022,A01,23.05
2000304,2022,A01,22.6
2000305,2022,,
2000306,2022,C19,25.0
2000307,2022,A01,24.7
2000308,2022,A01,22.65
2000309,2022,A01,19.65
2000310,2022,C19,24.5
2000311,2022,A01,25.6
2000312,2022,A01,21.85
2000313,2022,D14,23.25
2000314,2022,A01,23.35
2000315,2022,,
2000316,2022,A01,21.7
2000318,2022,A01,23.849999999999998
2000319,2022,A01,19.6
2000320,2022,A01,24.35
2000321,2022,A01,23.85
2000322,2022,D01,21.3
2000323,2022,D14,23.95
2000324,2022,D01,19.950000000000003
2000325,2022,C19,21.25
2000326,2022,A01,21.0
2000327,2022,D01,22.95
2000328,2022,A01,20.4
2000329,2022,C19,21.0
2000330,2022,A01,24.45
2000331,2022,A01,19.1
2000332,2022,D14,24.7
2000333,2022,D01,22.0
2000334,2022,D14,23.9
2000335,2022,D01,26.15
2000336,2022,A01,24.549999999999997
2000337,2022,D01,20.3
2000338,2022,A01,24.700000000000003
2000339,2022,C19,23.5
2000340,2022,A01,18.65
2000341,2022,C19,23.75
2000342,2022,D01,25.8
2000343,2022,C19,26.0
2000344,2022,D01,22.799999999999997
2000345,2022,A01,24.1
2000346,2022,D01,24.95
2000347,2022,D01,23.5
2000348,2022,D14,23.75
2000349,2022,D14,23.35
2000350,2022,D01,23.1
2000351,2022,C19,21.0
2000352,2022,A01,24.450000000000003
2000353,2022,A01,24.25
2000354,2022,D14,26.2
2000355,2022,D01,22.4
2000356,2022,D01,22.200000000000003
2000357,2022,C19,22.0
2000358,2022,D01,22.450000000000003
2000359,2022,C19,24.5
2000360,2022,,
2000361,2022,D01,22.65
2000362,2022,D01,19.7
2000363,2022,A01,22.5
2000364,2022,D01,21.1
2000365,2022,D01,20.65
2000366,2022,C19,24.0
2000367,2022,D01,24.4
2000368,2022,A01,22.4
2000369,2022,D01,21.7
2000370,2022,A01,22.75
2000371,2022,D14,24.6
2000372,2022,C19,24.25
2000373,2022,C19,25.25
2000374,2022,A01,21.75
2000375,2022,A01,19.35
2000376,2022,C19,20.75
2000377,2022,D01,23.049999999999997
2000378,2022,A01,25.25
2000379,2022,A01,24.55
2000380,2022,D01,20.85
2000381,2022,D01,23.15
2000382,2022,D01,23.1
2000383,2022,D01,23.7
2000384,2022,A01,24.15
2000385,2022,A01,24.3
2000386,2022,A01,20.65
2000387,2022,D01,20.35
2000388,2022,D01,17.05
2000389,2022,D01,23.049999999999997
2000391,2022,D01,23.3
2000392,2022,C19,23.5
2000393,2022,C19,22.5
2000394,2022,D01,23.8
2000395,2022,D01,24.5
2000396,2022,D01,20.049999999999997
2000397,2022,A01,24.35
2000398,2022,D01,23.1
2000399,2022,A01,26.3
2000400,2022,D01,24.15
2000401,2022,C19,24.25
2000402,2022,A01,24.700000000000003
2000403,2022,C19,22.0
2000404,2022,A01,22.5
2000405,2022,D01,19.9
2000406,2022,D01,23.2
2000407,2022,D01,19.8
2000408,2022,D01,23.65
2000409,2022,D01,22.4
2000410,2022,D01,24.6
2000411,2022,D01,25.7
2000412,2022,A01,24.7
2000413,2022,A01,22.950000000000003
2000414,2022,D01,24.15
2000415,2022,D01,19.5
2000416,2022,A01,24.75
2000417,2022,A01,24.0
2000418,2022,A01,24.799999999999997
2000419,2022,A01,22.2
2000420,2022,A01,21.1
2000421,2022,A01,24.7
2000422,2022,A01,23.25
2000423,2022,D01,21.85
2000424,2022,A01,24.6
2000425,2022,D01,22.2
2000426,2022,C19,23.0
2000427,2022,D01,22.3
2000428,2022,C19,21.25
2000429,2022,A01,22.25
2000430,2022,A01,24.35
2000431,2022,A01,23.8
2000433,2022,A01,23.75
2000434,2022,D01,21.75
2000435,2022,D01,21.950000000000003
2000436,2022,D01,21.15
2000437,2022,D01,24.2
2000438,2022,A01,25.349999999999998
2000439,2022,A01,23.9
2000440,2022,A01,24.299999999999997
2000441,2022,D14,23.8
2000442,2022,A01,26.049999999999997
2000443,2022,A01,22.35
2000444,2022,D01,23.6
2000445,2022,A01,25.6
2000446,2022,A01,24.95
2000447,2022,A01,25.5
2000448,2022,A01,22.2
2000449,2022,A01,22.85
2000450,2022,A01,22.75
2000451,2022,D01,22.75
2000452,2022,A01,23.3
2000453,2022,A01,24.700000000000003
2000454,2022,,
2000455,2022,A01,23.9
2000456,2022,A01,22.65
2000457,2022,A01,22.7
2000458,2022,C19,24.0
2000459,2022,D01,23.1
2000460,2022,C19,25.0
2000461,2022,A01,25.5
2000462,2022,A01,23.6
2000463,2022,A01,23.65
2000464,2022,D01,23.0
2000465,2022,D01,24.75
2000466,2022,A01,24.799999999999997
2000467,2022,A01,22.9
2000468,2022,C00,23.75
2000469,2022,C19,23.75
2000470,2022,D01,22.6
2000471,2022,A01,23.35
2000472,2022,A01,26.200000000000003
2000473,2022,D01,23.299999999999997
2000474,2022,D01,23.35
2000475,2022,D01,24.5
2000476,2022,D01,19.25
2000477,2022,D01,22.0
2000478,2022,A01,22.55
2000479,2022,A01,23.9
2000480,2022,A01,22.8
2000481,2022,D01,21.4
2000482,2022,D01,23.8
2000483,2022,A01,21.3
2000484,2022,D01,21.75
2000485,2022,D01,22.9
2000486,2022,A01,23.15
2000487,2022,D01,24.35
2000488,2022,D01,20.65
2000489,2022,A01,25.95
2000490,2022,D01,25.35
2000491,2022,A01,24.05
2000492,2022,A01,23.7
2000493,2022,C19,22.75
2000494,2022,A01,24.75
2000495,2022,D14,20.8
2000496,2022,D14,22.95
2000497,2022,D01,23.8
2000498,2022,D01,24.9
2000499,2022,C19,24.5
2000500,2022,C19,19.5
2000501,2022,D01,23.0
2000502,2022,D14,25.6
2000503,2022,D01,19.7
2000504,2022,D01,24.85
2000505,2022,C19,24.08
2000506,2022,A01,21.700000000000003
2000507,2022,A01,26.25
2000508,2022,D01,24.6
2000509,2022,D14,24.6
2000510,2022,D01,22.3
2000511,2022,D01,16.75
2000512,2022,D01,21.75
2000513,2022,D01,22.15
2000514,2022,D14,22.85
2000515,2022,C19,22.0
2000516,2022,A01,24.950000000000003
2000517,2022,D01,23.380000000000003
2000518,2022,A01,20.1
2000519,2022,D01,19.1
2000520,2022,A01,24.049999999999997
2000521,2022,A01,21.7
2000522,2022,A01,24.05
2000523,2022,A01,24.85
2000524,2022,D01,21.65
2000525,2022,D01,22.4
2000526,2022,D01,19.9
2000527,2022,D01,22.85
2000528,2022,A01,24.9
2000529,2022,D01,25.25
2000530,2022,D01,17.85
2000531,2022,D01,22.0
2000532,2022,D01,22.7
2000533,2022,C19,22.25
2000534,2022,D01,19.8
2000535,2022,C19,24.0
2000536,2022,D01,22.8
2000537,2022,D01,22.75
2000538,2022,D01,20.9
2000539,2022,,
2000540,2022,D01,23.799999999999997
2000541,2022,D01,24.6
2000542,2022,D01,20.9
2000543,2022,A01,24.35
2000544,2022,C19,24.0
2000545,2022,D01,19.95
2000546,2022,D14,22.9
2000547,2022,A01,23.75
2000548,2022,D01,21.049999999999997
2000549,2022,D14,22.95
2000550,2022,,
2000551,2022,D14,21.3
2000552,2022,D01,25.75
2000553,2022,D01,23.45
2000554,2022,A01,23.849999999999998
2000555,2022,C19,24.5
2000556,2022,D01,20.5
2000557,2022,A01,20.6
2000558,2022,A01,23.1
2000559,2022,A01,24.1
2000560,2022,A01,26.2
2000561,2022,D14,23.7
2000562,2022,D01,25.05
2000563,2022,D01,22.95
2000564,2022,C19,21.0
2000565,2022,C19,24.5
2000566,2022,D01,21.5
2000567,2022,A01,22.15
2000568,2022,A01,21.5
2000569,2022,D01,21.1
2000570,2022,A01,24.15
2000571,2022,D01,23.3
2000572,2022,D01,23.9
2000573,2022,D01,23.75
2000574,2022,C19,19.0
2000575,2022,A01,23.25
2000576,2022,D01,22.75
2000577,2022,D01,22.55
2000578,2022,D01,24.25
2000579,2022,D01,24.7
2000580,2022,A01,21.75
2000581,2022,D01,24.0
2000582,2022,A01,25.6
2000583,2022,D01,21.049999999999997
2000584,2022,A01,24.85
2000585,2022,A01,23.25
2000586,2022,C19,25.0
2000587,2022,D01,20.700000000000003
2000588,2022,D01,23.65
2000589,2022,A01,24.05
2000590,2022,A01,25.599999999999998
2000591,2022,A01,23.9
2000592,2022,A01,22.45
2000593,2022,A01,24.25
2000594,2022,A01,24.25
2000595,2022,A01,24.65
2000596,2022,A01,24.700000000000003
2000597,2022,D01,22.7
2000598,2022,A01,23.6
2000599,2022,A01,22.25
2000600,2022,A01,22.1
2000601,2022,D01,22.4
2000602,2022,D01,25.0
2000603,2022,D01,26.3
2000604,2022,A01,24.75
2000605,2022,A01,19.0
2000606,2022,D01,21.25
2000607,2022,C19,25.0
2000608,2022,D01,23.55
2000609,2022,D01,20.75
2000610,2022,D14,25.25
2000611,2022,D14,25.1
2000612,2022,C19,25.75
2000613,2022,C19,23.0
2000614,2022,D01,23.25
2000615,2022,D14,25.3
2000616,2022,D14,22.35
2000617,2022,A01,23.5
2000618,2022,A01,25.6
2000619,2022,C19,22.5
2000620,2022,D01,21.4
2000621,2022,A01,25.6
2000622,2022,D01,17.45
2000623,2022,C19,26.0
2000624,2022,C19,23.75
2000625,2022,A01,26.75
2000626,2022,C19,19.25
2000627,2022,A01,22.6
2000628,2022,D01,22.75
2000629,2022,D01,23.1
2000630,2022,D14,23.65
2000631,2022,D01,23.7
2000632,2022,C19,23.0
2000633,2022,A01,22.7
2000634,2022,D01,21.0
2000635,2022,D01,23.6
2000636,2022,C19,23.75
2000637,2022,D01,21.85
2000638,2022,C00,20.75
2000639,2022,D01,25.049999999999997
2000640,2022,D01,21.55
2000641,2022,D01,21.5
2000642,2022,D01,22.15
2000643,2022,D01,24.3
2000644,2022,D14,22.25
2000645,2022,D01,22.15
2000646,2022,,
2000647,2022,D14,26.0
2000648,2022,D01,19.549999999999997
2000649,2022,D01,25.799999999999997
2000650,2022,D01,26.799999999999997
2000651,2022,D01,23.15
2000652,2022,D14,21.9
2000653,2022,D01,21.65
2000654,2022,D01,24.0
2000655,2022,D14,24.65
2000656,2022,A01,25.549999999999997
2000657,2022,A01,24.599999999999998
2000658,2022,D01,22.35
2000659,2022,A01,23.200000000000003
2000660,2022,D01,23.6
2000661,2022,A01,20.75
2000662,2022,,
2000663,2022,D01,13.45
2000664,2022,C00,22.5
2000665,2022,C00,22.25
2000666,2022,C19,19.25
2000667,2022,D01,24.85
2000668,2022,A01,25.05
2000669,2022,A01,20.4
2000670,2022,C19,25.75
2000671,2022,D01,21.9
2000672,2022,D01,22.4
2000673,2022,D14,24.9
2000674,2022,A01,26.650000000000002
2000675,2022,,
2000676,2022,C19,17.25
2000677,2022,A01,24.75
2000678,2022,D01,25.15
2000679,2022,C19,23.25
2000680,2022,D14,25.3
2000681,2022,D01,19.9
2000682,2022,,
2000683,2022,D01,24.1
2000684,2022,D01,23.700000000000003
2000685,2022,D01,23.75
2000686,2022,C00,19.5
2000687,2022,A01,27.599999999999998
2000688,2022,C19,17.25
2000689,2022,,
2000690,2022,D14,24.6
2000691,2022,D01,25.6
2000692,2022,D01,23.75
2000693,2022,A01,15.549999999999999
2000694,2022,A01,25.15
2000695,2022,D14,23.8
2000696,2022,D01,17.35
2000697,2022,A01,24.8
2000698,2022,A01,25.45
2000699,2022,C00,17.75
2000700,2022,C19,21.25
2000701,2022,A01,23.9
2000702,2022,C00,14.25
2000703,2022,C00,17.75
2000704,2022,A01,22.5
2000705,2022,D01,22.700000000000003
2000706,2022,A01,25.450000000000003
2000707,2022,C19,17.0
2000708,2022,A01,25.65
2000709,2022,,
2000710,2022,D01,25.349999999999998
2000711,2022,D01,24.549999999999997
2000712,2022,A01,26.299999999999997
2000713,2022,D01,23.25
2000714,2022,D01,22.2
2000715,2022,D01,24.35
2000716,2022,A01,25.599999999999998
2000717,2022,D14,20.6
2000718,2022,,
2000719,2022,A01,22.700000000000003
2000720,2022,A01,22.0
2000721,2022,A01,27.25
2000722,2022,A01,25.200000000000003
2000723,2022,C19,20.0
2000724,2022,D01,22.5
2000725,2022,A01,24.3
2000726,2022,D01,25.5
2000727,2022,C19,24.25
2000728,2022,A01,24.65
2000729,2022,,
2000730,2022,C19,21.0
2000731,2022,C19,16.5
2000732,2022,A01,26.7
2000733,2022,A01,21.8
2000734,2022,,
2000735,2022,C19,15.5
2000736,2022,C19,19.5
2000737,2022,D14,24.8
2000738,2022,,
2000739,2022,A01,26.85
2000740,2022,A01,22.799999999999997
2000742,2022,C19,18.25
2000743,2022,C00,16.0
2000744,2022,C19,17.5
2000745,2022,D01,22.95
2000746,2022,C19,20.0
2000747,2022,C19,18.0
2000748,2022,A01,15.0
2000749,2022,A01,26.299999999999997
2000750,2022,,
2000751,2022,D01,23.4
2000752,2022,A01,25.35
2000753,2022,D01,24.15
2000754,2022,D01,24.8
2000755,2022,C19,19.25
2000756,2022,C19,24.25
2000757,2022,,
2000758,2022,A01,23.9
2000759,2022,A01,25.450000000000003
2000760,2022,C19,25.0
2000761,2022,A01,27.2
2000762,2022,,
2000763,2022,D01,24.700000000000003
2000764,2022,A01,25.35
2000765,2022,A01,24.8
2000766,2022,A01,25.6
2000767,2022,A01,24.6
2000768,2022,D14,26.15
2000769,2022,D01,23.95
2000770,2022,A01,25.75
2000771,2022,D01,19.6
2000772,2022,C19,16.0
2000773,2022,,
2000774,2022,A01,17.0
2000775,2022,D01,23.0
2000776,2022,D14,26.25
2000777,2022,D01,22.85
2000778,2022,C19,18.0
2000779,2022,C19,16.0
2000780,2022,D14,24.0
2000781,2022,C19,17.0
2000782,2022,D01,25.75
2000783,2022,C19,26.0
2000784,2022,A01,25.75
2000785,2022,,
2000786,2022,C19,25.0
2000787,2022,D01,15.48
2000788,2022,C19,27.0
2000789,2022,A01,17.75
2000790,2022,C19,18.25
2000791,2022,D01,24.299999999999997
2000792,2022,C19,16.75
2000793,2022,D01,19.95
2000794,2022,C19,17.75
2000795,2022,A01,25.25
2000796,2022,A01,23.65
2000797,2022,C19,24.75
2000798,2022,D01,24.55
2000799,2022,A01,23.25
2000800,2022,A01,22.15
2000801,2022,A01,23.8
2000802,2022,A01,24.5
2000803,2022,D01,17.05
2000804,2022,D01,18.7
2000805,2022,D01,19.15
2000806,2022,C19,18.75
2000807,2022,D01,13.8
2000808,2022,C19,21.5
2000809,2022,D01,17.55
2000810,2022,C19,16.5
2000811,2022,C19,20.0
2000812,2022,A01,14.850000000000001
2000813,2022,D01,21.05
2000814,2022,A01,17.15
2000815,2022,A01,18.95
2000816,2022,C19,18.75
2000817,2022,A01,24.45
2000818,2022,C19,22.0
2000819,2022,D14,22.4
2000820,2022,C19,21.0
2000821,2022,D01,10.95
2000822,2022,A01,25.0
2000823,2022,D01,24.950000000000003
2000824,2022,A01,24.65
2000825,2022,C00,15.75
2000826,2022,D01,22.85
2000827,2022,C19,16.25
2000828,2022,D01,23.5
2000829,2022,A01,20.9
2000830,2022,D01,17.6
2000831,2022,A01,25.65
2000832,2022,C19,16.83
2000833,2022,A01,24.799999999999997
2000834,2022,D01,21.85
2000835,2022,C19,17.25
2000836,2022,A01,26.65
2000837,2022,A01,27.700000000000003
2000838,2022,A01,25.1
2000839,2022,A01,25.5
2000840,2022,D01,22.9
2000841,2022,A01,25.15
2000842,2022,A01,25.700000000000003
2000843,2022,,
2000844,2022,D01,20.700000000000003
2000845,2022,C19,14.75
2000846,2022,C19,19.75
2000847,2022,C19,24.75
2000848,2022,,
2000849,2022,D14,27.05
2000850,2022,,
2000851,2022,C19,24.5
2000852,2022,A01,24.6
2000853,2022,D14,22.85
2000854,2022,C19,17.0
2000855,2022,D01,22.35
2000856,2022,A01,13.3
2000857,2022,D14,25.85
2000858,2022,C19,18.5
2000859,2022,D01,23.85
2000860,2022,A01,21.6
2000861,2022,A01,25.5
2000862,2022,D01,13.649999999999999
2000863,2022,A01,20.2
2000864,2022,A01,25.299999999999997
2000865,2022,C19,21.75
2000866,2022,A01,25.45
2000867,2022,,
2000868,2022,C19,18.75
2000869,2022,C19,24.75
2000870,2022,A01,25.1
2000871,2022,A01,23.7
2000872,2022,A01,18.85
2000873,2022,D01,24.4
2000874,2022,D14,24.0
2000875,2022,D01,23.85
2000876,2022,,
2000877,2022,D14,15.9
2000878,2022,A01,23.6
2000879,2022,A01,17.35
2000880,2022,C19,15.75
2000881,2022,D01,24.4
2000882,2022,C19,25.75
2000883,2022,C19,13.25
2000884,2022,C19,19.25
2000885,2022,C19,21.0
2000886,2022,D01,22.8
2000887,2022,A01,24.4
2000888,2022,A01,26.25
2000889,2022,D01,14.7
2000890,2022,A01,25.450000000000003
2000891,2022,D01,24.75
2000892,2022,A01,24.7
2000893,2022,A01,24.5
2000894,2022,C19,22.75
2000895,2022,A01,19.25
2000896,2022,C00,23.25
2000897,2022,C19,26.0
2000898,2022,,
2000899,2022,D01,24.05
2000900,2022,D14,23.75
2000901,2022,D01,23.45
2000902,2022,C19,25.25
2000903,2022,D01,24.2
2000904,2022,D01,22.85
2000905,2022,D14,23.95
2000906,2022,C00,20.5
2000907,2022,D01,17.2
2000908,2022,D01,26.4
2000909,2022,A01,25.45
2000910,2022,D01,23.15
2000911,2022,D01,17.08
2000912,2022,A01,26.75
2000913,2022,C19,24.25
2000914,2022,A01,26.5
2000915,2022,A01,26.950000000000003
2000916,2022,A01,25.049999999999997
2000917,2022,A01,25.95
2000918,2022,C19,21.0
2000919,2022,D01,14.3
2000920,2022,C00,23.0
2000921,2022,C19,22.25
2000922,2022,A01,25.0
2000923,2022,D01,24.0
2000924,2022,A01,23.3
2000925,2022,D01,21.85
2000926,2022,C19,21.75
2000927,2022,D01,12.75
2000928,2022,,
2000929,2022,D01,24.25
2000930,2022,C19,25.25
2000931,2022,C19,23.5
2000932,2022,A01,25.65
2000933,2022,D01,25.15
2000934,2022,,
2000935,2022,C19,25.0
2000936,2022,C19,22.25
2000937,2022,A01,21.9
2000938,2022,D01,17.75
2000939,2022,D01,24.799999999999997
2000940,2022,A01,20.8
2000941,2022,A01,24.3
2000942,2022,D14,25.7
2000943,2022,D01,23.700000000000003
2000944,2022,A01,21.75
2000945,2022,C19,26.0
2000946,2022,D01,23.55
2000947,2022,D01,24.35
2000948,2022,C19,22.75
2000949,2022,,
2000950,2022,D14,20.3
2000951,2022,D01,21.0
2000952,2022,C19,19.75
2000953,2022,D14,25.2
2000954,2022,C19,16.25
2000955,2022,C19,21.0
2000956,2022,C00,16.0
2000957,2022,D01,23.35
2000958,2022,D01,25.8
2000959,2022,D01,24.3
2000960,2022,C19,26.0
2000962,2022,D01,22.45
2000963,2022,C00,17.75
2000964,2022,D01,24.4
