SBD,Năm thi,Best_Combo,Best_Combo_Score
2001975,2024,,
2001976,2024,D01,20.7
2001977,2024,C19,18.25
2001978,2024,D01,19.45
2001979,2024,A01,20.85
2001980,2024,A01,23.4
2001981,2024,,
2001982,2024,C19,19.5
2001983,2024,A01,24.45
2001984,2024,D01,21.6
2001985,2024,A01,22.85
2001986,2024,A01,18.4
2001987,2024,C19,24.75
2001988,2024,C19,28.25
2001989,2024,D01,17.5
2001990,2024,D01,19.05
2001991,2024,D01,16.45
2001992,2024,C00,22.75
2001993,2024,A01,20.85
2001994,2024,D01,16.5
2001995,2024,A01,18.6
2001996,2024,C19,18.75
2001997,2024,A01,21.1
2001998,2024,D01,22.15
2001999,2024,D01,22.75
2002000,2024,D01,20.3
2002001,2024,D01,22.85
2002002,2024,C19,22.75
2002003,2024,D01,22.6
2002004,2024,C19,24.5
2002005,2024,C19,23.25
2002006,2024,C19,18.75
2000001,2023,C19,24.25
2000002,2023,D01,24.25
2000003,2023,A01,26.5
2000004,2023,A01,21.45
2000005,2023,D01,24.85
2000006,2023,,
2000007,2023,,
2000008,2023,D01,21.15
2000009,2023,D14,20.6
2000010,2023,D01,23.9
2000011,2023,D01,21.9
2000012,2023,A01,24.15
2000013,2023,A01,23.55
2000014,2023,D01,22.95
2000015,2023,D01,21.75
2000016,2023,D01,24.299999999999997
2000018,2023,D01,21.25
2000019,2023,D01,23.950000000000003
2000020,2023,D01,21.95
2000021,2023,D01,21.450000000000003
2000022,2023,D01,20.75
2000023,2023,A01,20.7
2000024,2023,A01,23.75
2000025,2023,C19,24.75
2000026,2023,D01,24.549999999999997
2000027,2023,C19,22.5
2000028,2023,D01,20.4
2000029,2023,D01,22.6
2000030,2023,D01,24.0
2000031,2023,D01,23.35
2000032,2023,D01,21.45
2000033,2023,D01,24.35
2000034,2023,D01,21.55
2000035,2023,A01,23.85
2000036,2023,D01,22.1
2000037,2023,C19,19.5
2000038,2023,A01,23.049999999999997
2000039,2023,A01,25.75
2000040,2023,C19,20.25
2000041,2023,A01,24.05
2000042,2023,D01,22.4
2000043,2023,C19,23.0
2000044,2023,A01,22.85
2000045,2023,D01,23.549999999999997
2000046,2023,A01,23.9
2000047,2023,A01,24.5
2000048,2023,D01,22.25
2000049,2023,C19,24.5
2000050,2023,A01,24.5
2000051,2023,A01,23.75
2000052,2023,D01,22.45
2000053,2023,D01,24.2
2000054,2023,D01,21.75
2000055,2023,D01,23.1
2000056,2023,A01,25.299999999999997
2000057,2023,A01,22.65
2000058,2023,C19,22.75
2000059,2023,A01,20.4
2000060,2023,D01,21.799999999999997
2000061,2023,A01,23.3
2000062,2023,D01,21.35
2000063,2023,,
2000064,2023,D01,24.299999999999997
2000065,2023,D01,22.299999999999997
2000066,2023,D01,23.049999999999997
2000067,2023,A01,21.5
2000068,2023,C19,25.0
2000069,2023,C19,18.5
2000070,2023,D01,22.35
2000071,2023,D01,25.45
2000072,2023,A01,23.55
2000073,2023,D01,23.9
2000074,2023,D01,23.95
2000075,2023,D01,22.6
2000076,2023,,
2000077,2023,D01,24.549999999999997
2000078,2023,D01,23.8
2000079,2023,C19,21.75
2000080,2023,A01,22.950000000000003
2000081,2023,A01,23.55
2000082,2023,D01,21.3
2000083,2023,A01,22.55
2000084,2023,A01,24.45
2000085,2023,D01,22.1
2000086,2023,C19,24.5
2000087,2023,A01,24.2
2000088,2023,A01,24.25
2000089,2023,A01,24.4
2000090,2023,A01,22.700000000000003
2000091,2023,C19,24.25
2000092,2023,D01,22.55
2000093,2023,D01,24.4
2000094,2023,A01,19.85
2000095,2023,C19,25.25
2000096,2023,D01,20.8
2000097,2023,D01,23.799999999999997
2000098,2023,A01,16.75
2000099,2023,A01,22.7
2000100,2023,A01,21.65
2000101,2023,A01,23.0
2000102,2023,A01,24.4
2000103,2023,,
2000104,2023,D01,19.6
2000105,2023,C19,25.25
2000106,2023,D14,22.2
2000107,2023,D01,23.049999999999997
2000108,2023,A01,23.799999999999997
2000109,2023,A01,26.5
2000110,2023,D01,23.6
2000111,2023,A01,24.1
2000112,2023,D14,24.2
2000113,2023,A01,24.3
2000114,2023,D01,24.25
2000115,2023,A01,20.4
2000116,2023,A01,27.55
2000117,2023,D01,23.2
2000118,2023,A01,23.65
2000119,2023,D01,22.95
2000120,2023,A01,22.45
2000121,2023,A01,24.2
2000122,2023,D14,23.6
2000123,2023,D01,20.35
2000124,2023,D01,19.6
2000125,2023,C19,23.25
2000126,2023,D01,22.35
2000127,2023,A01,23.1
2000128,2023,A01,22.4
2000129,2023,A01,21.1
2000130,2023,A01,22.95
2000131,2023,D01,20.4
2000132,2023,A01,24.0
2000133,2023,A01,21.65
2000134,2023,D14,23.35
2000135,2023,D01,23.6
2000136,2023,A01,19.95
2000137,2023,A01,25.4
2000138,2023,A01,25.35
2000139,2023,D01,21.299999999999997
2000140,2023,D01,21.450000000000003
2000141,2023,D14,24.55
2000142,2023,D01,24.700000000000003
2000143,2023,D01,25.85
2000144,2023,A01,23.3
2000145,2023,D01,23.15
2000146,2023,A01,20.950000000000003
2000147,2023,D01,21.1
2000148,2023,,
2000149,2023,D01,21.3
2000150,2023,D14,24.3
2000151,2023,D01,22.450000000000003
2000152,2023,A01,26.549999999999997
2000153,2023,C19,26.5
2000154,2023,C19,24.25
2000155,2023,D01,23.85
2000156,2023,C19,23.75
2000157,2023,A01,24.85
2000158,2023,A01,23.8
2000159,2023,C19,21.75
2000160,2023,D01,25.2
2000161,2023,D01,21.75
2000162,2023,C19,25.25
2000163,2023,D01,22.1
2000164,2023,C19,24.75
2000165,2023,D01,25.05
2000166,2023,D01,19.15
2000167,2023,A01,24.0
2000168,2023,D01,22.6
2000169,2023,A01,21.5
2000170,2023,D01,20.05
2000171,2023,D01,22.4
2000172,2023,A01,23.0
2000173,2023,A01,26.400000000000002
2000174,2023,A01,25.15
2000175,2023,A01,23.7
2000176,2023,A01,23.5
2000177,2023,D01,19.1
2000178,2023,A01,25.1
2000179,2023,D01,23.799999999999997
2000180,2023,A01,20.4
2000181,2023,A01,25.049999999999997
2000182,2023,D01,23.549999999999997
2000183,2023,,
2000184,2023,A01,24.5
2000185,2023,A01,23.65
2000186,2023,A01,24.05
2000187,2023,A01,23.5
2000188,2023,A01,21.7
2000189,2023,D01,23.4
2000190,2023,D01,19.0
2000191,2023,D01,23.85
2000192,2023,D01,20.1
2000193,2023,D01,20.9
2000194,2023,,
2000195,2023,A01,25.25
2000196,2023,A01,22.8
2000197,2023,A01,19.5
2000198,2023,D01,25.75
2000199,2023,A01,24.85
2000200,2023,D01,19.55
2000201,2023,A01,19.85
2000202,2023,D01,21.1
2000203,2023,D01,21.95
2000204,2023,A01,22.95
2000205,2023,A01,22.25
2000206,2023,C19,24.5
2000207,2023,D01,20.75
2000208,2023,D14,25.35
2000209,2023,A01,21.7
2000210,2023,A01,23.55
2000211,2023,A01,22.15
2000212,2023,A01,26.4
2000213,2023,C19,23.75
2000214,2023,C00,20.0
2000215,2023,A01,22.9
2000216,2023,D01,19.049999999999997
2000217,2023,A01,25.1
2000218,2023,D01,22.25
2000219,2023,D01,21.4
2000220,2023,D01,21.4
2000221,2023,A01,21.65
2000222,2023,C19,20.0
2000223,2023,,
2000224,2023,A01,25.1
2000225,2023,C19,23.0
2000226,2023,D01,23.5
2000227,2023,C19,24.0
2000228,2023,D01,25.0
2000229,2023,D01,21.35
2000230,2023,C19,24.0
2000231,2023,C19,18.75
2000232,2023,,
2000233,2023,A01,25.8
2000234,2023,D01,23.4
2000235,2023,A01,24.3
2000236,2023,D01,21.549999999999997
2000237,2023,D01,19.15
2000238,2023,D01,21.8
2000239,2023,D01,23.4
2000240,2023,D01,23.3
2000241,2023,A01,25.15
2000242,2023,D01,22.05
2000243,2023,A01,23.2
2000244,2023,C19,23.0
2000245,2023,A01,21.25
2000246,2023,A01,24.45
2000247,2023,A01,23.6
2000248,2023,D01,18.3
2000249,2023,A01,26.150000000000002
2000250,2023,A01,25.0
2000251,2023,A01,21.4
2000252,2023,D01,22.65
2000253,2023,A01,23.1
2000254,2023,,
2000255,2023,C19,19.0
2000256,2023,A01,21.2
2000257,2023,A01,24.049999999999997
2000258,2023,A01,25.0
2000259,2023,C19,21.5
2000260,2023,D14,25.0
2000261,2023,D14,24.25
2000262,2023,A01,25.55
2000263,2023,D14,21.45
2000264,2023,D01,25.1
2000265,2023,D14,23.4
2000266,2023,D01,22.8
2000267,2023,D01,22.05
2000268,2023,D01,25.0
2000269,2023,D01,22.1
2000270,2023,D01,22.4
2000271,2023,D01,23.9
2000272,2023,A01,24.3
2000273,2023,A01,25.049999999999997
2000274,2023,D01,23.15
2000275,2023,D01,21.75
2000276,2023,,
2000277,2023,C19,21.5
2000278,2023,D01,19.95
2000279,2023,D01,21.25
2000280,2023,D01,24.700000000000003
2000281,2023,D01,23.3
2000282,2023,,
2000283,2023,C19,23.75
2000284,2023,D01,22.65
2000285,2023,D01,22.2
2000286,2023,C19,25.25
2000287,2023,C19,25.0
2000288,2023,A01,22.75
2000289,2023,A01,22.950000000000003
2000290,2023,D01,20.2
2000291,2023,A01,24.0
2000292,2023,D01,22.5
2000293,2023,D01,20.4
2000294,2023,D01,19.2
2000295,2023,A01,19.9
2000296,2023,A01,23.1
2000297,2023,A01,24.65
2000298,2023,C19,21.0
2000299,2023,C19,21.0
2000300,2023,D01,23.2
2000301,2023,A01,20.549999999999997
2000302,2023,A01,22.45
2000303,2023,D01,19.950000000000003
2000304,2023,D01,25.55
2000305,2023,A01,22.4
2000306,2023,D01,22.35
2000307,2023,A01,24.900000000000002
2000308,2023,A01,26.45
2000309,2023,D01,22.1
2000310,2023,D01,22.75
2000311,2023,D01,23.45
2000312,2023,D01,25.599999999999998
2000313,2023,A01,23.1
2000314,2023,D01,25.599999999999998
2000315,2023,C19,25.25
2000316,2023,C19,24.25
2000317,2023,C19,26.5
2000318,2023,D01,20.35
2000319,2023,A01,25.65
2000320,2023,C19,21.0
2000321,2023,A01,23.05
2000322,2023,A01,21.0
2000323,2023,A01,22.0
2000324,2023,A01,21.65
2000325,2023,C19,21.25
2000326,2023,D01,20.7
2000327,2023,D01,21.65
2000328,2023,C19,22.0
2000329,2023,C19,25.0
2000330,2023,C19,24.25
2000331,2023,D01,23.1
2000332,2023,C19,24.75
2000333,2023,A01,23.85
2000334,2023,,
2000335,2023,D14,23.95
2000336,2023,D01,24.7
2000337,2023,D14,23.3
2000338,2023,D01,24.25
2000339,2023,A01,23.6
2000340,2023,D01,23.85
2000341,2023,D01,22.65
2000342,2023,D01,22.95
2000343,2023,,
2000344,2023,A01,24.2
2000345,2023,D01,24.2
2000346,2023,D01,24.05
2000347,2023,D01,22.65
2000348,2023,D01,25.55
2000349,2023,D01,22.75
2000350,2023,C19,23.5
2000351,2023,D01,23.85
2000352,2023,A01,23.35
2000353,2023,D01,23.15
2000354,2023,A01,22.549999999999997
2000355,2023,D01,22.6
2000356,2023,D14,23.05
2000357,2023,C19,26.0
2000358,2023,D01,23.1
2000359,2023,D01,18.25
2000360,2023,D01,24.05
2000361,2023,D01,23.0
2000362,2023,D01,24.45
2000363,2023,A01,25.25
2000364,2023,D01,23.85
2000365,2023,D01,23.6
2000366,2023,D01,23.2
2000367,2023,D01,24.2
2000368,2023,C19,21.25
2000369,2023,A01,23.4
2000370,2023,D01,23.8
2000371,2023,D01,23.55
2000372,2023,A01,23.549999999999997
2000373,2023,D01,23.65
2000374,2023,C19,20.0
2000375,2023,D01,21.9
2000376,2023,C19,25.75
2000377,2023,A01,22.1
2000378,2023,A01,22.549999999999997
2000379,2023,A01,24.3
2000380,2023,D01,24.4
2000381,2023,A01,23.4
2000382,2023,D01,24.049999999999997
2000383,2023,C19,23.75
2000384,2023,D01,23.55
2000385,2023,A01,20.7
2000386,2023,D01,22.25
2000387,2023,C19,23.75
2000388,2023,C19,22.5
2000389,2023,C19,22.25
2000390,2023,D01,22.9
2000391,2023,C19,23.25
2000392,2023,C19,25.0
2000393,2023,D01,19.55
2000394,2023,C19,26.5
2000395,2023,D01,20.3
2000396,2023,A01,21.9
2000397,2023,D01,20.35
2000398,2023,D01,23.15
2000399,2023,C19,22.75
2000400,2023,D01,23.3
2000401,2023,D01,23.299999999999997
2000402,2023,A01,24.4
2000403,2023,,
2000404,2023,A01,23.25
2000405,2023,C19,21.25
2000406,2023,C19,25.25
2000407,2023,D01,19.8
2000408,2023,D01,24.049999999999997
2000409,2023,D01,23.5
2000410,2023,A01,24.35
2000411,2023,D01,24.55
2000412,2023,D01,22.65
2000413,2023,A01,23.0
2000414,2023,,
2000415,2023,A01,22.9
2000416,2023,D01,20.3
2000417,2023,D01,17.65
2000418,2023,,
2000419,2023,D01,23.0
2000420,2023,D01,24.65
2000421,2023,D01,23.05
2000422,2023,D01,19.1
2000423,2023,A01,24.900000000000002
2000424,2023,A01,26.549999999999997
2000425,2023,,
2000426,2023,A01,25.799999999999997
2000427,2023,A01,24.65
2000428,2023,A01,25.200000000000003
2000429,2023,A01,21.1
2000430,2023,A01,22.650000000000002
2000431,2023,A01,26.0
2000432,2023,A01,25.45
2000433,2023,A01,22.85
2000434,2023,C19,25.5
2000435,2023,D01,23.25
2000436,2023,A01,25.3
2000437,2023,D01,23.6
2000438,2023,A01,22.650000000000002
2000439,2023,A01,23.15
2000440,2023,A01,24.15
2000441,2023,A01,24.5
2000442,2023,C19,22.25
2000443,2023,D01,20.2
2000444,2023,D01,25.05
2000445,2023,D01,22.45
2000446,2023,A01,22.9
2000447,2023,,
2000448,2023,A01,22.35
2000449,2023,A01,22.4
2000450,2023,D01,21.9
2000451,2023,D01,22.2
2000452,2023,D01,24.0
2000453,2023,A01,20.3
2000454,2023,C19,25.25
2000455,2023,D01,21.75
2000456,2023,A01,22.450000000000003
2000457,2023,A01,26.95
2000458,2023,A01,24.75
2000459,2023,A01,23.049999999999997
2000460,2023,D01,22.95
2000461,2023,A01,20.6
2000462,2023,A01,22.55
2000463,2023,,
2000464,2023,A01,24.9
2000465,2023,A01,26.1
2000466,2023,A01,24.950000000000003
2000467,2023,A01,23.2
2000468,2023,A01,21.5
2000469,2023,D01,20.6
2000470,2023,C19,21.25
2000471,2023,D01,23.95
2000472,2023,C19,22.75
2000473,2023,D01,24.05
2000474,2023,D01,21.6
2000475,2023,A01,20.2
2000476,2023,D01,21.1
2000477,2023,D01,20.7
2000478,2023,A01,21.9
2000479,2023,A01,22.9
2000480,2023,A01,22.6
2000481,2023,C19,23.25
2000482,2023,D01,22.95
2000483,2023,D01,23.9
2000484,2023,D14,24.85
2000485,2023,A01,22.9
2000486,2023,D01,20.65
2000487,2023,A01,19.25
2000488,2023,A01,24.299999999999997
2000489,2023,A01,23.7
2000490,2023,D01,24.450000000000003
2000491,2023,D01,20.05
2000492,2023,A01,24.75
2000493,2023,,
2000494,2023,D01,22.25
2000495,2023,D01,25.4
2000496,2023,A01,23.85
2000497,2023,A01,23.5
2000498,2023,A01,23.45
2000499,2023,A01,23.4
2000500,2023,D01,23.9
2000501,2023,D01,25.599999999999998
2000502,2023,,
2000503,2023,C19,25.75
2000504,2023,D01,18.35
2000505,2023,A01,21.75
2000506,2023,D14,22.5
2000507,2023,D01,21.3
2000508,2023,C19,24.5
2000509,2023,D01,21.45
2000510,2023,,
2000511,2023,D01,24.799999999999997
2000512,2023,C19,20.25
2000513,2023,C19,23.0
2000514,2023,D01,24.05
2000515,2023,A01,24.4
2000516,2023,D01,22.35
2000517,2023,A01,24.15
2000518,2023,A01,24.5
2000519,2023,A01,22.1
2000520,2023,A01,22.55
2000521,2023,D01,23.75
2000522,2023,D01,20.05
2000523,2023,A01,21.85
2000524,2023,D01,24.4
2000525,2023,A01,23.75
2000526,2023,A01,22.05
2000527,2023,D01,25.2
2000528,2023,D01,23.05
2000529,2023,A01,24.45
2000530,2023,A01,24.75
2000531,2023,D01,22.0
2000532,2023,D01,22.15
2000533,2023,D01,22.35
2000534,2023,A01,23.200000000000003
2000535,2023,A01,22.85
2000536,2023,D01,23.8
2000537,2023,D01,22.85
2000538,2023,D01,21.5
2000539,2023,D01,21.8
2000540,2023,D01,18.4
2000541,2023,D01,20.85
2000542,2023,D01,25.25
2000543,2023,D01,22.65
2000544,2023,D01,23.45
2000545,2023,A01,21.549999999999997
2000546,2023,D01,20.75
2000547,2023,A01,22.15
2000548,2023,A01,22.6
2000549,2023,D14,24.9
2000550,2023,A01,19.0
2000551,2023,A01,23.05
2000552,2023,A01,21.849999999999998
2000553,2023,A01,24.900000000000002
2000554,2023,C19,22.5
2000555,2023,C19,21.5
2000556,2023,D01,23.3
2000557,2023,D01,24.05
2000558,2023,D01,24.85
2000559,2023,C19,22.75
2000560,2023,C19,23.5
2000561,2023,A01,19.85
2000562,2023,C19,23.5
2000563,2023,C19,24.75
2000564,2023,A01,23.5
2000565,2023,C19,24.75
2000566,2023,C19,24.75
2000567,2023,C19,25.25
2000568,2023,A01,21.5
2000569,2023,D01,21.5
2000570,2023,D01,24.15
2000571,2023,D01,24.049999999999997
2000572,2023,A01,22.4
2000573,2023,A01,20.85
2000574,2023,A01,24.5
2000575,2023,C19,22.25
2000576,2023,D01,19.450000000000003
2000577,2023,C19,23.0
2000578,2023,D01,22.75
2000579,2023,D14,27.0
2000580,2023,D01,22.049999999999997
2000581,2023,D01,20.55
2000582,2023,D01,23.65
2000583,2023,D01,23.35
2000584,2023,A01,24.950000000000003
2000585,2023,D01,25.1
2000586,2023,,
2000587,2023,D01,22.75
2000588,2023,,
2000589,2023,,
2000590,2023,C19,23.0
2000591,2023,A01,20.700000000000003
2000592,2023,,
2000593,2023,A01,21.7
2000594,2023,A01,23.8
2000595,2023,A01,24.4
2000596,2023,A01,23.0
2000597,2023,D01,23.35
2000598,2023,D01,22.2
2000599,2023,D01,22.049999999999997
2000600,2023,A01,26.75
2000601,2023,A01,21.4
2000602,2023,D01,22.35
2000603,2023,A01,18.4
2000604,2023,D01,16.5
2000605,2023,,
2000606,2023,D01,22.5
2000607,2023,D01,21.6
2000608,2023,A01,24.4
2000609,2023,D01,23.6
2000610,2023,D01,22.95
2000611,2023,D01,21.2
2000612,2023,C19,21.0
2000613,2023,A01,22.05
2000614,2023,D01,22.05
2000615,2023,C19,23.25
2000616,2023,A01,24.349999999999998
2000617,2023,A01,25.8
2000618,2023,A01,23.0
2000619,2023,D01,22.950000000000003
2000620,2023,A01,22.25
2000621,2023,C19,25.5
2000622,2023,A01,24.35
2000623,2023,D01,22.549999999999997
2000624,2023,D01,24.75
2000625,2023,A01,24.65
2000626,2023,D01,22.6
2000627,2023,C19,25.5
2000628,2023,A01,24.35
2000629,2023,A01,23.5
2000630,2023,D01,24.0
2000631,2023,A01,20.75
2000632,2023,D01,21.4
2000633,2023,A01,18.65
2000634,2023,A01,22.35
2000635,2023,A01,22.05
2000636,2023,A01,26.05
2000637,2023,A01,24.9
2000638,2023,A01,24.0
2000639,2023,D01,22.85
2000640,2023,A01,23.8
2000641,2023,D01,26.6
2000642,2023,D01,23.3
2000643,2023,D01,21.7
2000644,2023,A01,23.65
2000645,2023,D01,21.65
2000646,2023,D01,22.4
2000647,2023,D01,23.85
2000648,2023,A01,25.25
2000649,2023,D01,25.0
2000650,2023,,
2000651,2023,A01,23.5
2000652,2023,D01,21.85
2000653,2023,D01,20.05
2000654,2023,D01,22.7
2000655,2023,D01,24.25
2000656,2023,D01,23.65
2000657,2023,D01,19.55
2000658,2023,D01,21.85
2000659,2023,D01,22.799999999999997
2000660,2023,D01,23.05
2000661,2023,C19,18.75
2000662,2023,A01,21.05
2000663,2023,D01,21.299999999999997
2000664,2023,A01,25.95
2000665,2023,C19,25.5
2000666,2023,D01,20.8
2000667,2023,D14,24.85
2000668,2023,C19,21.75
2000669,2023,D01,24.5
2000670,2023,A01,23.6
2000671,2023,D01,25.45
2000672,2023,A01,24.2
2000673,2023,A01,24.95
2000674,2023,A01,25.700000000000003
2000675,2023,C19,20.25
2000676,2023,C19,18.75
2000677,2023,D01,22.65
2000678,2023,D01,26.9
2000679,2023,D01,23.35
2000680,2023,A01,23.25
2000681,2023,A01,22.55
2000682,2023,C19,20.5
2000683,2023,,
2000684,2023,D01,23.5
2000685,2023,C19,26.25
2000686,2023,A01,26.05
2000687,2023,D01,16.3
2000688,2023,D01,21.2
2000689,2023,A01,24.3
2000690,2023,C19,13.5
2000691,2023,D01,24.4
2000692,2023,D01,22.6
2000693,2023,D01,23.35
2000694,2023,C19,23.5
2000695,2023,D01,22.8
2000696,2023,C19,25.5
2000697,2023,C19,25.5
2000698,2023,D01,24.9
2000699,2023,D14,23.95
2000700,2023,C19,24.0
2000701,2023,D01,20.95
2000702,2023,A01,25.25
2000703,2023,C19,16.0
2000704,2023,D01,23.4
2000705,2023,C19,21.75
2000706,2023,D01,18.85
2000707,2023,D01,23.2
2000708,2023,D01,20.8
2000709,2023,D01,23.7
2000710,2023,D01,22.65
2000711,2023,D01,24.6
2000712,2023,D01,8.850000000000001
2000713,2023,A01,26.150000000000002
2000714,2023,C19,25.5
2000715,2023,C19,26.0
2000716,2023,C19,19.75
2000717,2023,A01,22.6
2000718,2023,A01,23.65
2000719,2023,C19,24.25
2000720,2023,D01,24.4
2000721,2023,C19,18.5
2000722,2023,C19,18.0
2000723,2023,C19,21.0
2000724,2023,A01,23.5
2000725,2023,D01,16.8
2000726,2023,C19,20.25
2000727,2023,D01,17.1
2000728,2023,A01,24.25
2000729,2023,,
2000730,2023,A01,26.55
2000731,2023,A01,25.75
2000732,2023,A01,26.25
2000733,2023,D01,22.25
2000734,2023,A01,25.9
2000735,2023,D01,19.2
2000736,2023,A01,24.9
2000737,2023,,
2000738,2023,A01,23.55
2000739,2023,D01,24.8
2000740,2023,D14,23.85
2000741,2023,D01,24.65
2000742,2023,C19,21.75
2000743,2023,D01,23.75
2000744,2023,D01,24.549999999999997
2000745,2023,D01,13.75
2000746,2023,A01,23.45
2000747,2023,D01,25.0
2000748,2023,,
2000749,2023,D01,23.1
2000750,2023,A01,12.1
2000751,2023,D01,24.65
2000752,2023,C19,25.0
2000753,2023,D01,23.7
2000754,2023,D01,23.95
2000755,2023,D01,23.65
2000756,2023,D01,25.0
2000757,2023,D01,20.200000000000003
2000758,2023,C19,14.0
2000759,2023,A01,22.950000000000003
2000760,2023,A01,25.35
2000761,2023,D01,24.3
2000762,2023,C19,20.25
2000763,2023,C19,20.0
2000764,2023,D14,19.7
2000765,2023,,
2000766,2023,D01,25.95
2000767,2023,,
2000768,2023,D01,18.45
2000769,2023,A01,23.75
2000770,2023,C19,17.25
2000771,2023,,
2000772,2023,D01,21.4
2000773,2023,C19,18.5
2000774,2023,A01,25.849999999999998
2000775,2023,,
2000776,2023,A01,23.9
2000777,2023,D01,23.7
2000778,2023,A01,26.049999999999997
2000779,2023,A01,27.65
2000780,2023,D01,23.3
2000781,2023,C19,16.0
2000782,2023,,
2000783,2023,A01,24.15
2000784,2023,D01,23.85
2000785,2023,C19,22.25
2000786,2023,D01,24.25
2000787,2023,C19,22.5
2000788,2023,D01,21.85
2000789,2023,D01,24.65
2000790,2023,C19,19.25
2000791,2023,,
2000792,2023,,
2000793,2023,D01,23.35
2000794,2023,C19,23.75
2000795,2023,D01,23.25
2000796,2023,D01,19.049999999999997
2000797,2023,D01,24.95
2000798,2023,D01,24.799999999999997
2000799,2023,,
2000800,2023,C19,23.25
2000801,2023,C19,20.75
2000802,2023,D01,23.2
2000803,2023,D01,18.0
2000804,2023,C19,25.75
2000805,2023,D01,24.45
2000806,2023,A01,21.2
2000807,2023,A01,26.450000000000003
2000808,2023,D01,24.200000000000003
2000809,2023,A01,24.799999999999997
2000810,2023,A01,24.299999999999997
2000811,2023,A01,22.6
2000812,2023,C19,24.25
2000813,2023,D01,23.950000000000003
2000814,2023,A01,24.45
2000815,2023,C19,19.5
2000816,2023,D01,24.7
2000817,2023,C19,17.5
2000818,2023,A01,20.85
2000819,2023,D14,25.55
2000820,2023,C00,18.25
2000821,2023,C19,22.25
2000822,2023,D01,22.95
2000823,2023,D01,22.4
2000824,2023,A01,25.9
2000825,2023,D01,19.65
2000826,2023,A01,24.05
2000827,2023,A01,24.2
2000828,2023,C19,18.0
2000829,2023,D14,23.85
2000830,2023,D14,24.6
2000831,2023,C19,19.0
2000832,2023,A01,25.1
2000833,2023,A01,26.25
2000834,2023,C19,22.75
2000835,2023,A01,23.15
2000836,2023,A01,23.65
2000837,2023,A01,22.5
2000838,2023,D01,24.75
2000839,2023,D01,24.85
2000840,2023,C19,19.75
2000841,2023,C19,19.0
2000842,2023,A01,24.95
2000843,2023,A01,21.9
2000844,2023,D01,24.5
2000845,2023,C19,19.25
2000846,2023,D01,18.45
2000847,2023,,
2000848,2023,C19,26.25
2000849,2023,D01,17.35
2000850,2023,C19,14.75
2000851,2023,C19,19.25
2000852,2023,A01,26.75
2000853,2023,C19,18.25
2000854,2023,A01,24.65
2000855,2023,A01,9.95
2000856,2023,D01,24.1
2000857,2023,D01,24.049999999999997
2000858,2023,A01,25.75
2000859,2023,A01,25.3
2000860,2023,D14,23.6
2000861,2023,,
2000862,2023,D01,24.25
2000863,2023,A01,13.950000000000001
2000864,2023,C19,25.25
2000865,2023,,
2000866,2023,D01,17.549999999999997
2000867,2023,A01,23.6
2000868,2023,C19,20.25
2000869,2023,D01,23.5
2000870,2023,A01,25.6
2000871,2023,D01,16.549999999999997
2000872,2023,C19,24.25
2000873,2023,D01,24.049999999999997
2000874,2023,A01,26.3
2000875,2023,D01,18.3
2000876,2023,A01,26.75
2000877,2023,,
2000878,2023,D01,21.75
2000879,2023,D01,23.9
2000880,2023,C19,21.5
2000881,2023,A01,25.05
2000882,2023,A01,25.7
2000883,2023,A01,25.3
2000884,2023,A01,25.95
2000885,2023,C19,16.75
2000886,2023,A01,23.700000000000003
2000887,2023,D01,25.3
2000888,2023,,
2000889,2023,C19,24.0
2000890,2023,D01,23.1
2000891,2023,,
2000892,2023,C19,20.75
2000893,2023,C19,15.5
2000894,2023,D01,18.6
2000895,2023,D01,16.05
2000896,2023,D01,24.9
2000897,2023,A01,25.05
2000898,2023,C19,21.5
2000899,2023,A01,26.200000000000003
2000900,2023,D01,21.1
2000901,2023,C19,27.25
2000902,2023,C19,20.25
2000903,2023,C19,20.5
2000904,2023,A01,25.700000000000003
2000905,2023,D01,24.299999999999997
2000906,2023,C19,24.75
2000907,2023,C19,26.75
2000908,2023,C19,27.25
2000909,2023,C19,23.75
2000910,2023,D01,23.0
2000911,2023,D01,25.05
2000912,2023,D01,25.2
2000913,2023,C19,22.25
2000914,2023,C19,25.75
2000915,2023,D01,22.15
2000916,2023,C19,25.5
2000917,2023,C19,20.5
2000918,2023,D01,25.549999999999997
2000919,2023,C19,27.0
2000920,2023,A01,25.0
2000921,2023,A01,25.5
2000922,2023,D01,22.45
2000923,2023,C19,19.5
2000924,2023,C19,20.5
2000925,2023,D14,23.65
2000926,2023,A01,20.950000000000003
2000927,2023,D01,22.15
2000928,2023,C19,18.75
2000929,2023,C19,16.25
2000930,2023,A01,25.25
2000931,2023,C19,20.0
2000932,2023,A01,24.6
2000933,2023,C19,20.25
2000934,2023,C19,20.5
2000935,2023,D01,20.049999999999997
2000936,2023,D01,24.5
2000937,2023,C19,25.75
2000938,2023,D01,23.049999999999997
2000939,2023,D01,24.7
2000940,2023,D01,24.75
2000941,2023,A01,24.65
2000942,2023,A01,26.049999999999997
2000943,2023,D14,25.6
2000944,2023,D01,25.4
2000945,2023,D01,21.5
2000946,2023,A01,26.0
2000947,2023,,
2000948,2023,,
2000949,2023,D01,22.1
2000950,2023,A01,24.85
2000951,2023,C19,24.25
2000952,2023,C19,24.75
2000953,2023,D14,23.15
2000954,2023,D01,24.25
2000955,2023,,
2000956,2023,A01,23.1
