SBD,Sở GD,Toán,Văn,Sử,Địa,Lí,Hoá,Sinh,Ngoại ngữ,GDCD,Năm thi,KHTN,KHXH
2001207,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,5.25,8.0,,,,8.4,9.25,2021,,7.5
2001208,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.75,6.0,7.5,,,,9.2,9.5,2021,,7.7
2001209,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.75,4.75,8.5,,,,9.4,9.25,2021,,7.5
2001211,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,3.0,,,6.75,,5.0,9.2,,2021,,
2001212,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,,,6.25,,7.0,9.0,,2021,,
2001213,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,1.25,,,4.75,,3.5,4.6,,2021,,
2001214,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.75,,,7.0,,5.25,8.8,,2021,,
2001215,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,,,7.0,,6.0,9.4,,2021,,
2001216,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.5,,,6.0,,5.0,7.6,,2021,,
2001217,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.0,,,4.75,,6.75,7.8,,2021,,
2001218,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,,,6.25,,6.75,8.4,,2021,,
2001219,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.75,3.25,5.5,,,,8.4,7.5,2021,,5.4
2001220,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.75,,,6.5,,5.0,8.6,,2021,,
2001221,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.0,,,5.75,,6.75,8.6,,2021,,
2001224,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.25,4.75,6.25,,,,6.6,9.5,2021,,6.8
2001225,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,5.5,8.0,,,,8.2,9.0,2021,,7.5
2001226,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.25,3.0,6.75,,,,5.0,8.0,2021,,5.9
2001227,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.5,4.5,6.0,,,,5.0,6.0,2021,,5.5
2001228,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.5,7.5,7.75,,,,8.6,8.5,2021,,7.9
2001229,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.0,,,7.0,,6.75,7.0,,2021,,
2001230,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.8,7.0,5.25,7.25,,,,6.2,7.25,2021,,6.6
2001231,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.0,3.0,7.5,,,,8.2,8.75,2021,,6.4
2001232,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,4.75,7.0,,,,5.6,9.5,2021,,7.1
2001233,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.75,7.5,8.5,,,,9.2,10.0,2021,,8.7
2001234,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,6.25,,,4.75,,4.5,5.6,,2021,,
2001235,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,8.25,,,5.75,,6.25,8.0,,2021,,
2001236,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.0,3.25,6.75,,,,3.2,7.75,2021,,5.9
2001237,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,,,4.25,,4.75,6.0,,2021,,
2001238,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.0,,,4.75,,4.25,8.4,,2021,,
2001239,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,5.0,7.25,,,,7.8,9.0,2021,,7.1
2001240,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.0,,,5.0,,4.5,7.2,,2021,,
2001241,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,7.5,7.5,8.75,,,,8.6,10.0,2021,,8.8
2001242,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,8.25,,,4.75,,4.5,8.2,,2021,,
2001243,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,6.92,3.0,6.5,,,,8.4,6.25,2021,,5.2
2001244,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.0,,,5.25,,5.25,7.4,,2021,,
2001245,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.75,2.5,6.25,,,,6.0,7.5,2021,,5.4
2001246,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,,,3.0,,4.25,8.8,,2021,,
2001247,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.0,,,6.0,,6.25,6.6,,2021,,
2001248,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.75,4.5,5.75,,,,6.6,8.5,2021,,6.2
2001249,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.75,3.5,5.0,,,,8.6,8.5,2021,,5.7
2001251,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,4.75,4.25,7.5,,,,6.8,8.5,2021,,6.8
2001252,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.5,,,5.25,,5.25,9.2,,2021,,
2001253,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.0,,,4.75,,4.75,7.6,,2021,,
2001254,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.5,,,6.5,,6.75,8.2,,2021,,
2001255,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.25,,,5.75,,4.0,8.6,,2021,,
2001256,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.0,,,6.25,,5.5,8.8,,2021,,
2001257,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.8,7.0,3.25,6.5,,,,6.6,9.0,2021,,6.2
2001258,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,7.25,7.25,6.75,,,,9.2,8.5,2021,,7.5
2001259,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,7.5,5.25,5.5,,,,7.0,7.75,2021,,6.2
2001260,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.5,5.75,7.5,,,,8.0,9.5,2021,,7.6
2001261,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,4.75,4.75,,,,8.4,7.75,2021,,5.8
2001262,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.25,,,5.0,,5.0,6.8,,2021,,
2001263,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.75,5.5,5.5,,,,9.0,7.0,2021,,6.0
2001264,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.0,,,5.0,,4.5,7.8,,2021,,
2001265,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.2,6.0,3.25,3.75,,,,4.4,6.75,2021,,4.6
2001266,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.5,,,5.0,,4.25,5.8,,2021,,
2001267,Sở GD&ĐT Thành Phố Hồ Chí Minh,3.4,6.5,4.25,6.75,,,,6.6,8.25,2021,,6.4
2001268,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.25,,,6.5,,6.0,8.0,,2021,,
2001269,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.6,5.0,3.5,6.25,,,,5.0,8.5,2021,,6.1
2001270,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,,,6.75,,4.5,9.2,,2021,,
2001271,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.0,1.5,6.5,,,,6.6,8.25,2021,,5.4
2001272,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,,,3.75,,5.75,7.6,,2021,,
2001273,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,6.0,5.25,6.5,,,,6.4,7.75,2021,,6.5
2001274,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.25,4.25,7.0,,,,9.0,9.0,2021,,6.8
2001275,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.25,,,7.25,,4.0,9.2,,2021,,
2001276,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,3.75,,,4.75,,4.5,7.8,,2021,,
2001277,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6.25,,,3.75,,3.75,4.6,,2021,,
2001278,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,4.75,,6.0,7.2,,2021,,
2001279,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,4.0,5.25,7.0,,,,8.8,7.75,2021,,6.7
2001280,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.0,,,5.25,,5.0,9.4,,2021,,
2001281,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.75,,,5.5,,6.0,9.2,,2021,,
2001282,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,,,4.25,,5.0,7.2,,2021,,
2001283,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8.0,3.5,7.25,,,,7.6,9.25,2021,,6.7
2001284,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.0,,,4.75,,4.75,3.0,,2021,,
2001285,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.5,4.25,6.75,,,,8.2,8.5,2021,,6.5
2001286,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,7.25,4.25,5.25,,,,7.6,7.75,2021,,5.8
2001287,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.5,,,5.25,,6.0,9.2,,2021,,
2001288,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.25,,,6.25,,6.75,7.2,,2021,,
2001289,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.5,,,8.0,,5.0,8.4,,2021,,
2001290,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.5,5.25,6.25,,,,9.2,8.0,2021,,6.5
2001291,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.0,2.25,5.5,,,,6.2,7.5,2021,,5.1
2001292,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.8,7.25,,,3.25,,4.5,9.8,,2021,,
2001293,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,,,6.75,,6.0,7.8,,2021,,
2001294,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.75,,,5.5,,7.25,8.4,,2021,,
2001295,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.0,8.0,,,7.75,,8.0,9.0,,2021,,
2001296,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.0,,,4.75,,5.0,7.0,,2021,,
2001297,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,7.0,,5.75,7.6,,2021,,
2001298,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.75,,,6.75,,7.75,8.8,,2021,,
2001299,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.0,,,7.0,,7.5,8.8,,2021,,
2001300,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.0,,,7.25,,5.0,9.0,,2021,,
2001301,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,6.75,,4.25,3.0,,2021,,
2001302,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.4,7.75,6.75,8.0,,,,5.2,9.25,2021,,8.0
2001303,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.4,6.75,7.75,9.25,,,,8.8,9.5,2021,,8.8
2001304,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,,,6.25,,5.0,8.4,,2021,,
2001305,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,,,7.25,,5.0,7.8,,2021,,
2001306,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.75,,,4.5,,3.25,9.2,,2021,,
2001307,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.4,5.75,4.5,5.5,,,,6.2,7.5,2021,,5.8
2001308,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,6.0,4.5,5.0,,,,8.6,7.25,2021,,5.6
2001309,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.0,,,4.5,,5.25,3.4,,2021,,
2001310,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,4.5,,,5.25,,3.5,6.6,,2021,,
2001311,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,6.75,,,7.5,,3.25,6.2,,2021,,
2001312,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.0,,,4.75,,5.0,8.0,,2021,,
2001314,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.5,,,4.25,,4.0,6.4,,2021,,
2001315,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,3.75,4.5,7.25,,,,8.0,9.75,2021,,7.2
2001316,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.75,,,7.5,,5.0,8.6,,2021,,
2001317,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,5.75,,,5.0,,4.5,7.8,,2021,,
2001318,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,4.0,,,5.25,,4.5,4.6,,2021,,
2001319,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,8.0,,,6.5,,6.0,8.8,,2021,,
2001320,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.75,,,5.25,,6.0,8.6,,2021,,
2001321,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.75,,,6.0,,5.75,7.8,,2021,,
2001322,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.0,,,6.25,,5.75,9.2,,2021,,
2001323,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.0,4.75,8.25,,,,9.4,9.75,2021,,7.6
2001324,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.25,,,7.25,,6.25,8.0,,2021,,
2001325,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6.25,,,3.5,,4.5,8.2,,2021,,
2001326,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.75,6.75,6.5,,,,8.8,10.0,2021,,7.8
2001327,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.0,4.75,5.25,,,,6.0,6.75,2021,,5.6
2001328,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,7.0,5.5,7.0,,,,9.4,9.0,2021,,7.2
2001329,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.25,,,7.5,,4.5,8.4,,2021,,
2001330,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.0,,,4.25,,4.5,3.2,,2021,,
2001331,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,,,5.0,,5.75,8.8,,2021,,
2001332,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.5,,,7.5,,6.25,5.2,,2021,,
2001333,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.5,7.0,7.0,,,,8.4,10.0,2021,,8.0
2001334,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.0,5.5,7.0,,,,8.8,7.75,2021,,6.8
2001335,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.5,8.0,7.5,,,,7.8,9.25,2021,,8.2
2001336,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,4.75,,,4.5,,5.0,9.2,,2021,,
2001337,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,5.5,,5.0,7.8,,2021,,
2001338,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,6.5,,,5.5,,6.0,2.4,,2021,,
2001339,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,5.5,4.25,3.75,,,,8.8,9.0,2021,,5.7
2001340,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.5,,,7.75,,5.25,9.6,,2021,,
2001341,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,7.25,,7.0,5.4,,2021,,
2001342,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,4.5,,,7.0,,6.25,4.8,,2021,,
2001343,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,5.75,5.0,6.0,,,,5.8,8.0,2021,,6.3
2001344,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.5,,,7.0,,7.75,7.6,,2021,,
2001345,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.75,,,7.0,,3.0,4.4,,2021,,
2001346,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.0,,,4.0,,3.25,6.8,,2021,,
2001347,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5.0,,,5.5,,7.75,7.6,,2021,,
2001348,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.0,,,8.25,,6.5,8.8,,2021,,
2001349,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.75,,,5.5,,5.25,8.4,,2021,,
2001350,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,5.25,2.25,6.0,,,,4.2,7.0,2021,,5.1
2001351,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,,,6.0,,6.5,8.0,,2021,,
2001352,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.5,4.75,6.25,,,,6.8,7.5,2021,,6.2
2001353,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.0,,,5.75,,4.5,6.2,,2021,,
2001354,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.75,,,4.5,,3.25,5.4,,2021,,
2001355,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,4.0,5.0,,,,6.4,6.75,2021,,5.2
2001356,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.5,,,5.5,,5.0,7.8,,2021,,
2001357,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,5.5,,,4.5,,3.25,5.0,,2021,,
2001358,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.0,2.25,6.5,,,,6.0,9.0,2021,,5.9
2001359,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.75,5.75,6.5,,,,5.6,8.75,2021,,7.0
2001360,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,7.25,7.75,,,,8.2,9.75,2021,,8.2
2001361,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.75,6.0,6.75,,,,7.6,9.5,2021,,7.4
2001362,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.0,4.5,7.25,,,,2.4,6.75,2021,,6.2
2001363,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.5,7.0,7.0,,,,5.0,8.25,2021,,7.4
2001364,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.0,8.0,5.75,,,,,8.0,2021,,7.2
2001365,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.25,,,7.5,,5.5,9.4,,2021,,
2001366,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.5,,,6.25,,6.75,5.8,,2021,,
2001367,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,5.75,6.0,7.75,,,,8.2,7.25,2021,,7.0
2001368,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,6.25,3.25,4.25,,,,6.2,6.75,2021,,4.8
2001369,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,5.25,6.25,,,,7.0,7.5,2021,,6.3
2001370,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.75,,,7.0,,5.0,7.8,,2021,,
2001371,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.0,,,5.75,,6.0,8.6,,2021,,
2001372,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.0,4.25,7.5,,,,6.4,8.25,2021,,6.7
2001373,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,7.25,,,3.75,,4.75,7.8,,2021,,
2001374,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.0,,,7.5,,6.5,8.6,,2021,,
2001376,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,,,4.75,,5.25,7.2,,2021,,
2001377,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.5,,,6.5,,5.25,7.8,,2021,,
2001378,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.0,4.25,5.5,,,,8.6,9.25,2021,,6.3
2001379,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,6.5,6.25,6.25,,,,7.8,8.0,2021,,6.8
2001380,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,4.75,7.75,,,,6.6,9.0,2021,,7.2
2001381,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,5.75,,,3.0,,4.0,7.4,,2021,,
2001382,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,5.5,,,7.75,,5.25,9.4,,2021,,
2001383,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.5,6.25,7.0,,,,7.8,8.0,2021,,7.1
2001384,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.0,,,7.0,,5.25,8.8,,2021,,
2001385,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,,,6.5,,5.5,9.2,,2021,,
2001386,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,,,7.0,,6.0,9.4,,2021,,
2001387,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.0,5.75,,,4.0,,6.25,5.4,,2021,,
2001388,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.0,2.75,7.25,,,,4.2,9.5,2021,,6.5
2001389,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.0,4.5,6.0,,,,4.8,8.5,2021,,6.3
2001390,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,,,7.25,,7.75,7.2,,2021,,
2001391,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,8.0,5.25,6.5,,,,9.4,8.5,2021,,6.8
2001392,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,5.75,4.25,5.25,,,,7.6,7.75,2021,,5.8
2001393,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,6.5,,,3.75,,4.0,5.8,,2021,,
2001394,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,6.5,,,4.25,,4.5,5.6,,2021,,
2001395,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.5,6.75,9.0,,,,8.8,9.75,2021,,8.5
2001396,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,4.75,,5.75,8.0,,2021,,
2001397,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.25,,,4.5,,6.5,9.6,,2021,,
2001398,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,4.5,8.0,,,,7.4,8.25,2021,,6.9
2001399,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.25,,,7.5,,4.25,9.2,,2021,,
2001400,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.25,6.0,8.0,,,,10.0,9.5,2021,,7.8
2001401,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,,,4.25,,5.0,6.4,,2021,,
2001402,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,,,7.25,,5.75,7.8,,2021,,
2001403,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.0,,,7.0,,6.5,9.4,,2021,,
2001404,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.0,5.0,7.25,,,,8.2,7.0,2021,,6.4
2001405,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.0,,,5.5,,7.25,9.0,,2021,,
2001406,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.75,,,6.0,,3.0,8.2,,2021,,
2001407,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.0,,,5.0,,6.0,8.0,,2021,,
2001408,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.0,6.5,7.25,,,,7.6,7.75,2021,,7.2
2001409,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,4.5,4.25,6.75,,,,8.6,7.75,2021,,6.2
2001410,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,6.0,6.5,6.5,,,,8.2,8.25,2021,,7.1
2001412,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.5,2.75,6.5,,,,8.2,9.5,2021,,6.2
2001413,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,5.0,3.25,5.0,,,,3.4,7.0,2021,,5.1
2001414,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,4.0,6.0,,,,6.4,7.5,2021,,5.8
2001415,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,4.25,3.25,3.5,,,,4.8,6.75,2021,,4.5
2001416,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,5.75,,,5.5,,6.5,9.2,,2021,,
2001417,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,,,4.75,,6.0,8.4,,2021,,
2001418,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,5.5,4.5,7.0,,,,7.4,8.5,2021,,6.7
2001419,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,7.25,,,6.25,,5.5,7.4,,2021,,
2001420,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.5,,,4.0,,2.75,5.4,,2021,,
2001421,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6.25,4.5,7.0,,,,5.0,7.5,2021,,6.3
2001422,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,,,5.5,,6.5,7.6,,2021,,
2001423,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.0,,,6.75,,6.25,9.2,,2021,,
2001424,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,5.75,,,3.25,,4.25,4.8,,2021,,
2001425,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.25,,,7.0,,6.5,8.6,,2021,,
2001426,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,6.5,3.25,7.0,,,,6.2,8.75,2021,,6.3
2001427,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.5,,,6.25,,8.25,7.4,,2021,,
2001428,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.5,5.0,7.75,,,,5.6,9.25,2021,,7.3
2001429,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,5.0,7.25,,,,8.4,9.75,2021,,7.3
2001430,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,6.5,3.25,7.25,,,,3.6,8.25,2021,,6.2
2001431,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,,,5.0,,6.25,8.0,,2021,,
2001432,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,7.5,,5.75,8.6,,2021,,
2001433,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,,,6.0,,6.5,8.8,,2021,,
2001434,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,,,4.25,,5.75,8.4,,2021,,
2001435,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.5,3.75,4.25,,,,7.2,5.75,2021,,4.6
